CH_000	GAMMA
-5	0
-5	3.66300366300366e-06
5	9.52380952380952e-05
5	0.000128205128205128
5	0.000289377289377289
10	0.000413919413919414
10	0.00052014652014652
15	0.000615384615384615
15	0.00073992673992674
15	0.000853479853479854
15	0.000941391941391941
20	0.00107326007326007
20	0.00119047619047619
20	0.00127838827838828
25	0.0013992673992674
25	0.0014981684981685
25	0.0016007326007326
25	0.00170695970695971
25	0.00182783882783883
25	0.00193040293040293
30	0.00202564102564103
30	0.00202930402930403
25	0.00194505494505495
20	0.00184981684981685
20	0.00176190476190476
15	0.00165201465201465
15	0.00153113553113553
15	0.00142857142857143
10	0.00131501831501831
10	0.00120879120879121
5	0.00103663003663004
5	0.000941391941391941
5	0.000835164835164835
5	0.000703296703296703
0	0.000600732600732601
0	0.000516483516483516
-5	0.000413919413919414
-5	0.000304029304029304
-5	0.000205128205128205
-10	0.000106227106227106
-10	-3.66300366300366e-06
-10	-0.000117216117216117
-15	-0.00021978021978022
-15	-0.000336996336996337
-15	-0.00043956043956044
-15	-0.000549450549450549
-20	-0.000655677655677656
-20	-0.000769230769230769
-20	-0.000875457875457876
-25	-0.000981684981684982
-25	-0.00107326007326007
-25	-0.0012014652014652
-25	-0.0013040293040293
-25	-0.00140659340659341
-30	-0.00152380952380952
-30	-0.00163369963369963
-25	-0.00173992673992674
-30	-0.0018974358974359
-30	-0.00200732600732601
-30	-0.00207326007326007
-30	-0.00206227106227106
-30	-0.00195238095238095
-25	-0.00185347985347985
-25	-0.00175457875457875
-20	-0.00164102564102564
-20	-0.00153113553113553
-20	-0.00142490842490843
-15	-0.00132600732600733
-15	-0.00122710622710623
-10	-0.00111355311355311
-10	-0.000978021978021978
-10	-0.00089010989010989
-5	-0.000787545787545788
-5	-0.000659340659340659
-5	-0.00058974358974359
-5	-0.00047985347985348
0	-0.000362637362637363
0	-0.00026007326007326
5	-0.000164835164835165
5	-4.02930402930403e-05
5	-5.49450549450549e-05
5	7.32600732600733e-05
5	0.000153846153846154
10	0.000271062271062271
10	0.000435897435897436
10	0.000542124542124542
15	0.000644688644688645
15	0.000732600732600733
15	0.000868131868131868
15	0.000978021978021978
20	0.00108424908424908
20	0.00117948717948718
20	0.0013040293040293
25	0.00141025641025641
20	0.00152014652014652
25	0.00162271062271062
25	0.00173260073260073
25	0.00184249084249084
30	0.00193772893772894
30	0.00204029304029304
30	0.00202930402930403
25	0.00195970695970696
25	0.00183882783882784
20	0.00173992673992674
20	0.00163003663003663
15	0.00150915750915751
15	0.00141391941391941
10	0.0013040293040293
10	0.00119413919413919
10	0.00110989010989011
5	0.000974358974358974
5	0.000813186813186814
0	0.0006996336996337
0	0.000611721611721612
0	0.000512820512820513
-5	0.000406593406593407
-5	0.000285714285714286
-5	0.000183150183150183
-5	7.32600732600733e-05
-10	-3.2967032967033e-05
-10	-0.000117216117216117
-10	-0.000252747252747253
-15	-0.000344322344322344
-15	-0.000457875457875458
-15	-0.000578754578754579
-20	-0.000677655677655678
-20	-0.000776556776556777
-20	-0.00089010989010989
-25	-0.000989010989010989
-20	-0.0010952380952381
-25	-0.00121978021978022
-25	-0.00132234432234432
-25	-0.00143223443223443
-30	-0.0016007326007326
-30	-0.00165567765567766
-30	-0.00177289377289377
-30	-0.0018974358974359
-35	-0.00205128205128205
-35	-0.00206227106227106
-35	-0.00206593406593407
-30	-0.00195604395604396
-25	-0.00183516483516484
-20	-0.00173260073260073
-20	-0.00163369963369963
-20	-0.0015018315018315
-20	-0.00141025641025641
-15	-0.00131135531135531
-15	-0.00120879120879121
-15	-0.00109157509157509
-10	-0.000985347985347985
-10	-0.000868131868131868
-10	-0.000776556776556777
-5	-0.000648351648351648
-5	-0.000538461538461538
-5	-0.000446886446886447
0	-0.000340659340659341
0	-0.000238095238095238
0	-0.000128205128205128
5	-6.22710622710623e-05
5	7.32600732600733e-06
10	0.000256410256410256
10	0.000523809523809524
15	0.000794871794871795
20	0.00104029304029304
20	0.00131501831501831
25	0.00157509157509158
30	0.00184615384615385
30	0.0020989010989011
35	0.00234432234432234
35	0.00260805860805861
40	0.00285714285714286
45	0.00314285714285714
45	0.00341391941391941
45	0.00367765567765568
50	0.00394139194139194
45	0.00410622710622711
45	0.00404029304029304
40	0.00377655677655678
35	0.00352747252747253
25	0.00326739926739927
25	0.00299267399267399
20	0.00275824175824176
15	0.00248351648351648
15	0.00221978021978022
10	0.00195970695970696
5	0.00172161172161172
5	0.00145054945054945
0	0.00119047619047619
-5	0.00082051282051282
-5	0.000571428571428572
-10	0.000322344322344322
-10	6.59340659340659e-05
-15	-0.000183150183150183
-20	-0.000465201465201465
-20	-0.000706959706959707
-25	-0.000985347985347985
-25	-0.00123809523809524
-30	-0.00149084249084249
-30	-0.00175457875457875
-35	-0.00201098901098901
-35	-0.00226739926739927
-40	-0.00253113553113553
-40	-0.00278388278388278
-40	-0.00303296703296703
-45	-0.00324908424908425
-45	-0.00353479853479853
-50	-0.00378388278388278
-50	-0.00413919413919414
-45	-0.00415384615384615
-40	-0.00392673992673993
-35	-0.00366666666666667
-35	-0.0033956043956044
-25	-0.00316117216117216
-25	-0.00289377289377289
-20	-0.00263736263736264
-20	-0.00237728937728938
-15	-0.00213186813186813
-15	-0.00186813186813187
-10	-0.0015970695970696
-5	-0.00135164835164835
-5	-0.0010952380952381
0	-0.000831501831501831
0	-0.000582417582417583
5	-0.000318681318681319
10	-7.69230769230769e-05
10	-3.66300366300366e-05
10	0.000153846153846154
15	0.000435897435897436
15	0.000684981684981685
20	0.000945054945054945
20	0.00119047619047619
25	0.00144322344322344
30	0.00183516483516484
30	0.00210622710622711
35	0.00235164835164835
35	0.0026043956043956
35	0.00286813186813187
35	0.00311355311355311
45	0.00337728937728938
45	0.00363369963369963
45	0.00388644688644689
50	0.00410989010989011
45	0.00407326007326007
40	0.00385347985347985
35	0.00358974358974359
30	0.00332967032967033
25	0.00305860805860806
20	0.00281318681318681
15	0.00254578754578755
10	0.00228937728937729
10	0.00203663003663004
5	0.00177289377289377
5	0.00152380952380952
0	0.00125641025641026
0	0.00100732600732601
0	0.000769230769230769
-5	0.000523809523809524
-15	0.00015018315018315
-15	-0.000113553113553114
-15	-0.000384615384615385
-20	-0.00067032967032967
-20	-0.000901098901098901
-25	-0.00116117216117216
-25	-0.00142857142857143
-30	-0.00168864468864469
-30	-0.00194505494505494
-35	-0.0022014652014652
-35	-0.00245054945054945
-35	-0.00271794871794872
-40	-0.00297802197802198
-45	-0.00324542124542124
-45	-0.00350549450549451
-45	-0.00377289377289377
-50	-0.00402564102564103
-50	-0.00414652014652015
-45	-0.00405494505494506
-40	-0.00381318681318681
-35	-0.00354578754578755
-30	-0.00328571428571429
-30	-0.00302930402930403
-25	-0.00276190476190476
-20	-0.00251282051282051
-20	-0.00224908424908425
-15	-0.00198168498168498
-15	-0.00173260073260073
-10	-0.00146886446886447
-5	-0.00121611721611722
0	-0.000846153846153846
0	-0.000593406593406593
5	-0.00032967032967033
10	-8.42490842490843e-05
10	-3.66300366300366e-05
10	0.000347985347985348
15	0.000875457875457876
25	0.0013956043956044
25	0.00191941391941392
30	0.00240659340659341
35	0.00293772893772894
40	0.00344322344322344
50	0.00396336996336996
55	0.0044945054945055
55	0.00499267399267399
60	0.00553846153846154
65	0.00604761904761905
65	0.00656410256410256
70	0.00708791208791209
75	0.00761172161172161
75	0.00811721611721612
80	0.00827106227106227
65	0.008
60	0.00748351648351648
45	0.00696336996336996
35	0.00643589743589744
30	0.00591575091575092
20	0.00513553113553114
15	0.00461904761904762
10	0.0040989010989011
10	0.00356410256410256
5	0.0030952380952381
0	0.00255311355311355
0	0.00204029304029304
-5	0.00154212454212454
-10	0.00103296703296703
-15	0.000512820512820513
-20	-1.0989010989011e-05
-25	-0.000549450549450549
-25	-0.00106593406593407
-30	-0.00157509157509158
-35	-0.00210989010989011
-35	-0.00263003663003663
-40	-0.00313553113553114
-45	-0.00367032967032967
-50	-0.00418681318681319
-55	-0.0046959706959707
-60	-0.00520879120879121
-60	-0.00572893772893773
-65	-0.00624908424908425
-65	-0.00675824175824176
-70	-0.00728571428571429
-70	-0.00780586080586081
-70	-0.00830769230769231
-70	-0.0082967032967033
