CH_000	GAMMA
-15	-2.56410256410256e-05
-15	-2.1978021978022e-05
10	2.56410256410256e-05
30	0.000139194139194139
50	0.000249084249084249
60	0.000344322344322344
80	0.000443223443223443
90	0.000542124542124542
100	0.000644688644688645
110	0.00073992673992674
115	0.000842490842490843
125	0.000952380952380952
130	0.00106227106227106
140	0.00116849816849817
145	0.00126007326007326
155	0.00136996336996337
160	0.00148717948717949
170	0.00163003663003663
175	0.00171794871794872
180	0.00184981684981685
180	0.00190842490842491
165	0.00190842490842491
150	0.0018974358974359
120	0.00178754578754579
100	0.00168864468864469
80	0.00158974358974359
60	0.00147985347985348
50	0.00139194139194139
35	0.00127106227106227
25	0.00116117216117216
15	0.00105860805860806
10	0.000967032967032967
0	0.000846153846153846
-10	0.000736263736263736
-20	0.000659340659340659
-25	0.00056043956043956
-35	0.00043956043956044
-40	0.000336996336996337
-50	0.000227106227106227
-60	0.000146520146520147
-70	3.66300366300366e-05
-75	-5.86080586080586e-05
-85	-0.000175824175824176
-95	-0.000282051282051282
-105	-0.000399267399267399
-110	-0.000494505494505494
-120	-0.000611721611721612
-130	-0.000706959706959707
-135	-0.000827838827838828
-145	-0.000930402930402931
-150	-0.00104761904761905
-155	-0.00116483516483517
-160	-0.00125641025641026
-170	-0.00137362637362637
-175	-0.00147252747252747
-180	-0.00159340659340659
-190	-0.0016959706959707
-190	-0.00178388278388278
-200	-0.00190842490842491
-200	-0.00198901098901099
-190	-0.002
-160	-0.00193772893772894
-135	-0.00183516483516484
-115	-0.00173260073260073
-100	-0.00161904761904762
-80	-0.00152747252747253
-70	-0.00141758241758242
-55	-0.00131868131868132
-40	-0.00120512820512821
-30	-0.0010989010989011
-25	-0.000981684981684982
-20	-0.00089010989010989
-10	-0.000776556776556777
-5	-0.000692307692307692
5	-0.000582417582417583
10	-0.000494505494505494
20	-0.000366300366300366
25	-0.000278388278388278
30	-0.000172161172161172
30	-0.000102564102564103
35	-7.32600732600733e-05
40	3.2967032967033e-05
45	9.89010989010989e-05
55	0.000201465201465201
60	0.000289377289377289
65	0.000406593406593407
70	0.000505494505494505
80	0.000604395604395604
85	0.000725274725274725
90	0.000805860805860806
100	0.000915750915750916
105	0.00104029304029304
110	0.00115018315018315
120	0.00125274725274725
125	0.00135164835164835
140	0.00147252747252747
145	0.00157142857142857
155	0.00168864468864469
165	0.00178754578754579
175	0.0018974358974359
170	0.0018974358974359
135	0.00185347985347985
110	0.00175457875457875
95	0.00164835164835165
75	0.00153479853479854
60	0.00143956043956044
45	0.00133699633699634
35	0.00120879120879121
25	0.00112820512820513
20	0.00100732600732601
10	0.000915750915750916
5	0.000816849816849817
0	0.000706959706959707
-10	0.000604395604395604
-15	0.000505494505494505
-25	0.000395604395604396
-30	0.000293040293040293
-35	0.00017948717948718
-40	5.4945054945055e-05
-50	-2.93040293040293e-05
-50	-0.000131868131868132
-55	-0.000234432234432234
-65	-0.000340659340659341
-65	-0.000446886446886447
-75	-0.000564102564102564
-80	-0.000663003663003663
-90	-0.000761904761904762
-100	-0.000864468864468865
-105	-0.000963369963369964
-110	-0.00107326007326007
-120	-0.00118315018315018
-130	-0.00128571428571429
-135	-0.00138827838827839
-145	-0.0015018315018315
-155	-0.00161538461538462
-160	-0.00168131868131868
-175	-0.00176923076923077
-180	-0.00189010989010989
-190	-0.00198168498168498
-185	-0.00199267399267399
-150	-0.00195604395604396
-130	-0.00184615384615385
-110	-0.00173626373626374
-95	-0.00163736263736264
-75	-0.00153846153846154
-65	-0.00141758241758242
-50	-0.00131868131868132
-40	-0.00120879120879121
-35	-0.00110989010989011
-25	-0.000992673992673993
-20	-0.000882783882783883
-10	-0.00078021978021978
-5	-0.0006996336996337
5	-0.000575091575091575
10	-0.000509157509157509
10	-0.000391941391941392
20	-0.000267399267399267
25	-0.000164835164835165
25	-8.05860805860806e-05
30	-4.76190476190476e-05
45	0.000197802197802198
60	0.000450549450549451
75	0.000703296703296703
90	0.000970695970695971
110	0.00121611721611722
130	0.00147985347985348
155	0.00172527472527473
180	0.001996336996337
200	0.00224542124542125
215	0.00251282051282051
230	0.00280586080586081
240	0.00304029304029304
250	0.00331868131868132
260	0.0035970695970696
270	0.00384615384615385
265	0.00395970695970696
210	0.00389010989010989
180	0.00377289377289377
130	0.0034981684981685
100	0.00326739926739927
70	0.00299267399267399
50	0.00273260073260073
30	0.00247985347985348
20	0.00222710622710623
10	0.00196336996336996
-5	0.00171428571428571
-10	0.00146886446886447
-25	0.00119413919413919
-35	0.000934065934065934
-40	0.000673992673992674
-55	0.000428571428571429
-60	0.000186813186813187
-75	-9.15750915750916e-05
-85	-0.000336996336996337
-100	-0.000582417582417583
-110	-0.000853479853479854
-125	-0.0010989010989011
-140	-0.00136630036630037
-155	-0.00163736263736264
-175	-0.00188278388278388
-195	-0.00213919413919414
-210	-0.0023956043956044
-220	-0.00268498168498168
-235	-0.00293040293040293
-245	-0.0032014652014652
-255	-0.00347619047619048
-265	-0.00374358974358974
-275	-0.003996336996337
-270	-0.00407326007326007
-210	-0.00394871794871795
-165	-0.00367399267399267
-125	-0.00342124542124542
-95	-0.00316117216117216
-75	-0.00290842490842491
-55	-0.00264835164835165
-40	-0.00239194139194139
-25	-0.00210989010989011
-20	-0.00186080586080586
-5	-0.00161904761904762
0	-0.00136263736263736
10	-0.00110989010989011
20	-0.00084981684981685
25	-0.000567765567765568
30	-0.000322344322344322
35	-0.000102564102564103
40	-6.95970695970696e-05
45	0.000190476190476191
55	0.00043956043956044
60	0.00056043956043956
70	0.000846153846153846
80	0.00110622710622711
90	0.00133699633699634
100	0.00161172161172161
110	0.00185347985347985
125	0.00212454212454212
135	0.00237728937728938
155	0.00264102564102564
170	0.00289377289377289
185	0.00316483516483516
205	0.00343223443223443
