CH_000	GAMMA
-20	-6.95970695970696e-05
-20	-6.5934065934066e-05
5	-3.2967032967033e-05
30	4.02930402930403e-05
50	0.000128205128205128
70	0.000227106227106227
90	0.000322344322344322
105	0.000424908424908425
120	0.000531135531135531
130	0.000622710622710623
140	0.00073992673992674
150	0.000842490842490843
155	0.000945054945054945
165	0.00105860805860806
175	0.00116483516483517
190	0.00127838827838828
195	0.00136630036630037
210	0.00147619047619048
220	0.00158608058608059
230	0.00170695970695971
245	0.00181684981684982
235	0.00182417582417582
190	0.00174725274725275
160	0.00165934065934066
125	0.00155311355311355
105	0.00145054945054945
85	0.00135164835164835
65	0.00125274725274725
55	0.00113553113553114
45	0.00102930402930403
45	0.000926739926739927
35	0.00080952380952381
25	0.000706959706959707
20	0.000608058608058608
10	0.000509157509157509
0	0.000435897435897436
-10	0.000344322344322344
-20	0.000245421245421245
-40	0.000102564102564103
-50	1.46520146520147e-05
-60	-7.69230769230769e-05
-75	-0.000175824175824176
-90	-0.000267399267399267
-100	-0.000384615384615385
-115	-0.000476190476190476
-125	-0.000553113553113553
-140	-0.000673992673992674
-155	-0.000783882783882784
-165	-0.000882783882783883
-180	-0.000989010989010989
-195	-0.0010989010989011
-205	-0.00118315018315018
-220	-0.00128571428571429
-235	-0.00140659340659341
-245	-0.0015018315018315
-260	-0.00161538461538462
-270	-0.00173260073260073
-280	-0.00183516483516484
-290	-0.00191941391941392
-300	-0.00202564102564103
-295	-0.00204395604395604
-250	-0.00196336996336996
-215	-0.00186446886446886
-185	-0.00175824175824176
-165	-0.00167765567765568
-140	-0.00156776556776557
-120	-0.00145787545787546
-100	-0.00135897435897436
-85	-0.00125274725274725
-60	-0.0010989010989011
-50	-0.001003663003663
-40	-0.000893772893772894
-25	-0.000791208791208791
-15	-0.000695970695970696
-5	-0.000597069597069597
5	-0.000531135531135531
15	-0.000428571428571429
25	-0.000333333333333333
25	-0.000230769230769231
35	-0.000172161172161172
40	-0.000157509157509158
50	-6.5934065934066e-05
55	3.66300366300366e-05
65	0.000146520146520147
80	0.000249084249084249
90	0.000358974358974359
100	0.000454212454212454
110	0.000556776556776557
115	0.000655677655677656
120	0.000761904761904762
125	0.000864468864468865
135	0.000985347985347985
145	0.00108058608058608
155	0.0012014652014652
165	0.00131135531135531
175	0.0013956043956044
190	0.0014981684981685
205	0.00162637362637363
215	0.00172527472527473
230	0.00182783882783883
210	0.00182417582417582
170	0.00172893772893773
140	0.00161904761904762
115	0.00152747252747253
95	0.00142124542124542
75	0.00133333333333333
60	0.00122344322344322
50	0.00110989010989011
50	0.00101465201465202
40	0.000904761904761905
40	0.000787545787545788
30	0.000684981684981685
20	0.00058974358974359
10	0.000498168498168498
0	0.000391941391941392
-5	0.000322344322344322
-15	0.000212454212454212
-25	0.000113553113553114
-35	1.83150183150183e-05
-45	-8.05860805860806e-05
-50	-0.000168498168498169
-60	-0.000278388278388278
-70	-0.000362637362637363
-80	-0.000472527472527473
-90	-0.000571428571428572
-100	-0.00067032967032967
-115	-0.000769230769230769
-125	-0.000879120879120879
-145	-0.00101465201465201
-160	-0.00113186813186813
-175	-0.00123809523809524
-190	-0.00134798534798535
-200	-0.00143956043956044
-220	-0.00154578754578755
-235	-0.00163736263736264
-250	-0.00176556776556777
-270	-0.00184249084249084
-285	-0.00196703296703297
-290	-0.00202930402930403
-270	-0.00202197802197802
-230	-0.00193040293040293
-200	-0.00180952380952381
-170	-0.00172161172161172
