CH_000	GAMMA
0	0.000659340659340659
10	0.0006996336996337
25	0.00080952380952381
35	0.000915750915750916
50	0.00102930402930403
55	0.00113553113553114
65	0.00124542124542125
70	0.00135897435897436
80	0.00143223443223443
85	0.00154212454212454
95	0.00164835164835165
105	0.00176190476190476
110	0.00186813186813187
110	0.00194505494505495
110	0.00205494505494505
115	0.00216483516483517
115	0.00227106227106227
120	0.00238461538461538
120	0.00249450549450549
125	0.0026007326007326
125	0.00267399267399267
120	0.00267399267399267
100	0.0026043956043956
85	0.00249084249084249
75	0.00238461538461538
75	0.00227106227106227
70	0.00216117216117216
70	0.00205128205128205
65	0.00194139194139194
60	0.0017985347985348
50	0.00168498168498169
40	0.00157875457875458
30	0.00146886446886447
25	0.00139194139194139
20	0.00128571428571429
15	0.00117582417582418
10	0.00106593406593407
5	0.000956043956043956
0	0.000846153846153846
-5	0.000769230769230769
-15	0.000659340659340659
-20	0.000549450549450549
-25	0.00047985347985348
-30	0.00036996336996337
-35	0.000256410256410256
-40	0.00015018315018315
-45	4.02930402930403e-05
-50	-7.32600732600733e-05
-55	-0.000146520146520147
-60	-0.000252747252747253
-65	-0.000366300366300366
-75	-0.000512820512820513
-80	-0.000619047619047619
-85	-0.000695970695970696
-90	-0.000842490842490843
-95	-0.000948717948717949
-100	-0.00102564102564103
-105	-0.00113553113553114
-110	-0.00124542124542125
-110	-0.00127838827838828
-95	-0.00127838827838828
-75	-0.00116849816849817
-60	-0.0010989010989011
-50	-0.000948717948717949
-40	-0.000879120879120879
-35	-0.000765567765567766
-25	-0.000655677655677656
-20	-0.000545787545787546
-10	-0.000472527472527473
-5	-0.000362637362637363
0	-0.000252747252747253
5	-0.000179487179487179
10	-7.32600732600733e-05
15	4.02930402930403e-05
25	0.000146520146520147
30	0.00026007326007326
30	0.000366300366300366
40	0.000512820512820513
45	0.000586080586080586
45	0.000626373626373626
50	0.000695970695970696
55	0.000769230769230769
60	0.000915750915750916
60	0.000989010989010989
65	0.0010989010989011
75	0.00121245421245421
80	0.00131868131868132
85	0.00142857142857143
90	0.00154212454212454
100	0.00165201465201465
105	0.00175824175824176
105	0.00183150183150183
110	0.00194139194139194
110	0.00205494505494505
115	0.00216117216117216
115	0.00227472527472527
120	0.00238461538461538
120	0.00245787545787546
125	0.0026007326007326
125	0.00267765567765568
110	0.00267399267399267
90	0.00252747252747253
80	0.00245421245421245
75	0.00230769230769231
70	0.00223809523809524
70	0.00212454212454212
65	0.00201465201465201
65	0.00190476190476191
60	0.0017948717948718
50	0.00168864468864469
40	0.00157875457875458
35	0.0015018315018315
25	0.00135897435897436
20	0.00128571428571429
15	0.00117582417582418
10	0.00106227106227106
5	0.000956043956043956
0	0.000882783882783883
-5	0.000769230769230769
-10	0.000663003663003663
-10	0.000553113553113553
-15	0.00043956043956044
-20	0.000366300366300366
-25	0.00026007326007326
-30	7.69230769230769e-05
-35	0
-40	-0.000106227106227106
-50	-0.000216117216117216
-50	-0.00032967032967033
-55	-0.000399267399267399
-60	-0.000509157509157509
-65	-0.000619047619047619
-75	-0.000732600732600733
-80	-0.000838827838827839
-85	-0.000915750915750916
-90	-0.00102197802197802
-95	-0.00113553113553114
-105	-0.00124175824175824
-105	-0.00127838827838828
-95	-0.00128205128205128
-75	-0.00120879120879121
-60	-0.0010989010989011
-50	-0.000989010989010989
-45	-0.000875457875457876
-35	-0.000802197802197803
-30	-0.000692307692307692
-20	-0.000512820512820513
-10	-0.000402930402930403
-5	-0.000293040293040293
0	-0.000216117216117216
5	-0.00010989010989011
10	-3.2967032967033e-05
15	7.69230769230769e-05
25	0.000183150183150183
30	0.000293040293040293
35	0.000406593406593407
40	0.000516483516483517
40	0.00058974358974359
40	0.000626373626373626
45	0.000736263736263736
55	0.000992673992673993
70	0.00124908424908425
85	0.00150549450549451
100	0.00175824175824176
110	0.00198168498168498
115	0.00223809523809524
120	0.00249084249084249
130	0.00278754578754579
155	0.00315018315018315
165	0.00340659340659341
180	0.00366666666666667
190	0.00392307692307692
200	0.00417948717948718
210	0.00447252747252747
220	0.00469230769230769
210	0.00476556776556777
165	0.00461904761904762
125	0.00435897435897436
95	0.00410622710622711
80	0.00384981684981685
75	0.00359340659340659
65	0.00333699633699634
50	0.00308058608058608
35	0.00282417582417582
25	0.00256410256410256
20	0.00230769230769231
10	0.00205128205128205
0	0.0017985347985348
-5	0.00153846153846154
-10	0.00132234432234432
-15	0.00106593406593407
-25	0.000769230769230769
-30	0.000553113553113553
-40	0.000296703296703297
-50	4.02930402930403e-05
-55	-0.000216117216117216
-65	-0.00043956043956044
-85	-0.000838827838827839
-95	-0.00106227106227106
-110	-0.00131868131868132
-125	-0.00157142857142857
-135	-0.00182783882783883
-145	-0.00208424908424908
-160	-0.00234065934065934
-170	-0.0026007326007326
-175	-0.00285714285714286
-185	-0.00310989010989011
-190	-0.00333333333333333
-185	-0.00333333333333333
-130	-0.00315018315018315
-95	-0.00289010989010989
-70	-0.00263369963369963
-55	-0.00241391941391941
-40	-0.00216117216117216
-30	-0.0019010989010989
-20	-0.00164468864468865
-15	-0.00139194139194139
-5	-0.00116849816849817
5	-0.000879120879120879
15	-0.000549450549450549
20	-0.000293040293040293
30	-3.66300366300366e-05
35	0.00021978021978022
40	0.000476190476190476
40	0.000622710622710623
45	0.000695970695970696
50	0.000956043956043956
60	0.00124908424908425
65	0.00146520146520147
70	0.00172161172161172
80	0.00198168498168498
90	0.00223809523809524
100	0.00249084249084249
105	0.00275091575091575
110	0.00297069597069597
115	0.00326007326007326
120	0.00352014652014652
135	0.00377289377289377
150	0.00402930402930403
170	0.00428937728937729
190	0.00450915750915751
200	0.00476556776556777
190	0.00476190476190476
120	0.0043992673992674
90	0.00417582417582418
80	0.00388644688644689
70	0.00363003663003663
70	0.00336996336996337
50	0.00311721611721612
40	0.00285714285714286
25	0.00264102564102564
20	0.00238095238095238
10	0.00212454212454212
5	0.00186813186813187
0	0.00161538461538462
-5	0.00135531135531136
-10	0.0011025641025641
-15	0.000842490842490843
-20	0.000586080586080586
-30	0.00032967032967033
-35	7.32600732600733e-05
-40	-0.000183150183150183
-45	-0.00043956043956044
-55	-0.000659340659340659
-60	-0.000915750915750916
-65	-0.00117216117216117
-80	-0.00153479853479854
-90	-0.0017948717948718
-100	-0.00205128205128205
-110	-0.00230769230769231
-125	-0.00256043956043956
-145	-0.00285714285714286
-155	-0.003003663003663
-175	-0.00325641025641026
-170	-0.00333333333333333
-135	-0.00325641025641026
-95	-0.00296336996336996
-75	-0.00278021978021978
-55	-0.00249084249084249
-45	-0.00219413919413919
-30	-0.00194139194139194
-20	-0.00175457875457875
-15	-0.00146520146520147
