CH_000	GAMMA
-10	-1.0989010989011e-05
-5	-2.93040293040293e-05
15	-6.22710622710623e-05
45	8.42490842490843e-05
80	0.000271062271062271
95	0.000304029304029304
110	0.000366300366300366
125	0.000391941391941392
145	0.000952380952380952
165	0.00104029304029304
180	0.00114652014652015
200	0.00125274725274725
220	0.00135531135531136
235	0.00145421245421245
255	0.00156043956043956
270	0.00167399267399267
290	0.00177655677655678
310	0.00192673992673993
330	0.00204029304029304
341	0.00214285714285714
361	0.00223443223443223
356	0.00226007326007326
310	0.00225274725274725
255	0.00215384615384615
200	0.00205860805860806
155	0.00197435897435897
115	0.00185714285714286
85	0.00177289377289377
60	0.00167765567765568
30	0.00152014652014652
15	0.00142490842490843
0	0.000893772893772894
-15	0.000941391941391941
-20	0.000879120879120879
-30	0.000728937728937729
-40	0.000776556776556777
-45	0.000652014652014652
-55	0.000494505494505494
-65	0.000498168498168498
-75	0.000366300366300366
-90	0.000227106227106227
-105	2.93040293040293e-05
-120	-4.76190476190476e-05
-140	9.15750915750916e-05
-155	-0.000153846153846154
-170	-0.000271062271062271
-190	-0.000380952380952381
-210	-0.000293040293040293
-235	-0.000391941391941392
-260	-0.000575091575091575
-280	-0.000802197802197802
-300	-0.00106227106227106
-320	-0.0010989010989011
-341	-0.00123809523809524
-361	-0.00132600732600733
-376	-0.00135897435897436
-391	-0.0013992673992674
-406	-0.00163369963369963
-426	-0.00165934065934066
-451	-0.00167765567765568
-436	-0.00163736263736264
-371	-0.00158241758241758
-305	-0.00154212454212454
-255	-0.00158974358974359
-210	-0.00156043956043956
-170	-0.00150915750915751
-145	-0.00134065934065934
-115	-0.0013003663003663
-100	-0.00117582417582418
-75	-0.000996336996336996
-60	-0.00111721611721612
-50	-0.00111721611721612
-40	-0.000835164835164835
-25	-0.000512820512820513
-20	-0.000435897435897436
-10	-0.000340659340659341
0	-0.000230769230769231
10	-0.000139194139194139
15	-8.79120879120879e-05
30	-3.66300366300366e-05
25	-0.000153846153846154
40	-0.000120879120879121
45	-4.3956043956044e-05
55	4.76190476190476e-05
65	0.000135531135531136
75	0.000234432234432234
85	0.000523809523809524
95	0.000516483516483516
105	0.000695970695970696
115	0.000725274725274725
135	0.000875457875457876
150	0.000934065934065934
170	0.00108424908424908
190	0.00118681318681319
215	0.00116483516483517
240	0.00176556776556777
270	0.00195970695970696
285	0.00202197802197802
310	0.00212087912087912
330	0.00221978021978022
336	0.00225274725274725
275	0.00223809523809524
225	0.00214285714285714
170	0.00204029304029304
135	0.00194871794871795
95	0.00186446886446886
70	0.00175091575091575
50	0.00165201465201465
35	0.00155311355311355
20	0.00145054945054945
5	0.0012967032967033
-5	0.000765567765567766
-15	0.000666666666666667
-25	0.00100732600732601
-30	0.000794871794871795
-35	0.000714285714285714
-45	0.000556776556776557
-50	0.000380952380952381
-60	0.000227106227106227
-65	0.000223443223443223
-80	4.76190476190476e-05
-85	-0.000205128205128205
-95	-0.000230769230769231
-105	-8.79120879120879e-05
-115	-0.000274725274725275
-125	-0.000362637362637363
-135	-0.000743589743589744
-150	-0.000871794871794872
-165	-0.000915750915750916
-180	-0.000945054945054945
-210	-0.000967032967032967
-235	-0.0010952380952381
-260	-0.00123443223443223
-285	-0.00136996336996337
-310	-0.00147619047619048
-336	-0.00146520146520147
-366	-0.00173626373626374
-396	-0.00194871794871795
-421	-0.00200732600732601
-421	-0.00197435897435897
-371	-0.00192673992673993
-280	-0.00161172161172161
-230	-0.0012967032967033
-190	-0.00135164835164835
-155	-0.00123076923076923
-130	-0.00116117216117216
-110	-0.0010952380952381
-95	-0.00101098901098901
-80	-0.00104761904761905
-65	-0.00102930402930403
-50	-0.000882783882783883
-40	-0.000824175824175824
-30	-0.000637362637362637
-20	-0.000553113553113553
-10	-0.000399267399267399
-5	-0.00032967032967033
5	-0.000296703296703297
15	-0.000252747252747253
20	-0.000113553113553114
20	-0.000153846153846154
35	3.66300366300366e-06
65	0.000454212454212454
85	0.000996336996336996
110	0.00106959706959707
150	0.00136630036630037
200	0.00174725274725275
260	0.00199267399267399
325	0.00220879120879121
381	0.00247985347985348
421	0.0027032967032967
456	0.00295604395604396
491	0.00321978021978022
536	0.00357875457875458
566	0.00383516483516484
596	0.00407326007326007
611	0.00431135531135531
596	0.00430769230769231
476	0.00412820512820513
381	0.0038974358974359
290	0.00366666666666667
215	0.00342490842490842
155	0.00318315018315018
100	0.00294139194139194
45	0.0025970695970696
20	0.00234798534798535
0	0.00210989010989011
-15	0.00186080586080586
-30	0.00163003663003663
-40	0.00139194139194139
-55	0.00114652014652015
-70	0.000915750915750916
-85	0.000681318681318681
-100	0.000446886446886447
-120	0.000212454212454212
-150	-0.000164835164835165
-180	-0.000388278388278388
-220	-0.00106593406593407
-270	-0.00128205128205128
-325	-0.00151648351648352
-381	-0.0017985347985348
-441	-0.00191208791208791
-486	-0.00214652014652015
-531	-0.00243223443223443
-566	-0.00266666666666667
-621	-0.00295970695970696
-651	-0.00324908424908425
-686	-0.00349084249084249
-716	-0.00366300366300366
-716	-0.00386080586080586
-656	-0.00382051282051282
-516	-0.00382417582417582
-396	-0.00368131868131868
-305	-0.00326739926739927
-230	-0.00295604395604396
-170	-0.00271062271062271
-120	-0.00234798534798535
-95	-0.00215018315018315
-70	-0.00194139194139194
-55	-0.00168131868131868
-35	-0.00139194139194139
-20	-0.00112820512820513
-5	-0.000948717948717949
10	-0.000619047619047619
20	-0.000384615384615385
35	-9.15750915750916e-05
40	0.000124542124542125
60	0.000446886446886447
75	0.00058974358974359
90	0.000860805860805861
105	0.000864468864468865
125	0.00105494505494506
150	0.00127472527472527
180	0.00145054945054945
220	0.00173992673992674
255	0.00209523809523809
320	0.00243956043956044
366	0.00271428571428571
411	0.00298534798534799
456	0.00332234432234432
501	0.00342490842490842
546	0.0034981684981685
586	0.0038974358974359
586	0.00398534798534799
516	0.00403663003663004
411	0.00387179487179487
315	0.00364835164835165
240	0.00327838827838828
145	0.00294505494505495
100	0.00265201465201465
65	0.00238095238095238
35	0.00238461538461538
15	0.00205494505494505
0	0.00173626373626374
-15	0.00163003663003663
-30	0.00148351648351648
-40	0.00128571428571429
-50	0.000941391941391941
-65	0.000600732600732601
-80	0.00015018315018315
-95	-0.000142857142857143
-115	-0.000421245421245421
-130	-0.00067032967032967
-145	-0.00102564102564103
-165	-0.00132967032967033
-190	-0.00154212454212454
-220	-0.00177655677655678
-260	-0.00193406593406593
-300	-0.00213919413919414
-346	-0.00226739926739927
-421	-0.00266300366300366
-476	-0.00299267399267399
-531	-0.0031978021978022
-591	-0.00316849816849817
-646	-0.00370695970695971
-691	-0.0039047619047619
-671	-0.00394505494505494
-531	-0.00378021978021978
-406	-0.0034981684981685
-310	-0.00318681318681319
-205	-0.00289377289377289
-160	-0.00278754578754579
-125	-0.00246520146520146
-100	-0.00218315018315018
-80	-0.00186813186813187
-60	-0.00172527472527473
-45	-0.00149084249084249
-30	-0.00120879120879121
-15	-0.000912087912087912
-5	-0.000648351648351648
10	-0.000428571428571429
30	-0.000296703296703297
35	-1.0989010989011e-05
45	0.000230769230769231
75	0.000666666666666667
105	0.00117948717948718
150	0.00168131868131868
220	0.00226373626373626
300	0.00265567765567766
391	0.0032014652014652
486	0.00380952380952381
626	0.00444322344322344
691	0.00468498168498169
751	0.00513186813186813
801	0.0058021978021978
841	0.00657509157509158
891	0.0070952380952381
926	0.00760805860805861
966	0.0080989010989011
966	0.00847252747252747
901	0.00842490842490842
706	0.00795604395604396
546	0.00750549450549451
346	0.00676556776556776
240	0.00629304029304029
155	0.00578021978021978
100	0.0052967032967033
65	0.00478388278388278
35	0.0043003663003663
10	0.0037985347985348
-15	0.00331501831501831
-35	0.00281684981684982
-50	0.00232967032967033
-70	0.00184249084249084
-95	0.00112087912087912
-120	0.000622710622710623
-145	0.000139194139194139
-180	-0.000351648351648352
-230	-0.000838827838827839
-290	-0.00133333333333333
-361	-0.00184981684981685
-436	-0.00232967032967033
-536	-0.00282051282051282
-636	-0.0033040293040293
-721	-0.00377289377289377
-816	-0.00449450549450549
-871	-0.00504029304029304
-921	-0.00571794871794872
-961	-0.00632234432234432
-1002	-0.00678754578754579
-1037	-0.0071978021978022
-1067	-0.00787179487179487
-1042	-0.00801465201465201
-916	-0.00790842490842491
-731	-0.00750549450549451
