CH_000	GAMMA
5	6.22710622710623e-05
5	6.22710622710623e-05
10	8.79120879120879e-05
10	0.000208791208791209
10	0.000293040293040293
15	0.000417582417582418
15	0.000516483516483516
15	0.000637362637362637
15	0.000743589743589744
15	0.000846153846153846
15	0.000967032967032967
15	0.00108058608058608
20	0.00117216117216117
15	0.00129304029304029
20	0.0014029304029304
15	0.00152014652014652
15	0.00161904761904762
20	0.00171794871794872
20	0.00184249084249084
20	0.00194871794871795
20	0.00204761904761905
20	0.00212087912087912
15	0.00210989010989011
15	0.00198534798534799
15	0.00189377289377289
15	0.00177289377289377
15	0.00167399267399267
15	0.00155677655677656
10	0.00146520146520147
10	0.00133699633699634
10	0.00123809523809524
10	0.00113919413919414
5	0.00103296703296703
5	0.000912087912087912
5	0.000813186813186814
5	0.0006996336996337
5	0.000534798534798535
5	0.000424908424908425
5	0.000318681318681319
0	0.000205128205128205
0	0.000113553113553114
0	7.32600732600733e-06
0	-8.79120879120879e-05
0	-0.000216117216117216
0	-0.00032967032967033
0	-0.000435897435897436
0	-0.000534798534798535
0	-0.000648351648351648
0	-0.000747252747252747
0	-0.000846153846153846
-5	-0.000974358974358974
0	-0.00107326007326007
0	-0.00119047619047619
-5	-0.00129304029304029
-5	-0.00141025641025641
-5	-0.00152380952380952
-5	-0.00161904761904762
-5	-0.00172893772893773
-5	-0.00184249084249084
-5	-0.00194871794871795
-5	-0.002003663003663
-5	-0.00195238095238095
0	-0.00185347985347985
0	-0.00173992673992674
0	-0.00163003663003663
5	-0.00152380952380952
0	-0.00142124542124542
5	-0.00133699633699634
5	-0.00120512820512821
5	-0.00110622710622711
5	-0.000989010989010989
5	-0.000901098901098901
5	-0.000798534798534799
5	-0.00067032967032967
10	-0.000571428571428572
10	-0.000450549450549451
10	-0.00036996336996337
10	-0.000252747252747253
10	-0.000139194139194139
10	-2.1978021978022e-05
10	3.2967032967033e-05
15	0.000131868131868132
10	0.000230769230769231
10	0.000347985347985348
15	0.000457875457875458
15	0.000556776556776557
15	0.000659340659340659
15	0.000754578754578755
15	0.000875457875457876
15	0.000985347985347985
20	0.00111355311355311
15	0.00120512820512821
15	0.0013003663003663
15	0.00143223443223443
20	0.00152380952380952
20	0.00164468864468865
20	0.00175457875457875
20	0.00186080586080586
20	0.00197069597069597
20	0.00207326007326007
20	0.00211355311355311
20	0.00209157509157509
15	0.00198534798534799
15	0.00186446886446886
15	0.00176556776556777
10	0.00164102564102564
10	0.00154212454212454
10	0.00143223443223443
10	0.00133333333333333
10	0.00123443223443223
10	0.00112454212454212
5	0.00100732600732601
5	0.000897435897435898
10	0.000787545787545788
5	0.000688644688644689
5	0.000556776556776557
5	0.000450549450549451
5	0.000358974358974359
5	0.000252747252747253
5	0.000142857142857143
0	-7.32600732600733e-06
0	-0.00010989010989011
0	-0.000227106227106227
0	-0.000336996336996337
0	-0.00043956043956044
0	-0.000553113553113553
0	-0.000655677655677656
0	-0.000769230769230769
0	-0.000879120879120879
0	-0.000985347985347985
-5	-0.00108424908424908
-5	-0.00120512820512821
-5	-0.00131135531135531
-5	-0.0013992673992674
-5	-0.00152014652014652
-5	-0.00165567765567766
-5	-0.00175824175824176
-5	-0.00186080586080586
-5	-0.00195238095238095
-5	-0.00199267399267399
-5	-0.00194871794871795
0	-0.00183882783882784
0	-0.00173260073260073
0	-0.00162637362637363
0	-0.00151282051282051
5	-0.0014029304029304
5	-0.00129304029304029
5	-0.00119413919413919
5	-0.00108424908424908
5	-0.000996336996336996
5	-0.00089010989010989
5	-0.00078021978021978
10	-0.00067032967032967
5	-0.00056043956043956
10	-0.00043956043956044
10	-0.000326007326007326
10	-0.000238095238095238
10	-0.000117216117216117
10	-2.1978021978022e-05
10	3.66300366300366e-05
10	0.000142857142857143
15	0.000534798534798535
15	0.00080952380952381
15	0.00106227106227106
20	0.00132600732600733
20	0.00157875457875458
20	0.00182783882783883
20	0.00210989010989011
20	0.00236630036630037
25	0.00260805860805861
25	0.00286813186813187
25	0.00315018315018315
25	0.00341758241758242
25	0.00366666666666667
25	0.00393040293040293
25	0.0041941391941392
25	0.00421245421245421
25	0.00401831501831502
20	0.00374358974358974
20	0.00349084249084249
15	0.00320879120879121
15	0.00294505494505495
10	0.00267399267399267
10	0.00243956043956044
5	0.00217948717948718
5	0.00191575091575092
5	0.00165934065934066
5	0.00138827838827839
5	0.00112454212454212
5	0.00089010989010989
5	0.000611721611721612
5	0.000358974358974359
0	9.89010989010989e-05
0	-0.000139194139194139
0	-0.000421245421245421
