CH_000	GAMMA
0	0
-15	0
10	3.66300366300366e-05
20	0.000106227106227106
30	0.00021978021978022
35	0.000326007326007326
45	0.00043956043956044
55	0.000512820512820513
65	0.000659340659340659
75	0.000732600732600733
85	0.000842490842490843
95	0.000952380952380952
100	0.00102564102564103
105	0.00113186813186813
115	0.00124542124542125
120	0.00135531135531136
125	0.00146520146520147
130	0.00157142857142857
135	0.00168498168498169
140	0.00175824175824176
150	0.00190476190476191
150	0.00194139194139194
135	0.00194139194139194
110	0.0017948717948718
95	0.00168498168498169
70	0.00157509157509158
65	0.00153846153846154
55	0.00142857142857143
40	0.00131868131868132
25	0.00120879120879121
15	0.0010989010989011
10	0.000952380952380952
0	0.000879120879120879
-10	0.000805860805860806
-15	0.000695970695970696
-15	0.000586080586080586
-20	0.00043956043956044
-25	0.000366300366300366
-25	0.000256410256410256
-30	0.000183150183150183
-35	7.32600732600733e-05
-45	-3.66300366300366e-05
-45	-0.000146520146520147
-50	-0.000256410256410256
-60	-0.00032967032967033
-65	-0.00043956043956044
-70	-0.000549450549450549
-75	-0.000659340659340659
-80	-0.000732600732600733
-90	-0.000915750915750916
-95	-0.00102930402930403
-105	-0.00113919413919414
-110	-0.00124542124542125
-115	-0.00131868131868132
-125	-0.00142857142857143
-130	-0.00153846153846154
-135	-0.00168498168498169
-140	-0.00176190476190476
-145	-0.00186813186813187
-155	-0.00198168498168498
-155	-0.00201465201465201
-130	-0.00194139194139194
-115	-0.00183150183150183
-100	-0.00172161172161172
-85	-0.00164835164835165
-75	-0.00153846153846154
-65	-0.00142857142857143
-55	-0.00131868131868132
-45	-0.00121245421245421
-40	-0.00113553113553114
-30	-0.000989010989010989
-30	-0.000879120879120879
-25	-0.000805860805860806
-20	-0.000695970695970696
-15	-0.000586080586080586
-5	-0.000476190476190476
0	-0.000402930402930403
5	-0.000293040293040293
10	-0.000183150183150183
20	-7.69230769230769e-05
20	-3.66300366300366e-05
25	0
35	0.000183150183150183
35	0.000256410256410256
40	0.000362637362637363
45	0.000476190476190476
50	0.000545787545787546
60	0.000695970695970696
65	0.000769230769230769
75	0.000879120879120879
85	0.000952380952380952
95	0.00106227106227106
100	0.00117216117216117
110	0.00128205128205128
115	0.00139194139194139
120	0.0015018315018315
125	0.00157509157509158
130	0.00168498168498169
140	0.00183150183150183
150	0.00190476190476191
145	0.00194139194139194
135	0.00194139194139194
120	0.00183150183150183
95	0.00172161172161172
80	0.00161172161172161
65	0.0015018315018315
55	0.00142857142857143
40	0.00131868131868132
25	0.00113553113553114
15	0.00106227106227106
5	0.000952380952380952
