 26, 600, 0,-5, 0, 5, 10, 20,-58,-9, 2114, 107, 0, 260
 27, 590, 0, 0, 0,-10, 5, 20,-27, 14, 2114, 337, 0, 270
 28, 810, 0,-5, 0,-20, 5, 20,-48,-1, 2114, 356, 0, 280
 29, 1000, 0, 0, 0,-35,-5, 20,-43, 10, 2114, 438, 0, 290
 30, 1260, 0, 0, 0,-60,-25, 20,-72,-13, 2114, 536, 0, 300
 31, 1500, 0,-5, 5,-80,-40, 25,-85,-8, 2114, 633, 0, 310
 32, 1750, 0,-5, 0,-110,-55, 25,-119,-62, 2114, 715, 0, 320
 33, 2010, 0,-5, 5,-135,-70, 25,-123,-57, 2114, 811, 0, 330
 34, 1900, 0,-5, 5,-135,-65, 20,-128,-52, 2114, 859, 0, 340
 35, 1870, 0,-5, 5,-135,-75, 20,-173,-47, 2114, 1007, 0, 350
 36, 2020, 0,-5, 5,-140,-80, 25,-172,-45, 2114, 1019, 0, 360
 37, 2220, 0,-10, 0,-160,-90, 20,-170,-72, 2114, 1048, 0, 370
 38, 2420, 0,-10, 5,-180,-100, 20,-196,-68, 2114, 1128, 0, 380
 39, 2610, 0,-5, 5,-205,-120, 20,-221,-107, 2114, 1208, 0, 390
 40, 2810, 0,-15, 0,-230,-135, 20,-246,-82, 2114, 1241, 0, 400
 41, 3020, 0,-10, 0,-250,-155, 20,-315,-99, 2114, 1320, 0, 410
 42, 2830, 0,-15, 0,-270,-165, 20,-390,-191, 2114, 1859, 0, 420
 43, 2480, 0,-15, 0,-270,-165, 20,-368,-178, 2114, 1919, 0, 430
 44, 1990, 0,-20, 0,-255,-155, 20,-309,-148, 2114, 1947, 0, 440
 45, 1500, 0,-20, 5,-230,-140, 20,-293,-117, 2114, 2026, 0, 450
 46, 1000, 0,-10, 0,-200,-120, 15,-308,-115, 2114, 2102, 0, 460
 47, 500, 0,-15, 5,-150,-85, 15,-219,-55, 2114, 2155, 0, 470
 48, 1020, 0,-15, 0,-165,-95, 20,-246,-110, 2114, 2254, 0, 480
 49, 1510, 0,-15, 0,-190,-105, 15,-303,-138, 2114, 2330, 0, 490
 50, 2020, 0,-10, 0,-215,-130, 20,-318,-137, 2114, 2428, 0, 500
 51, 2530, 0,-15, 0,-245,-150, 20,-370,-165, 2114, 2511, 0, 510
 52, 3000, 0,-15, 0,-275,-165, 20,-362,-162, 2114, 2609, 0, 520
 53, 3210, 0,-20, 0,-295,-180, 20,-406,-188, 2114, 2704, 0, 530
 54, 3410, 0,-20, 0,-310,-195, 15,-432,-212, 2114, 2740, 0, 540
 55, 3610, 0,-20, 0,-335,-210, 20,-434,-246, 2114, 2821, 0, 550
 56, 3460, 0,-20, 5,-360,-225, 30,-450,-269, 2114, 3044, 0, 560
 57, 3430, 0,-25, 5,-345,-225, 30,-499,-240, 2114, 3325, 0, 570
 58, 3610, 0,-25, 0,-355,-230, 30,-449,-239, 2114, 3410, 0, 580
 59, 3800, 0,-25, 0,-370,-240, 30,-487,-239, 2114, 3450, 0, 590
 60, 4000, 0,-25, 0,-390,-255, 30,-497,-297, 2114, 3531, 0, 600
 61, 4210, 0,-30, 5,-425,-280, 30,-564,-297, 2114, 3614, 0, 610
 62, 4210, 0,-30, 5,-435,-290, 30,-590,-344, 2114, 3657, 0, 620
 63, 4420, 0,-30, 0,-460,-305, 30,-612,-354, 2114, 3723, 0, 630
 64, 4610, 0,-30, 5,-495,-330, 30,-601,-354, 2114, 3823, 0, 640
 65, 4810, 0,-40, 0,-530,-360, 25,-669,-400, 2114, 3909, 0, 650
 66, 5010, 0,-40, 0,-570,-390, 20,-727,-412, 2114, 3957, 0, 660
 67, 4780, 0,-40, 0,-630,-415, 20,-735,-438, 2114, 4326, 0, 670
 68, 4780, 0,-40, 0,-630,-415, 20,-715,-410, 2114, 4334, 0, 680
 69, 5230, 0,-45, 0,-660,-440, 20,-769,-411, 2114, 4405, 0, 690
 70, 5400, 0,-45, 5,-685,-460, 20,-780,-453, 2114, 4447, 0, 700
 71, 5230,-45,-50,-5,-710,-470, 15,-779,-467, 2114, 4634, 0, 710
 72, 5200,-40,-50,-5,-705,-475, 10,-779,-478, 2114, 4733, 0, 720
 73, 5410,-45,-45,-5,-720,-480, 10,-809,-495, 2114, 4758, 0, 730
 74, 5610,-55,-50,-5,-740,-495, 10,-827,-504, 2114, 4839, 0, 740
 75, 5790,-65,-50, 0,-775,-525, 10,-895,-535, 2114, 4934, 0, 750
 76, 6010,-85,-55, 0,-820,-560, 10,-982,-592, 2114, 5036, 0, 760
 77, 6200,-100,-60,-5,-865,-590, 0,-1040,-612, 2114, 5144, 0, 770
 78, 6420,-120,-65,-5,-920,-630,-5,-1099,-671, 2114, 5244, 0, 780
 79, 6080,-140,-70,-5,-980,-685,-5,-1165,-734, 2114, 5805, 0, 790
 80, 6420,-145,-70,-5,-995,-695,-10,-1180,-736, 2114, 5837, 0, 800
 81, 6310,-145,-75, 0,-1000,-700,-10,-1174,-736, 2114, 5904, 0, 810
 82, 6600,-160,-75,-5,-1025,-715,-10,-1219,-736, 2114, 5944, 0, 820
 83, 6800,-180,-80, 0,-1075,-750,-15,-1278,-795, 2115, 47, 0, 830
 84, 6990,-200,-85, 0,-1120,-780,-20,-1279,-840, 2115, 154, 0, 840
 85, 7220,-225,-90, 0,-1185,-830,-20,-1339,-863, 2115, 329, 0, 850
 86, 7390,-245,-100, 0,-1235,-865,-25,-1386,-909, 2115, 419, 0, 860
 87, 7430,-250,-100, 0,-1255,-880,-30,-1411,-913, 2115, 430, 0, 870
 88, 7610,-280,-105, 0,-1320,-930,-30,-1455,-941, 2115, 539, 0, 880
 89, 7830,-300,-110, 0,-1385,-970,-30,-1527,-989, 2115, 635, 0, 890
 90, 8000,-325,-115, 0,-1450,-1020,-35,-1623,-1031, 2115, 717, 0, 900
 91, 7520,-350,-125,-5,-1510,-1055,-30,-1688,-1088, 2115, 1345, 0, 910
 92, 1580,-255,-100,-5,-1270,-885,-15,-1505,-952, 2115, 1420, 0, 920
 93, 3480,-280,-110,-5,-1325,-895,-15,-1457,-912, 2115, 1452, 0, 930
 94, 440,-140,-80,-5,-955,-635, 0,-1083,-679, 2115, 1522, 0, 940
 95,-80,-45,-65,-5,-695,-460, 10,-827,-463, 2115, 1837, 0, 950
