ステップ,荷重0,変位計1,変位計2,変位計3,変位計4,変位計5,変位計6,変位計7,変位計8,変位計9,変位計10,変位計11,変位計12,変位計13,荷重14,日時,分秒,,,,,,,,,,
160,-2,17.6,0.7,-0.42,0.09,0.67,0.16,0.07,0.13,3.84,2.08,0,1.5,0.2,0,1014,1822,,,,,
161,-11,15.51,0.7,-0.42,0,0.59,0.15,0.07,0.16,3.42,1.88,0,1.35,0.15,0,1014,1827,,,,,
162,-14,13.42,0.6,-0.42,0.01,0.51,0.14,0.06,0.18,2.86,1.86,0,1.1,0.1,0,1014,1833,,,,,
163,-18,11.33,0.58,-0.41,0,0.41,0.1,0.05,0.16,2.16,1.8,0,0.95,0.05,0,1014,1838,,,,,
164,-20,9.34,0.49,-0.41,-0.01,0.32,0.09,0.05,0.15,1.52,1.78,0,0.8,0.05,0,1014,1842,,,,,
165,-22,7.35,0.39,-0.42,-0.02,0.24,0.08,0.04,0.14,0.82,1.78,0,0.55,0.1,0,1014,1847,,,,,
166,-27,5.35,0.39,-0.42,-0.09,0.17,0.05,0.05,0.11,0.2,1.72,0,0.35,0.05,0,1014,1852,,,,,
167,-33,3.36,0.28,-0.42,-0.1,0.08,0.04,0.04,0.1,-0.2,1.5,0,0.2,0,0,1014,1857,,,,,
168,-34,1.28,0.17,-0.42,-0.1,-0.03,0.01,0.04,0.07,-0.26,0.78,0,0,0,0,1014,1902,,,,,
169,-35,-0.62,0.05,-0.39,-0.1,-0.08,-0.01,0.04,0.05,-0.28,0.14,0,-0.15,0,0,1014,1906,,,,,
170,-44,-2.5,-0.15,-0.32,-0.1,-0.1,-0.03,0.01,0.04,-0.36,-0.34,0,-0.35,-0.05,0,1014,1911,,,,,
171,-59,-4.5,-0.35,-0.22,-0.15,-0.16,-0.04,0.06,0.05,-0.64,-0.62,0,-0.55,-0.05,0,1014,1916,,,,,
172,-81,-6.58,-0.46,-0.12,-0.2,-0.29,-0.05,0.03,0.06,-1.06,-0.96,0,-0.7,-0.05,0,1014,1921,,,,,
173,-102,-8.58,-0.68,-0.04,-0.22,-0.38,-0.06,-0.04,0.06,-1.54,-1.32,0,-0.9,-0.1,0,1014,1926,,,,,
174,-126,-10.34,-0.78,-0.01,-0.22,-0.46,-0.08,-0.12,0.07,-2.02,-1.72,0,-1.1,-0.15,0,1014,1931,,,,,
175,-148,-12.28,-0.98,-0.01,-0.22,-0.52,-0.1,-0.11,0.1,-2.54,-2.2,0,-1.2,-0.05,0,1014,1936,,,,,
176,-166,-14.07,-1,0.03,-0.21,-0.54,-0.14,-0.1,0.11,-3,-2.72,0,-1.3,-0.1,0,1014,1941,,,,,
177,-182,-15.87,-1.1,0.09,-0.21,-0.56,-0.16,-0.06,0.11,-3.52,-3.26,0,-1.6,-0.15,0,1014,1946,,,,,
178,-198,-17.77,-1.19,0.1,-0.2,-0.55,-0.2,0.02,0.1,-4.02,-3.78,0,-1.75,-0.2,0,1014,1951,,,,,
179,-211,-19.56,-1.33,0.09,-0.22,-0.54,-0.21,0.07,0.13,-4.52,-4.3,0,-1.95,-0.2,0,1014,1956,,,,,
180,-217,-21.37,-1.32,0.09,-0.24,-0.54,-0.22,0.14,0.14,-4.94,-4.78,0,-2,-0.2,0,1014,2001,,,,,
181,-225,-23.16,-1.42,0.09,-0.32,-0.51,-0.23,0.25,0.14,-5.36,-5.24,0,-2.2,-0.2,0,1014,2006,,,,,
182,-229,-24.87,-1.52,0.08,-0.31,-0.48,-0.23,0.32,0.15,-5.76,-5.7,0,-2.3,-0.25,0,1014,2011,,,,,
183,-234,-26.59,-1.51,0.08,-0.31,-0.45,-0.23,0.4,0.15,-6.12,-6.12,0,-2.5,-0.25,0,1014,2015,,,,,
184,-235,-28.39,-1.63,0.08,-0.31,-0.45,-0.24,0.44,0.16,-6.5,-6.56,0,-2.7,-0.25,0,1014,2020,,,,,
185,-241,-30.2,-1.74,0.09,-0.32,-0.43,-0.23,0.5,0.16,-6.84,-7.02,0,-2.85,-0.3,0,1014,2025,,,,,
186,-243,-31.91,-1.82,0.09,-0.3,-0.41,-0.23,0.53,0.17,-7.2,-7.4,0,-3.05,-0.3,0,1014,2030,,,,,
187,-242,-33.82,-1.83,0.09,-0.3,-0.4,-0.22,0.59,0.14,-7.56,-7.94,0,-3.15,-0.3,0,1014,2035,,,,,
188,-235,-35.63,-1.94,0.08,-0.41,-0.38,-0.2,0.64,0.15,-7.9,-8.7,0,-3.3,-0.25,0,1014,2040,,,,,
189,-239,-37.44,-2.01,0.09,-0.41,-0.37,-0.19,0.67,0.15,-8.28,-8.98,0,-3.5,-0.35,0,1014,2045,,,,,
190,-229,-38.01,-2.14,0.08,-0.41,-0.34,-0.19,0.71,0.14,-8.38,-9.06,0,-3.45,-0.3,0,1014,2136,,,,,
191,-212,-35.93,-2.05,0.08,-0.43,-0.38,-0.19,0.67,0.13,-8.12,-8.72,0,-3.3,-0.3,0,1014,2141,,,,,
