,â◊èd,ïœà 1,ïœà 2,ïœà 3,ïœà 4,ïœà 5,ïœà 6,ïœà 7,ïœà 8,9,10,11,ïœ12,ïœ13,14,ì˙Å@éû,ï™Å@ïb,,
214,59,36.54,1.09,-0.1,0.01,1.04,0.01,-0.48,0.39,0,0,0,-35.5,-4.5,0,2613,4747,0,2140
215,59,37.32,1.17,-0.09,0.01,1.06,0.01,-0.49,0.39,0,0,0,-36.5,-4.5,0,2613,4749,0,2150
216,62,38.09,1.17,-0.1,0.01,1.08,0.01,-0.49,0.41,0,0,0,-37,-5,0,2613,4750,0,2160
217,64,38.86,1.19,-0.1,0.02,1.11,0.02,-0.49,0.42,0,0,0,-38,-5,0,2613,4751,0,2170
218,65,39.65,1.18,-0.09,0.02,1.14,0.01,-0.48,0.44,0,0,0,-39,-5.5,0,2613,4753,0,2180
219,68,40.42,1.18,-0.09,0.01,1.16,0.01,-0.49,0.45,0,0,0,-39,-5.5,0,2613,4754,0,2190
220,69,41.2,1.17,-0.1,0.01,1.19,0.02,-0.5,0.45,0,0,0,-40,-5,0,2613,4755,0,2200
221,71,41.97,1.17,-0.1,0.02,1.21,0.02,-0.5,0.46,0,0,0,-40.5,-5.5,0,2613,4757,0,2210
222,72,42.81,1.27,-0.1,0,1.25,0.01,-0.5,0.5,0,0,0,-42,-5,0,2613,4758,0,2220
223,73,43.53,1.27,-0.09,0.01,1.27,0.02,-0.51,0.51,0,0,0,-41.5,-5.5,0,2613,4759,0,2230
224,75,44.31,1.28,-0.09,0.01,1.3,0.02,-0.52,0.51,0,0,0,-43,-5,0,2613,4801,0,2240
225,76,45.08,1.28,-0.1,0.02,1.33,0.02,-0.52,0.53,0,0,0,-44,-5,0,2613,4802,0,2250
226,78,45.86,1.27,-0.1,0.01,1.34,0.02,-0.53,0.53,0,0,0,-45.5,-5,0,2613,4803,0,2260
227,80,46.64,1.28,-0.1,0.01,1.37,0.02,-0.54,0.55,0,0,0,-46,-4.5,0,2613,4805,0,2270
228,83,47.41,1.28,-0.1,0.02,1.4,0.02,-0.53,0.58,0,0,0,-47,-4.5,0,2613,4806,0,2280
229,84,48.13,1.29,-0.09,0.01,1.44,0.02,-0.54,0.58,0,0,0,-47.5,-5,0,2613,4807,0,2290
230,85,48.97,1.28,-0.1,0.01,1.44,0.02,-0.54,0.6,0,0,0,-48.5,-5,0,2613,4809,0,2300
231,86,49.75,1.38,-0.1,0.01,1.48,0.04,-0.54,0.62,0,0,0,-48.5,-5,0,2613,4810,0,2310
232,88,50.53,1.39,-0.11,0.01,1.51,0.03,-0.55,0.61,0,0,0,-50.5,-5.5,0,2613,4811,0,2320
233,90,51.31,1.38,-0.1,0.01,1.54,0.04,-0.56,0.64,0,0,0,-51.5,-6.5,0,2613,4813,0,2330
234,92,52.1,1.39,-0.1,0.01,1.57,0.04,-0.55,0.64,0,0,0,-51.5,-6,0,2613,4814,0,2340
235,93,52.87,1.39,-0.09,0.01,1.59,0.03,-0.55,0.66,0,0,0,-52.5,-6.5,0,2613,4815,0,2350
236,95,53.66,1.39,-0.09,0.01,1.62,0.04,-0.56,0.67,0,0,0,-52.5,-6,0,2613,4817,0,2360
237,97,54.38,1.39,-0.1,0.01,1.65,0.04,-0.57,0.68,0,0,0,-54,-7,0,2613,4818,0,2370
238,98,55.12,1.37,-0.11,0.01,1.69,0.06,-0.56,0.7,0,0,0,-54,-6.5,0,2613,4819,0,2380
239,98,55.9,1.47,-0.09,0.01,1.7,0.05,-0.57,0.71,0,0,0,-55,-7.5,0,2613,4821,0,2390
240,101,56.63,1.49,-0.1,0.01,1.72,0.05,-0.57,0.72,0,0,0,-56,-7,0,2613,4822,0,2400
241,103,57.36,1.48,-0.1,0.01,1.76,0.05,-0.57,0.74,0,0,0,-57,-7,0,2613,4823,0,2410
242,103,58.15,1.49,-0.1,0.01,1.79,0.05,-0.58,0.76,0,0,0,-57.5,-7,0,2613,4825,0,2420
243,106,58.92,1.48,-0.1,0.01,1.81,0.05,-0.58,0.76,0,0,0,-57.5,-8,0,2613,4826,0,2430
244,107,59.71,1.49,-0.1,0.01,1.85,0.06,-0.58,0.77,0,0,0,-59,-8,0,2613,4827,0,2440
245,109,60.39,1.49,-0.1,0.01,1.87,0.06,-0.59,0.8,0,0,0,-59,-7.5,0,2613,4829,0,2450
246,109,61.28,1.5,-0.1,0.01,1.9,0.06,-0.59,0.81,0,0,0,-60.5,-7.5,0,2613,4830,0,2460
247,113,62.05,1.49,-0.1,0.01,1.94,0.08,-0.58,0.82,0,0,0,-61,-8,0,2613,4831,0,2470
248,114,62.75,1.52,-0.1,0.01,1.98,0.06,-0.6,0.83,0,0,0,-62,-8,0,2613,4833,0,2480
249,115,63.52,1.59,-0.11,0.01,2.01,0.1,-0.61,0.84,0,0,0,-62.5,-7.5,0,2613,4834,0,2490
250,116,64.31,1.59,-0.1,0.01,2.04,0.1,-0.59,0.85,0,0,0,-64,-7.5,0,2613,4835,0,2500
251,117,65.09,1.59,-0.11,0.01,2.08,0.1,-0.59,0.87,0,0,0,-64,-7.5,0,2613,4837,0,2510
252,119,65.78,1.6,-0.1,0.01,2.11,0.1,-0.6,0.89,0,0,0,-64.5,-7.5,0,2613,4838,0,2520
253,120,66.57,1.59,-0.1,0.01,2.15,0.1,-0.6,0.9,0,0,0,-65.5,-8.5,0,2613,4839,0,2530
254,121,67.34,1.59,-0.11,0.01,2.19,0.11,-0.6,0.91,0,0,0,-66.5,-8,0,2613,4841,0,2540
255,123,68.04,1.59,-0.11,0.01,2.23,0.11,-0.6,0.92,0,0,0,-68,-8.5,0,2613,4842,0,2550
256,124,68.83,1.59,-0.11,0.01,2.26,0.1,-0.6,0.94,0,0,0,-68,-9,0,2613,4843,0,2560
257,125,69.61,1.61,-0.11,0,2.31,0.11,-0.61,0.94,0,0,0,-68.5,-9,0,2613,4845,0,2570
258,126,70.3,1.69,-0.11,0.01,2.35,0.11,-0.6,0.96,0,0,0,-69,-9.5,0,2613,4846,0,2580
259,128,71.08,1.7,-0.1,0.02,2.39,0.11,-0.61,0.97,0,0,0,-70,-9.5,0,2613,4847,0,2590
260,130,71.85,1.69,-0.1,0.01,2.41,0.11,-0.61,0.98,0,0,0,-71,-10,0,2613,4849,0,2600
261,131,72.57,1.68,-0.1,0,2.46,0.13,-0.6,1.01,0,0,0,-71.5,-10,0,2613,4850,0,2610
262,131,73.26,1.7,-0.09,0.01,2.5,0.13,-0.6,1.02,0,0,0,-72.5,-9.5,0,2613,4851,0,2620
263,132,74.04,1.7,-0.1,0.01,2.53,0.13,-0.61,1.04,0,0,0,-73,-10,0,2613,4852,0,2630
264,134,74.73,1.69,-0.1,0.01,2.56,0.13,-0.61,1.03,0,0,0,-73.5,-10,0,2613,4854,0,2640
265,135,75.43,1.7,-0.09,0.01,2.61,0.14,-0.6,1.05,0,0,0,-74.5,-10,0,2613,4855,0,2650
266,135,76.2,1.71,-0.09,0,2.63,0.14,-0.61,1.06,0,0,0,-75.5,-9.5,0,2613,4856,0,2660
267,138,77,1.8,-0.1,0.01,2.68,0.14,-0.61,1.07,0,0,0,-76.5,-10,0,2613,4858,0,2670
268,139,77.69,1.79,-0.11,0.01,2.71,0.14,-0.61,1.09,0,0,0,-76.5,-9.5,0,2613,4859,0,2680
269,139,78.47,1.8,-0.11,0.01,2.75,0.15,-0.62,1.1,0,0,0,-77.5,-10.5,0,2613,4900,0,2690
270,141,79.27,1.81,-0.11,0.01,2.8,0.15,-0.62,1.12,0,0,0,-78,-10,0,2613,4902,0,2700
271,143,79.96,1.81,-0.09,0,2.83,0.16,-0.62,1.13,0,0,0,-79.5,-10.5,0,2613,4903,0,2710
272,143,80.65,1.81,-0.1,0.02,2.88,0.16,-0.62,1.14,0,0,0,-79.5,-10,0,2613,4904,0,2720
273,145,81.44,1.8,-0.09,0.01,2.89,0.16,-0.62,1.15,0,0,0,-80,-10,0,2613,4905,0,2730
274,146,82.14,1.81,-0.09,0.01,2.94,0.16,-0.63,1.16,0,0,0,-82,-10,0,2613,4907,0,2740
275,145,82.92,1.88,-0.09,0.01,2.99,0.17,-0.63,1.18,0,0,0,-82.5,-10,0,2613,4908,0,2750
276,148,83.59,1.9,-0.1,0.01,3.01,0.17,-0.63,1.19,0,0,0,-83.5,-10,0,2613,4909,0,2760
277,149,84.45,1.9,-0.1,0,3.05,0.18,-0.63,1.21,0,0,0,-84,-10.5,0,2613,4911,0,2770
278,149,85.2,1.9,-0.1,0,3.09,0.2,-0.64,1.22,0,0,0,-84,-10,0,2613,4912,0,2780
279,151,86,1.9,-0.1,0,3.12,0.2,-0.63,1.23,0,0,0,-85.5,-10,0,2613,4913,0,2790
280,148,86.39,1.88,-0.09,0.01,3.13,0.21,-0.65,1.24,0,0,0,-85.5,-11,0,2613,4951,0,2800
281,143,85.72,1.92,-0.09,0.01,3.11,0.22,-0.65,1.24,0,0,0,-84,-11.5,0,2613,4952,0,2810
282,140,85.01,1.9,-0.09,0.01,3.07,0.22,-0.65,1.23,0,0,0,-83.5,-10.5,0,2613,4954,0,2820
283,137,84.21,1.91,-0.09,0.01,3.02,0.22,-0.64,1.22,0,0,0,-82.5,-10.5,0,2613,4955,0,2830
284,134,83.42,1.91,-0.1,0.01,2.99,0.22,-0.65,1.21,0,0,0,-82,-10.5,0,2613,4956,0,2840
285,132,82.73,1.91,-0.08,0.02,2.95,0.22,-0.65,1.2,0,0,0,-81,-10.5,0,2613,4958,0,2850
286,128,81.94,1.9,-0.09,0.01,2.91,0.22,-0.66,1.17,0,0,0,-80,-10.5,0,2613,4959,0,2860
287,128,81.14,1.9,-0.09,0.03,2.87,0.22,-0.65,1.17,0,0,0,-79.5,-10.5,0,2613,5000,0,2870
288,126,80.36,1.91,-0.09,0.01,2.83,0.22,-0.66,1.16,0,0,0,-79,-10.5,0,2613,5002,0,2880
289,123,79.66,1.9,-0.09,0.01,2.79,0.23,-0.65,1.13,0,0,0,-78,-11,0,2613,5003,0,2890
290,121,78.86,1.81,-0.09,0.01,2.75,0.22,-0.66,1.12,0,0,0,-78,-10.5,0,2613,5004,0,2900
291,121,78.08,1.81,-0.09,0.01,2.7,0.21,-0.66,1.09,0,0,0,-76.5,-9.5,0,2613,5005,0,2910
292,117,77.29,1.81,-0.1,0.01,2.65,0.22,-0.65,1.09,0,0,0,-76.5,-9.5,0,2613,5007,0,2920
293,115,76.61,1.8,-0.09,0.02,2.62,0.22,-0.65,1.08,0,0,0,-75.5,-9,0,2613,5008,0,2930
294,114,75.76,1.81,-0.09,0.01,2.57,0.22,-0.65,1.06,0,0,0,-74.5,-9.5,0,2613,5010,0,2940
295,111,75,1.8,-0.09,0.01,2.52,0.21,-0.65,1.05,0,0,0,-73.5,-9,0,2613,5011,0,2950
296,111,74.24,1.8,-0.09,0.01,2.47,0.21,-0.64,1.03,0,0,0,-73,-9.5,0,2613,5012,0,2960
297,109,73.55,1.8,-0.09,0.02,2.43,0.21,-0.65,1.02,0,0,0,-72.5,-9.5,0,2613,5013,0,2970
298,108,72.86,1.8,-0.09,0,2.36,0.21,-0.64,1.01,0,0,0,-71.5,-9.5,0,2613,5015,0,2980
299,106,72.06,1.8,-0.1,0.01,2.33,0.21,-0.64,0.99,0,0,0,-71,-9,0,2613,5016,0,2990
300,105,71.38,1.8,-0.1,0,2.28,0.22,-0.64,0.97,0,0,0,-70,-9,0,2613,5017,0,3000
301,103,70.59,1.78,-0.1,0,2.24,0.22,-0.64,0.96,0,0,0,-69,-9,0,2613,5018,0,3010
302,101,69.86,1.73,-0.1,0.02,2.19,0.2,-0.64,0.94,0,0,0,-68.5,-9,0,2613,5020,0,3020
303,101,69.12,1.69,-0.09,0.01,2.12,0.2,-0.63,0.93,0,0,0,-67.5,-9,0,2613,5021,0,3030
304,99,68.34,1.7,-0.09,0.02,2.1,0.21,-0.63,0.92,0,0,0,-67,-9,0,2613,5022,0,3040
305,96,67.64,1.69,-0.1,0.01,2.04,0.21,-0.62,0.9,0,0,0,-66,-8.5,0,2613,5024,0,3050
306,95,66.86,1.7,-0.08,0.02,2,0.2,-0.63,0.88,0,0,0,-66,-7.5,0,2613,5025,0,3060
307,93,66.17,1.69,-0.09,0.02,1.98,0.21,-0.63,0.87,0,0,0,-65,-7.5,0,2613,5026,0,3070
308,92,65.39,1.7,-0.09,0.01,1.92,0.2,-0.62,0.86,0,0,0,-64.5,-7.5,0,2613,5028,0,3080
309,89,64.6,1.7,-0.09,0.02,1.87,0.2,-0.62,0.85,0,0,0,-64,-7.5,0,2613,5029,0,3090
310,88,63.92,1.7,-0.09,0.02,1.85,0.21,-0.61,0.84,0,0,0,-62.5,-8.5,0,2613,5030,0,3100
311,87,63.14,1.7,-0.08,0.01,1.82,0.2,-0.61,0.82,0,0,0,-61.5,-7.5,0,2613,5031,0,3110
312,86,62.34,1.69,-0.1,0.01,1.79,0.2,-0.6,0.8,0,0,0,-60.5,-8,0,2613,5033,0,3120
313,83,61.57,1.7,-0.08,0.01,1.76,0.2,-0.6,0.79,0,0,0,-60.5,-8,0,2613,5034,0,3130
314,81,60.77,1.69,-0.1,0.01,1.73,0.2,-0.59,0.78,0,0,0,-59.5,-7.5,0,2613,5035,0,3140
315,81,60.01,1.6,-0.1,0.01,1.71,0.19,-0.6,0.77,0,0,0,-58.5,-7,0,2613,5037,0,3150
316,78,59.27,1.59,-0.1,0.01,1.68,0.2,-0.58,0.75,0,0,0,-58,-6.5,0,2613,5038,0,3160
317,77,58.53,1.59,-0.1,-0.01,1.64,0.19,-0.59,0.74,0,0,0,-57,-7.5,0,2613,5039,0,3170
318,74,57.66,1.57,-0.11,0,1.63,0.19,-0.58,0.72,0,0,0,-57,-7,0,2613,5041,0,3180
319,74,56.88,1.59,-0.09,0.02,1.61,0.19,-0.58,0.7,0,0,0,-56,-6.5,0,2613,5042,0,3190
320,72,56.19,1.59,-0.1,0.01,1.57,0.18,-0.57,0.7,0,0,0,-55,-6.5,0,2613,5043,0,3200
321,70,55.41,1.6,-0.09,0.01,1.55,0.18,-0.57,0.68,0,0,0,-53.5,-6.5,0,2613,5045,0,3210
322,69,54.64,1.59,-0.09,0.01,1.52,0.18,-0.57,0.67,0,0,0,-54,-6,0,2613,5046,0,3220
323,65,53.95,1.59,-0.1,0.01,1.5,0.18,-0.56,0.65,0,0,0,-52.5,-6,0,2613,5047,0,3230
324,64,53.17,1.58,-0.09,0,1.48,0.18,-0.56,0.64,0,0,0,-52,-5.5,0,2613,5049,0,3240
325,63,52.38,1.56,-0.1,0.01,1.46,0.18,-0.55,0.63,0,0,0,-51,-5.5,0,2613,5050,0,3250
326,62,51.7,1.49,-0.09,0.02,1.43,0.17,-0.55,0.62,0,0,0,-50.5,-5.5,0,2613,5051,0,3260
327,61,50.92,1.49,-0.1,0,1.41,0.17,-0.55,0.6,0,0,0,-49,-4.5,0,2613,5052,0,3270
328,59,50.15,1.48,-0.1,0,1.38,0.17,-0.54,0.58,0,0,0,-48.5,-5,0,2613,5054,0,3280
329,57,49.46,1.48,-0.11,0.01,1.36,0.18,-0.54,0.58,0,0,0,-48.5,-4,0,2613,5055,0,3290
330,56,48.67,1.47,-0.11,0.01,1.33,0.17,-0.55,0.56,0,0,0,-47.5,-4.5,0,2613,5056,0,3300
331,54,47.98,1.48,-0.11,0,1.32,0.17,-0.54,0.55,0,0,0,-46.5,-4.5,0,2613,5058,0,3310
332,52,47.22,1.49,-0.1,0,1.29,0.17,-0.53,0.53,0,0,0,-45.5,-4.5,0,2613,5059,0,3320
333,51,46.45,1.48,-0.1,0.01,1.27,0.17,-0.53,0.52,0,0,0,-45,-5.5,0,2613,5100,0,3330
334,48,45.66,1.48,-0.1,0.01,1.24,0.16,-0.53,0.5,0,0,0,-44,-5,0,2613,5101,0,3340
335,46,44.88,1.48,-0.09,0,1.22,0.17,-0.51,0.5,0,0,0,-43.5,-5,0,2613,5103,0,3350
336,46,44.11,1.38,-0.1,0.01,1.19,0.16,-0.51,0.48,0,0,0,-43,-4.5,0,2613,5104,0,3360
337,44,43.43,1.39,-0.09,0.01,1.17,0.17,-0.51,0.46,0,0,0,-41.5,-4.5,0,2613,5105,0,3370
338,42,42.65,1.39,-0.1,0,1.14,0.16,-0.52,0.45,0,0,0,-41,-5,0,2613,5107,0,3380
339,41,41.98,1.38,-0.1,0.01,1.12,0.16,-0.52,0.44,0,0,0,-40,-3.5,0,2613,5108,0,3390
340,39,41.19,1.38,-0.1,0.01,1.1,0.16,-0.51,0.43,0,0,0,-39.5,-3.5,0,2613,5109,0,3400
341,38,40.52,1.37,-0.1,0,1.07,0.16,-0.5,0.41,0,0,0,-39.5,-3.5,0,2613,5110,0,3410
342,35,39.64,1.38,-0.11,0.01,1.05,0.16,-0.5,0.39,0,0,0,-38,-4,0,2613,5112,0,3420
343,34,38.86,1.37,-0.1,0.01,1.02,0.14,-0.49,0.38,0,0,0,-37.5,-3.5,0,2613,5113,0,3430
344,32,38.12,1.28,-0.11,0.01,0.99,0.15,-0.5,0.36,0,0,0,-36.5,-3.5,0,2613,5114,0,3440
345,30,37.4,1.27,-0.1,0.01,0.98,0.15,-0.48,0.35,0,0,0,-36,-3.5,0,2613,5116,0,3450
346,28,36.64,1.27,-0.1,0.01,0.94,0.14,-0.49,0.33,0,0,0,-35.5,-3.5,0,2613,5117,0,3460
347,27,35.87,1.28,-0.1,0.01,0.92,0.14,-0.48,0.32,0,0,0,-34.5,-4.5,0,2613,5118,0,3470
348,25,35.09,1.27,-0.09,0,0.9,0.14,-0.48,0.31,0,0,0,-33.5,-4.5,0,2613,5119,0,3480
349,23,34.32,1.28,-0.11,0,0.87,0.14,-0.47,0.29,0,0,0,-32.5,-4.5,0,2613,5121,0,3490
350,22,33.54,1.18,-0.09,0.01,0.84,0.13,-0.47,0.28,0,0,0,-32,-4,0,2613,5122,0,3500
351,21,32.77,1.16,-0.11,0.01,0.83,0.13,-0.47,0.27,0,0,0,-31.5,-3.5,0,2613,5123,0,3510
352,20,31.99,1.17,-0.11,0,0.8,0.14,-0.45,0.25,0,0,0,-30.5,-3.5,0,2613,5125,0,3520
353,18,31.23,1.17,-0.1,0.01,0.78,0.13,-0.45,0.24,0,0,0,-30,-3.5,0,2613,5126,0,3530
354,15,30.46,1.16,-0.11,0.01,0.75,0.12,-0.45,0.23,0,0,0,-29.5,-3.5,0,2613,5127,0,3540
355,13,29.67,1.17,-0.1,-0.01,0.73,0.12,-0.44,0.21,0,0,0,-28.5,-3.5,0,2613,5129,0,3550
356,13,28.9,1.11,-0.11,0.01,0.71,0.12,-0.43,0.2,0,0,0,-27.5,-2.5,0,2613,5130,0,3560
357,11,28.13,1.07,-0.1,0,0.68,0.12,-0.43,0.19,0,0,0,-27,-2.5,0,2613,5131,0,3570
358,10,27.28,1.06,-0.1,0.01,0.66,0.1,-0.42,0.17,0,0,0,-26,-2,0,2613,5133,0,3580
359,7,26.48,1.07,-0.1,0.01,0.64,0.11,-0.4,0.16,0,0,0,-25.5,-2,0,2613,5134,0,3590
360,6,25.71,1.07,-0.1,0.01,0.62,0.11,-0.39,0.14,0,0,0,-25,-1.5,0,2613,5135,0,3600
361,6,24.94,1.02,-0.11,0.01,0.59,0.1,-0.37,0.13,0,0,0,-24,-1,0,2613,5137,0,3610
362,2,24.17,0.96,-0.11,0,0.57,0.11,-0.37,0.12,0,0,0,-23,-1,0,2613,5138,0,3620
363,3,23.4,0.96,-0.1,0.01,0.55,0.1,-0.33,0.11,0,0,0,-22.5,-1,0,2613,5139,0,3630
364,1,22.62,0.97,-0.11,0,0.53,0.09,-0.32,0.08,0,0,0,-21.5,-1.5,0,2613,5140,0,3640
365,-1,21.84,0.96,-0.11,0.01,0.51,0.1,-0.3,0.07,0,0,0,-21,-1,0,2613,5142,0,3650
366,-2,20.97,1.13,-0.1,0.01,0.48,0.09,-0.28,0.06,0,0,0,-21,-1.5,0,2613,5143,0,3660
367,-3,20.3,0.84,-0.1,-0.02,0.48,0.09,-0.26,0.04,0,0,0,-20,-0.5,0,2613,5145,0,3670
368,2,20.49,0.86,-0.1,0.01,0.46,0.09,-0.25,0.05,0,0,0,-21,-2,0,2613,5327,0,3680
369,6,21.36,0.86,-0.09,0.01,0.47,0.09,-0.26,0.04,0,0,0,-21.5,-2,0,2613,5329,0,3690
370,8,22.14,0.87,-0.11,0.02,0.49,0.09,-0.28,0.04,0,0,0,-22.5,-2.5,0,2613,5330,0,3700
371,10,22.91,0.97,-0.1,0,0.51,0.08,-0.28,0.05,0,0,0,-23,-2.5,0,2613,5331,0,3710
372,13,23.69,0.96,-0.1,0.01,0.54,0.08,-0.3,0.06,0,0,0,-24,-2.5,0,2613,5332,0,3720
373,14,24.47,0.96,-0.1,0,0.56,0.09,-0.31,0.08,0,0,0,-24,-3.5,0,2613,5334,0,3730
374,16,25.24,0.97,-0.09,0.01,0.59,0.09,-0.32,0.1,0,0,0,-25,-3,0,2613,5335,0,3740
375,19,26.01,0.97,-0.09,0.02,0.62,0.1,-0.32,0.12,0,0,0,-26,-3.5,0,2613,5336,0,3750
376,19,26.87,0.97,-0.1,0,0.64,0.09,-0.34,0.13,0,0,0,-26.5,-3.5,0,2613,5338,0,3760
377,23,27.64,1.07,-0.1,0.01,0.67,0.09,-0.35,0.14,0,0,0,-27.5,-3,0,2613,5339,0,3770
378,23,28.44,1.06,-0.1,0,0.69,0.09,-0.36,0.16,0,0,0,-27.5,-3.5,0,2613,5340,0,3780
379,26,29.29,1.07,-0.1,0,0.72,0.09,-0.37,0.17,0,0,0,-28.5,-3.5,0,2613,5342,0,3790
380,28,30.06,1.07,-0.09,0.01,0.74,0.09,-0.38,0.2,0,0,0,-29.5,-3.5,0,2613,5343,0,3800
381,30,30.84,1.08,-0.09,0,0.78,0.09,-0.4,0.21,0,0,0,-30.5,-3.5,0,2613,5344,0,3810
382,32,31.61,1.07,-0.1,0.01,0.8,0.08,-0.4,0.23,0,0,0,-31.5,-3,0,2613,5346,0,3820
383,35,32.39,1.17,-0.11,0.01,0.82,0.08,-0.4,0.24,0,0,0,-32,-4,0,2613,5347,0,3830
384,35,33.26,1.18,-0.1,0.01,0.86,0.09,-0.4,0.26,0,0,0,-32.5,-3.5,0,2613,5348,0,3840
385,38,34.03,1.29,-0.1,0,0.88,0.09,-0.42,0.28,0,0,0,-33,-4,0,2613,5350,0,3850
386,39,34.8,1.29,-0.1,0.01,0.91,0.09,-0.42,0.29,0,0,0,-34,-4,0,2613,5351,0,3860
387,43,35.48,1.19,-0.1,0.01,0.94,0.09,-0.42,0.31,0,0,0,-34.5,-4,0,2613,5352,0,3870
388,43,36.25,1.17,-0.1,0,0.97,0.09,-0.43,0.32,0,0,0,-35.5,-4,0,2613,5354,0,3880
389,44,37.03,1.25,-0.1,0.01,0.99,0.09,-0.43,0.35,0,0,0,-36,-3.5,0,2613,5355,0,3890
390,47,37.9,1.28,-0.11,0.01,1.03,0.1,-0.43,0.36,0,0,0,-36.5,-3,0,2613,5356,0,3900
391,49,38.68,1.27,-0.11,0.01,1.04,0.08,-0.44,0.37,0,0,0,-38.5,-3,0,2613,5358,0,3910
392,50,39.45,1.27,-0.11,0.01,1.07,0.08,-0.45,0.39,0,0,0,-38.5,-3.5,0,2613,5359,0,3920
393,53,40.21,1.28,-0.11,0.01,1.1,0.08,-0.45,0.4,0,0,0,-39.5,-4,0,2613,5400,0,3930
394,54,40.9,1.28,-0.1,0,1.12,0.09,-0.46,0.41,0,0,0,-40,-4.5,0,2613,5401,0,3940
395,55,41.68,1.28,-0.1,0.01,1.15,0.09,-0.46,0.44,0,0,0,-40.5,-4.5,0,2613,5403,0,3950
396,57,42.46,1.29,-0.11,0.01,1.17,0.09,-0.47,0.44,0,0,0,-41.5,-4.5,0,2613,5404,0,3960
397,58,43.24,1.38,-0.1,0.01,1.21,0.09,-0.48,0.45,0,0,0,-42,-5,0,2613,5405,0,3970
398,60,44,1.38,-0.1,0.01,1.23,0.1,-0.47,0.46,0,0,0,-42.5,-5.5,0,2613,5407,0,3980
399,62,44.79,1.38,-0.1,0.02,1.26,0.1,-0.47,0.47,0,0,0,-43.5,-5,0,2613,5408,0,3990
400,63,45.57,1.39,-0.09,0,1.27,0.1,-0.47,0.49,0,0,0,-45,-6.5,0,2613,5409,0,4000
401,65,46.35,1.38,-0.1,0.01,1.29,0.11,-0.48,0.5,0,0,0,-44.5,-6,0,2613,5411,0,4010
402,67,47.13,1.38,-0.1,0.02,1.32,0.11,-0.49,0.51,0,0,0,-46.5,-5.5,0,2613,5412,0,4020
403,68,47.89,1.38,-0.1,0,1.34,0.11,-0.48,0.54,0,0,0,-46.5,-6,0,2613,5413,0,4030
404,69,48.65,1.39,-0.1,0,1.36,0.11,-0.5,0.53,0,0,0,-48,-5.5,0,2613,5415,0,4040
405,71,49.36,1.47,-0.1,0.01,1.38,0.11,-0.49,0.55,0,0,0,-48,-6.5,0,2613,5416,0,4050
406,72,50.14,1.49,-0.1,0.01,1.41,0.13,-0.5,0.56,0,0,0,-49.5,-6,0,2613,5417,0,4060
407,74,50.92,1.49,-0.1,0.01,1.43,0.12,-0.5,0.57,0,0,0,-50,-6.5,0,2613,5419,0,4070
408,76,51.71,1.49,-0.09,0.02,1.46,0.13,-0.5,0.59,0,0,0,-50,-5.5,0,2613,5420,0,4080
409,77,52.47,1.49,-0.09,0.01,1.49,0.13,-0.51,0.6,0,0,0,-52,-6.5,0,2613,5421,0,4090
410,79,53.17,1.48,-0.1,-0.01,1.52,0.13,-0.51,0.6,0,0,0,-52.5,-7,0,2613,5422,0,4100
411,81,53.84,1.49,-0.09,0.01,1.55,0.13,-0.52,0.62,0,0,0,-53.5,-6.5,0,2613,5424,0,4110
412,83,54.63,1.48,-0.1,0,1.56,0.14,-0.52,0.64,0,0,0,-53.5,-6.5,0,2613,5425,0,4120
413,84,55.31,1.49,-0.1,0.01,1.59,0.14,-0.52,0.64,0,0,0,-54,-7.5,0,2613,5426,0,4130
414,85,56.19,1.55,-0.1,0.01,1.62,0.15,-0.52,0.66,0,0,0,-55.5,-7.5,0,2613,5428,0,4140
415,87,56.86,1.59,-0.1,0.01,1.65,0.15,-0.53,0.68,0,0,0,-56,-7.5,0,2613,5429,0,4150
416,88,57.66,1.6,-0.1,0.01,1.68,0.14,-0.53,0.69,0,0,0,-57,-8,0,2613,5430,0,4160
417,90,58.45,1.59,-0.1,0.01,1.71,0.15,-0.53,0.7,0,0,0,-57.5,-6.5,0,2613,5432,0,4170
418,91,59.12,1.6,-0.1,0,1.72,0.15,-0.53,0.72,0,0,0,-58.5,-6.5,0,2613,5433,0,4180
419,92,59.91,1.59,-0.09,0.01,1.75,0.16,-0.54,0.73,0,0,0,-58.5,-7.5,0,2613,5434,0,4190
420,96,60.68,1.59,-0.1,0.01,1.78,0.16,-0.54,0.74,0,0,0,-60,-7,0,2613,5435,0,4200
421,97,61.37,1.59,-0.1,0.01,1.81,0.16,-0.55,0.76,0,0,0,-60.5,-7,0,2613,5437,0,4210
422,98,62.16,1.59,-0.1,0.01,1.85,0.16,-0.55,0.78,0,0,0,-61,-7,0,2613,5438,0,4220
423,100,62.85,1.66,-0.1,0,1.86,0.16,-0.55,0.79,0,0,0,-62,-7,0,2613,5439,0,4230
424,102,63.62,1.69,-0.11,0.01,1.9,0.16,-0.56,0.8,0,0,0,-62.5,-7.5,0,2613,5441,0,4240
425,104,64.41,1.7,-0.1,0.02,1.94,0.16,-0.56,0.8,0,0,0,-63,-7,0,2613,5442,0,4250
426,105,65.18,1.7,-0.11,0.01,1.96,0.17,-0.56,0.83,0,0,0,-64.5,-7,0,2613,5443,0,4260
427,106,65.97,1.69,-0.1,0.01,1.99,0.17,-0.56,0.84,0,0,0,-65.5,-6.5,0,2613,5445,0,4270
