,â◊èd,ïœà 1,ïœà 2,ïœà 3,ïœà 4,ïœà 5,ïœà 6,ïœà 7,ïœà 8,9,10,11,ïœ12,ïœ13,14,ì˙Å@éû,ï™Å@ïb,,
630,183,163.73,3.16,-0.3,0.01,6.37,0.89,-1.31,2.51,0,0,0,-160.5,-21,0,2614,610,0,6300,,69.22
631,180,162.93,3.16,-0.3,0.01,6.33,0.88,-1.3,2.5,0,0,0,-160,-21,0,2614,611,0,6310,,68.42
632,179,162.15,3.16,-0.3,0.01,6.27,0.88,-1.3,2.48,0,0,0,-159,-21,0,2614,612,0,6320,,67.64
633,175,161.44,3.18,-0.3,0.01,6.23,0.88,-1.3,2.47,0,0,0,-159,-21.5,0,2614,613,0,6330,,66.93
634,176,160.68,3.16,-0.31,0.01,6.19,0.89,-1.3,2.45,0,0,0,-158,-22,0,2614,615,0,6340,,66.17
635,176,159.99,3.17,-0.3,0.01,6.14,0.88,-1.29,2.45,0,0,0,-156,-21,0,2614,616,0,6350,,65.48
636,174,159.21,3.17,-0.3,0.01,6.08,0.88,-1.29,2.42,0,0,0,-156.5,-20.5,0,2614,617,0,6360,,64.7
637,170,158.46,3.17,-0.32,0.02,6.04,0.88,-1.29,2.4,0,0,0,-155,-20,0,2614,619,0,6370,,63.95
638,170,157.73,3.12,-0.31,0.01,5.99,0.89,-1.28,2.39,0,0,0,-154.5,-19.5,0,2614,620,0,6380,,63.22
639,165,157.05,3.07,-0.3,0,5.94,0.88,-1.28,2.37,0,0,0,-154,-19.5,0,2614,621,0,6390,,62.54
640,166,156.28,3.06,-0.31,0.01,5.88,0.88,-1.27,2.35,0,0,0,-153,-19,0,2614,622,0,6400,,61.77
641,165,155.49,3.06,-0.31,0.01,5.84,0.88,-1.27,2.34,0,0,0,-152.5,-19.5,0,2614,624,0,6410,,60.98
642,162,154.7,3.06,-0.29,0.01,5.79,0.88,-1.26,2.32,0,0,0,-151.5,-20,0,2614,625,0,6420,,60.19
643,162,153.92,3.06,-0.32,0,5.74,0.88,-1.26,2.31,0,0,0,-151,-19.5,0,2614,626,0,6430,,59.41
644,161,153.24,3.06,-0.3,0.01,5.69,0.88,-1.25,2.3,0,0,0,-151,-19,0,2614,628,0,6440,,58.73
645,158,152.55,3.06,-0.31,0.01,5.64,0.87,-1.25,2.28,0,0,0,-149,-19,0,2614,629,0,6450,,58.04
646,157,151.78,3.06,-0.31,0.01,5.59,0.88,-1.24,2.27,0,0,0,-148.5,-19,0,2614,630,0,6460,,57.27
647,155,151.09,3.06,-0.32,0.01,5.55,0.88,-1.25,2.25,0,0,0,-147.5,-18,0,2614,631,0,6470,,56.58
648,153,150.31,3.05,-0.31,0.01,5.49,0.88,-1.24,2.23,0,0,0,-147.5,-18,0,2614,633,0,6480,,55.8
649,152,149.63,2.97,-0.31,0.01,5.45,0.88,-1.23,2.21,0,0,0,-146,-17.5,0,2614,634,0,6490,,55.12
650,151,148.84,2.95,-0.31,0.01,5.4,0.87,-1.23,2.21,0,0,0,-145.5,-17.5,0,2614,635,0,6500,,54.33
651,151,148.16,2.95,-0.31,0.01,5.35,0.88,-1.22,2.19,0,0,0,-145,-17.5,0,2614,637,0,6510,,53.65
652,147,147.47,2.96,-0.31,0,5.31,0.88,-1.22,2.18,0,0,0,-144,-18,0,2614,638,0,6520,,52.96
653,147,146.72,2.95,-0.31,0.01,5.26,0.88,-1.22,2.16,0,0,0,-143,-18,0,2614,639,0,6530,,52.21
654,146,145.92,2.96,-0.32,0,5.2,0.88,-1.21,2.14,0,0,0,-142.5,-17.5,0,2614,640,0,6540,,51.41
655,144,145.22,2.95,-0.31,0.01,5.17,0.88,-1.21,2.13,0,0,0,-140.5,-18,0,2614,642,0,6550,,50.71
656,142,144.54,2.96,-0.31,0,5.12,0.88,-1.2,2.12,0,0,0,-141,-17.5,0,2614,643,0,6560,,50.03
657,139,143.77,2.95,-0.31,0.01,5.08,0.88,-1.2,2.1,0,0,0,-140,-17.5,0,2614,644,0,6570,,49.26
658,139,142.98,2.94,-0.31,0.01,5.04,0.88,-1.19,2.09,0,0,0,-139.5,-17.5,0,2614,646,0,6580,,48.47
659,138,142.3,2.9,-0.31,0.01,4.99,0.87,-1.19,2.06,0,0,0,-139,-17.5,0,2614,647,0,6590,,47.79
660,136,141.53,2.86,-0.31,0.01,4.94,0.87,-1.19,2.06,0,0,0,-137.5,-17,0,2614,648,0,6600,,47.02
661,134,140.75,2.85,-0.3,0.01,4.89,0.88,-1.19,2.04,0,0,0,-137.5,-17.5,0,2614,649,0,6610,,46.24
662,134,140.06,2.84,-0.32,0.01,4.85,0.88,-1.18,2.03,0,0,0,-136.5,-16.5,0,2614,651,0,6620,,45.55
663,132,139.38,2.85,-0.3,0.03,4.8,0.88,-1.18,2,0,0,0,-135.5,-17,0,2614,652,0,6630,,44.87
664,128,138.62,2.86,-0.3,0.01,4.77,0.88,-1.17,1.99,0,0,0,-134.5,-17.5,0,2614,653,0,6640,,44.11
665,128,137.83,2.86,-0.31,0.02,4.73,0.88,-1.16,1.97,0,0,0,-133.5,-18,0,2614,654,0,6650,,43.32
666,127,137.06,2.87,-0.29,0.03,4.68,0.88,-1.16,1.96,0,0,0,-133,-17.5,0,2614,656,0,6660,,42.55
667,126,136.28,2.85,-0.31,0.02,4.63,0.88,-1.16,1.95,0,0,0,-132.5,-17,0,2614,657,0,6670,,41.77
668,124,135.5,2.86,-0.3,0.02,4.59,0.87,-1.15,1.94,0,0,0,-132,-16.5,0,2614,658,0,6680,,40.99
669,121,134.78,2.81,-0.31,0.02,4.55,0.87,-1.16,1.91,0,0,0,-130.5,-16,0,2614,700,0,6690,,40.27
670,121,133.95,2.75,-0.29,0.02,4.49,0.87,-1.14,1.9,0,0,0,-130.5,-16,0,2614,701,0,6700,,39.44
671,119,133.19,2.75,-0.3,0.01,4.46,0.89,-1.13,1.89,0,0,0,-129.5,-16,0,2614,702,0,6710,,38.68
672,118,132.5,2.74,-0.31,0.01,4.41,0.87,-1.13,1.86,0,0,0,-128.5,-16,0,2614,704,0,6720,,37.99
673,117,131.73,2.74,-0.31,0.01,4.36,0.87,-1.13,1.86,0,0,0,-128.5,-16,0,2614,705,0,6730,,37.22
674,114,130.95,2.75,-0.31,0.01,4.31,0.88,-1.12,1.84,0,0,0,-127,-15.5,0,2614,706,0,6740,,36.44
675,113,130.19,2.74,-0.31,0.02,4.27,0.87,-1.13,1.84,0,0,0,-126,-15,0,2614,708,0,6750,,35.68
676,112,129.5,2.75,-0.32,0.01,4.22,0.87,-1.13,1.82,0,0,0,-125.5,-14.5,0,2614,709,0,6760,,34.99
677,109,128.73,2.75,-0.31,0.01,4.17,0.87,-1.12,1.8,0,0,0,-125,-14.5,0,2614,710,0,6770,,34.22
678,109,127.85,2.69,-0.31,0.02,4.11,0.87,-1.11,1.78,0,0,0,-124,-15,0,2614,712,0,6780,,33.34
679,107,127.08,2.64,-0.3,0.02,4.08,0.87,-1.1,1.77,0,0,0,-123.5,-15,0,2614,713,0,6790,,32.57
680,104,126.31,2.64,-0.31,0.01,4.04,0.86,-1.1,1.75,0,0,0,-122.5,-15,0,2614,714,0,6800,,31.8
681,104,125.54,2.64,-0.3,0.02,3.99,0.86,-1.1,1.74,0,0,0,-121.5,-15,0,2614,716,0,6810,,31.03
682,103,124.76,2.65,-0.3,0.02,3.95,0.88,-1.09,1.73,0,0,0,-121,-15.5,0,2614,717,0,6820,,30.25
683,101,123.99,2.64,-0.3,0.02,3.91,0.86,-1.09,1.72,0,0,0,-121,-15,0,2614,718,0,6830,,29.48
684,101,123.22,2.65,-0.28,0.02,3.85,0.86,-1.08,1.69,0,0,0,-119,-15,0,2614,720,0,6840,,28.71
685,99,122.44,2.63,-0.25,0,3.79,0.86,-1.08,1.66,0,0,0,-119,-15,0,2614,721,0,6850,,27.93
686,97,121.66,2.64,-0.19,0.01,3.75,0.86,-1.08,1.66,0,0,0,-118,-14.5,0,2614,722,0,6860,,27.15
687,95,120.9,2.59,-0.19,0.02,3.71,0.86,-1.07,1.64,0,0,0,-116.5,-15,0,2614,724,0,6870,,26.39
688,94,120.12,2.55,-0.19,0,3.66,0.86,-1.07,1.63,0,0,0,-116,-14.5,0,2614,725,0,6880,,25.61
689,92,119.36,2.55,-0.19,0.02,3.61,0.85,-1.07,1.61,0,0,0,-115.5,-15,0,2614,726,0,6890,,24.85
690,92,118.58,2.54,-0.19,0.01,3.57,0.85,-1.07,1.6,0,0,0,-115,-14,0,2614,728,0,6900,,24.07
691,90,117.81,2.54,-0.2,0.01,3.53,0.84,-1.06,1.59,0,0,0,-114,-14,0,2614,729,0,6910,,23.3
692,88,117.13,2.54,-0.2,0.01,3.48,0.85,-1.05,1.59,0,0,0,-113,-14,0,2614,730,0,6920,,22.62
693,88,116.36,2.54,-0.2,0,3.44,0.86,-1.05,1.57,0,0,0,-112.5,-13.5,0,2614,732,0,6930,,21.85
694,86,115.59,2.54,-0.2,0.01,3.38,0.85,-1.04,1.55,0,0,0,-111.5,-13.5,0,2614,733,0,6940,,21.08
695,85,114.82,2.55,-0.2,0.01,3.33,0.85,-1.04,1.53,0,0,0,-111.5,-13.5,0,2614,734,0,6950,,20.31
696,84,114.02,2.48,-0.2,0.01,3.29,0.85,-1.03,1.53,0,0,0,-110,-13.5,0,2614,735,0,6960,,19.51
697,80,113.27,2.44,-0.2,0.02,3.24,0.85,-1.03,1.51,0,0,0,-109,-14,0,2614,737,0,6970,,18.76
698,80,112.5,2.43,-0.19,0.01,3.19,0.85,-1.04,1.49,0,0,0,-108,-14,0,2614,738,0,6980,,17.99
699,79,111.73,2.44,-0.2,0.01,3.15,0.84,-1.03,1.48,0,0,0,-107.5,-13.5,0,2614,739,0,6990,,17.22
700,77,110.95,2.44,-0.2,0.01,3.1,0.84,-1.02,1.47,0,0,0,-107.5,-13.5,0,2614,741,0,7000,,16.44
701,76,110.2,2.44,-0.2,0.02,3.06,0.84,-1.02,1.45,0,0,0,-106,-13.5,0,2614,742,0,7010,,15.69
702,74,109.41,2.44,-0.2,0.01,3.01,0.84,-1.01,1.44,0,0,0,-105.5,-13.5,0,2614,743,0,7020,,14.9
703,73,108.64,2.44,-0.19,0.02,2.97,0.85,-1.01,1.43,0,0,0,-104,-13,0,2614,745,0,7030,,14.13
704,73,107.87,2.43,-0.2,0.01,2.93,0.84,-1,1.42,0,0,0,-104,-13,0,2614,746,0,7040,,13.36
705,70,107.1,2.33,-0.2,0.01,2.88,0.84,-0.99,1.4,0,0,0,-103,-13,0,2614,747,0,7050,,12.59
706,69,106.32,2.32,-0.19,0.01,2.82,0.84,-0.99,1.4,0,0,0,-102.5,-13.5,0,2614,749,0,7060,,11.81
707,67,105.57,2.34,-0.2,0.01,2.77,0.83,-0.99,1.38,0,0,0,-101.5,-13.5,0,2614,750,0,7070,,11.06
708,65,104.78,2.33,-0.2,0.01,2.74,0.84,-0.98,1.36,0,0,0,-100,-12.5,0,2614,751,0,7080,,10.27
709,64,104.01,2.33,-0.21,0.01,2.7,0.84,-0.97,1.35,0,0,0,-99.5,-13,0,2614,753,0,7090,,9.5
710,63,103.25,2.32,-0.2,0.01,2.65,0.84,-0.97,1.34,0,0,0,-99,-13,0,2614,754,0,7100,,8.74
711,60,102.49,2.33,-0.21,0.01,2.61,0.84,-0.96,1.31,0,0,0,-98,-12.5,0,2614,755,0,7110,,7.98
712,60,101.71,2.31,-0.2,0.01,2.57,0.83,-0.96,1.3,0,0,0,-97.5,-12,0,2614,757,0,7120,,7.2
713,59,100.94,2.23,-0.19,0.01,2.53,0.83,-0.96,1.29,0,0,0,-97,-12,0,2614,758,0,7130,,6.43
714,58,100.18,2.23,-0.19,0.01,2.47,0.83,-0.95,1.27,0,0,0,-96,-12,0,2614,759,0,7140,,5.67
715,56,99.4,2.23,-0.2,0.01,2.43,0.82,-0.95,1.25,0,0,0,-95,-11,0,2614,800,0,7150,,4.89
716,55,98.62,2.22,-0.2,0.01,2.4,0.83,-0.95,1.25,0,0,0,-94.5,-11.5,0,2614,802,0,7160,,4.11
717,54,97.87,2.23,-0.2,0,2.35,0.83,-0.94,1.24,0,0,0,-93.5,-11,0,2614,803,0,7170,,3.36
718,53,97.09,2.22,-0.19,0.01,2.31,0.83,-0.94,1.21,0,0,0,-93,-11,0,2614,804,0,7180,,2.58
719,51,96.32,2.21,-0.21,0.01,2.29,0.83,-0.93,1.21,0,0,0,-92,-11,0,2614,806,0,7190,,1.81
720,50,95.55,2.12,-0.2,0.01,2.24,0.82,-0.93,1.2,0,0,0,-91.5,-10.5,0,2614,807,0,7200,,1.04
721,48,94.69,2.12,-0.2,0.02,2.21,0.82,-0.92,1.18,0,0,0,-90.5,-11,0,2614,808,0,7210,,0.18
722,47,93.93,2.12,-0.2,0.01,2.18,0.82,-0.91,1.16,0,0,0,-90,-11,0,2614,810,0,7220,,-0.58
723,45,92.86,2.1,-0.2,0.02,2.14,0.82,-0.9,1.15,0,0,0,-89,-10.5,0,2614,812,0,7230,,-1.65
724,43,92.1,2.12,-0.2,-0.01,2.11,0.82,-0.9,1.14,0,0,0,-88,-10.5,0,2614,813,0,7240,,-2.41
725,43,91.04,2.02,-0.21,0,2.08,0.82,-0.88,1.12,0,0,0,-87,-10,0,2614,846,0,7250,,-3.47
726,41,90.16,2,-0.22,0,2.05,0.82,-0.86,1.09,0,0,0,-86,-10,0,2614,847,0,7260,,-4.35
727,40,89.41,2.01,-0.21,0.01,2.02,0.82,-0.86,1.09,0,0,0,-85.5,-10,0,2614,849,0,7270,,-5.1
728,38,88.64,2.01,-0.21,-0.01,2,0.82,-0.85,1.09,0,0,0,-84.5,-11,0,2614,850,0,7280,,-5.87
729,36,87.86,2.01,-0.2,0,1.98,0.82,-0.84,1.06,0,0,0,-83.5,-10.5,0,2614,851,0,7290,,-6.65
730,36,87.09,2,-0.2,0.01,1.96,0.81,-0.84,1.06,0,0,0,-83.5,-10.5,0,2614,853,0,7300,,-7.42
731,34,86.33,2.01,-0.2,0.01,1.93,0.81,-0.82,1.05,0,0,0,-82.5,-11,0,2614,854,0,7310,,-8.18
732,31,85.56,1.91,-0.2,0.02,1.89,0.81,-0.83,1.02,0,0,0,-81.5,-10.5,0,2614,855,0,7320,,-8.95
733,31,84.78,1.91,-0.19,0.01,1.87,0.8,-0.82,1.01,0,0,0,-80.5,-10,0,2614,857,0,7330,,-9.73
734,30,84.02,1.92,-0.19,0.01,1.85,0.8,-0.81,1,0,0,0,-80,-10.5,0,2614,858,0,7340,,-10.49
735,29,83.25,1.91,-0.2,0.01,1.83,0.8,-0.81,1,0,0,0,-79,-10,0,2614,859,0,7350,,-11.26
736,28,82.48,1.9,-0.2,0.01,1.8,0.8,-0.8,0.99,0,0,0,-78.5,-9.5,0,2614,900,0,7360,,-12.03
737,25,81.71,1.9,-0.2,0.01,1.78,0.8,-0.79,0.97,0,0,0,-77.5,-10.5,0,2614,902,0,7370,,-12.8
738,24,80.94,1.8,-0.2,0,1.76,0.79,-0.78,0.96,0,0,0,-76.5,-10.5,0,2614,903,0,7380,,-13.57
739,22,80.18,1.8,-0.19,0,1.75,0.78,-0.78,0.94,0,0,0,-76,-10,0,2614,904,0,7390,,-14.33
740,24,79.4,1.8,-0.14,0.01,1.72,0.78,-0.77,0.94,0,0,0,-75,-9,0,2614,906,0,7400,,-15.11
741,21,78.63,1.79,-0.07,0.01,1.7,0.78,-0.76,0.9,0,0,0,-74.5,-9,0,2614,907,0,7410,,-15.88
742,20,77.87,1.8,-0.08,0,1.69,0.78,-0.75,0.91,0,0,0,-73.5,-9,0,2614,908,0,7420,,-16.64
743,19,77,1.79,-0.09,0.01,1.67,0.8,-0.73,0.9,0,0,0,-73,-9,0,2614,910,0,7430,,-17.51
744,17,76.23,1.7,-0.09,0.01,1.64,0.77,-0.73,0.9,0,0,0,-72.5,-9,0,2614,911,0,7440,,-18.28
745,15,75.47,1.69,-0.1,0.01,1.63,0.78,-0.72,0.88,0,0,0,-71.5,-8.5,0,2614,912,0,7450,,-19.04
746,16,74.71,1.69,-0.1,0,1.61,0.77,-0.71,0.88,0,0,0,-71,-8,0,2614,914,0,7460,,-19.8
747,14,73.94,1.68,-0.08,0.01,1.58,0.76,-0.7,0.87,0,0,0,-69.5,-8.5,0,2614,915,0,7470,,-20.57
748,14,73.16,1.69,-0.08,0.01,1.56,0.76,-0.69,0.86,0,0,0,-69.5,-9,0,2614,916,0,7480,,-21.35
749,13,72.39,1.59,-0.09,0,1.55,0.76,-0.69,0.85,0,0,0,-68.5,-8.5,0,2614,918,0,7490,,-22.12
750,11,71.43,1.59,-0.09,0.01,1.53,0.76,-0.66,0.84,0,0,0,-67.5,-8,0,2614,919,0,7500,,-23.08
751,10,70.68,1.59,-0.1,0.01,1.5,0.75,-0.66,0.83,0,0,0,-67,-8,0,2614,920,0,7510,,-23.83
752,9,69.94,1.59,-0.1,0.01,1.49,0.75,-0.64,0.81,0,0,0,-66,-8,0,2614,922,0,7520,,-24.57
753,8,69.21,1.48,-0.1,0.01,1.47,0.74,-0.62,0.8,0,0,0,-66,-8.5,0,2614,923,0,7530,,-25.3
754,6,68.45,1.48,-0.1,0.01,1.45,0.74,-0.61,0.79,0,0,0,-65,-8.5,0,2614,924,0,7540,,-26.06
755,6,67.67,1.49,-0.1,0,1.43,0.73,-0.59,0.78,0,0,0,-64.5,-8,0,2614,926,0,7550,,-26.84
756,6,66.9,1.49,-0.09,0.01,1.43,0.73,-0.59,0.77,0,0,0,-63,-8,0,2614,927,0,7560,,-27.61
757,4,66.13,1.48,-0.1,0.01,1.42,0.73,-0.57,0.76,0,0,0,-62.5,-8,0,2614,928,0,7570,,-28.38
758,2,65.36,1.48,-0.1,0.01,1.4,0.72,-0.56,0.75,0,0,0,-62,-8,0,2614,930,0,7580,,-29.15
759,3,64.68,1.49,-0.1,0.01,1.39,0.72,-0.56,0.73,0,0,0,-60.5,-7.5,0,2614,931,0,7590,,-29.83
760,1,63.91,1.48,-0.09,0.01,1.37,0.72,-0.54,0.73,0,0,0,-60.5,-7,0,2614,932,0,7600,,-30.6
761,2,63.13,1.38,-0.1,0.01,1.36,0.71,-0.52,0.72,0,0,0,-60,-6.5,0,2614,934,0,7610,,-31.38
762,0,62.27,1.39,-0.09,0.01,1.34,0.71,-0.51,0.71,0,0,0,-59,-7,0,2614,935,0,7620,,-32.24
763,-2,61.5,1.39,-0.1,0.02,1.3,0.7,-0.46,0.65,0,0,0,-58,-7,0,2614,936,0,7630,,-33.01
764,-3,60.59,1.39,-0.1,0.01,1.27,0.7,-0.43,0.63,0,0,0,-57,-6.5,0,2614,938,0,7640,,-33.92
765,-3,59.77,1.38,-0.09,0.02,1.27,0.71,-0.4,0.62,0,0,0,-57,-6,0,2614,939,0,7650,,-34.74
766,-4,58.98,1.38,-0.1,0.01,1.26,0.7,-0.37,0.6,0,0,0,-55.5,-6.5,0,2614,941,0,7660,,-35.53
,,,,,,,,,,,,,,,,,,,,,
