ステップ,荷重0,変位計1,変位計2,変位計3,変位計4,変位計5,変位計6,変位計7,変位計8,変位計9,変位計10,変位計11,変位計12,変位計13,荷重14,日時,分秒,,,,,,,,,,,
18,0,0,-0.01,0,0,0,0,0,0,0,0,0.02,0,-0.5,0,1913,707,,,,,,,,,,,
19,-4,0.04,-0.02,0.01,0,-28.96,-37.6,-36.71,-37.13,-0.32,-0.44,0.18,-0.5,0,-18,1913,2415,,,,,,,,,,,
20,-4,0.03,-0.01,0.01,0,-28.96,-37.61,-36.71,-37.11,-0.32,-0.42,0.16,0,-0.5,-18,1913,2741,,,,,,,,,,,
21,27,2.33,0.11,0.01,0.01,-28.81,-37.61,-36.7,-37.1,-0.16,-0.44,0.04,2,-0.5,35,1913,2924,,,,,,,,,,,
22,52,5.99,0.31,0.01,0.01,-28.65,-37.6,-36.68,-37.06,-0.08,-0.5,-0.02,5,-0.5,53,1913,2932,,,,,,,,,,,
23,77,12.51,0.53,0.01,0.01,-28.31,-37.61,-36.68,-36.95,0.08,-0.5,0,11.5,0,80,1913,2947,,,,,,,,,,,
24,102,17.99,0.73,0.02,0,-28.06,-37.61,-36.68,-36.84,0.2,-0.48,0,17,0.5,138,1913,3000,,,,,,,,,,,
25,94,18.29,0.83,0.01,0.01,-28.05,-37.61,-36.68,-36.84,0.18,-0.5,0.02,18,0.5,118,1913,3457,,,,,,,,,,,
26,126,21.67,0.94,0,-0.03,-27.89,-37.6,-36.69,-36.76,0.3,-0.46,0,21.5,2,190,1913,3511,,,,,,,,,,,
27,154,25.67,1.07,0.02,0.01,-27.68,-37.6,-36.67,-36.68,0.48,-0.44,0.18,26,3,265,1913,3521,,,,,,,,,,,
28,182,29.09,1.17,0.02,0.01,-27.5,-37.6,-36.68,-36.62,0.66,-0.4,0.56,28.5,3.5,340,1913,3530,,,,,,,,,,,
29,203,31.29,1.26,0.01,0.01,-27.37,-37.59,-36.68,-36.57,0.82,-0.3,0.78,31.5,4,395,1913,3536,,,,,,,,,,,
30,189,31.91,1.39,0.01,0.01,-27.39,-37.59,-36.72,-36.56,0.88,-0.28,0.96,31,3.5,358,1913,3637,,,,,,,,,,,
31,225,33.63,1.38,0.02,0.01,-27.28,-37.59,-36.71,-36.53,0.88,-0.26,1.26,33,4,448,1913,3650,,,,,,,,,,,
32,251,37.04,1.47,0,0,-27.1,-37.59,-36.71,-36.49,1.04,-0.28,1.82,36.5,4,515,1913,3659,,,,,,,,,,,
33,277,40.26,1.65,0.01,0.01,-26.97,-37.59,-36.71,-36.44,1.22,-0.18,2.84,40,5.5,588,1913,3708,,,,,
34,300,42.73,1.72,0.01,-0.03,-26.87,-37.61,-36.72,-36.4,1.38,-0.06,3.42,42,5,638,1913,3715,,,,,
35,322,45.78,1.91,0.01,0,-26.72,-37.59,-36.73,-36.36,1.64,0.14,3.98,45.5,5.5,675,1913,3724,,,,,
36,289,45.85,1.97,0.02,0.02,-26.74,-37.59,-36.74,-36.35,1.76,0.26,4.08,45.5,6,603,1913,3957,,,,,
37,327,47.7,2,0.01,0.01,-26.68,-37.6,-36.74,-36.34,1.8,0.3,4.28,46.5,6.5,715,1913,4004,,,,,
38,353,50.16,2.13,0.01,0.01,-26.56,-37.6,-36.74,-36.29,2.02,0.48,4.48,50,6,770,1913,4011,,,,,
39,377,54,2.24,0.02,0,-26.37,-37.6,-36.75,-36.25,2.42,0.88,4.74,53.5,7.5,820,1913,4022,,,,,
40,382,57.94,2.42,0.02,0.01,-26.21,-37.6,-36.75,-36.19,2.6,1.92,4.8,57,7,820,1913,4034,,,,,
41,394,42.22,2.56,0.01,0.01,-26.09,-37.6,-36.76,-36.14,2.72,2.78,4.86,60,7.5,820,1913,4043,,,,,
42,357,61.44,2.66,0.02,-0.02,-26.09,-37.63,-36.76,-36.13,2.76,3.08,4.84,59.5,7,733,1913,4219,,,,,
43,349,61.47,2.64,0.01,0,-26.09,-37.63,-36.77,-36.13,2.76,3.08,4.84,61,7.5,723,1913,4410,,,,,
44,376,61.08,2.67,0,0.01,-26.07,-37.64,-36.78,-36.13,2.78,3.1,4.86,62,8,808,1913,4421,,,,,
45,402,64.03,2.75,0,0.01,-26,-37.65,-36.77,-36.11,2.86,3.1,4.94,63.5,8.5,870,1913,4425,,,,,
46,426,66.35,2.85,0.01,0,-25.88,-37.64,-36.78,-36.07,3.12,3.2,4.98,65,8,925,1913,4433,,,,,
47,443,7.28,2.98,-0.09,0.01,-25.75,-37.64,-36.77,-36.04,3.46,3.48,5.08,68.5,9,970,1913,4442,,,,,
48,459,15.82,3.07,-0.09,0.01,-25.63,-37.64,-36.77,-36.01,3.86,3.88,5.14,71,9.5,1000,1913,4451,,,,,
49,470,14.33,3.18,-0.08,0,-25.53,-37.65,-36.78,-35.98,4.08,4.26,5.18,74,8.5,1028,1913,4459,,,,,,
50,487,12.75,3.28,-0.2,0,-25.41,-37.65,-36.78,-35.95,4.4,4.66,5.22,76.5,10,1058,1913,4508,,,,,,
51,428,81.1,3.5,-0.2,-0.03,-25.34,-37.67,-36.78,-35.87,4.66,6,5.24,80,10.5,840,1913,4517,,,,,,
52,372,81.29,3.72,-0.2,0.01,-25.34,-37.72,-36.81,-35.87,4.7,6.58,5.26,79.5,10.5,720,1913,5041,,,,,,
53,397,28.44,3.71,-0.2,0,-25.33,-37.72,-36.81,-35.86,4.7,6.66,5.28,80.5,10.5,800,1913,5055,,,,,,
54,420,64.09,3.82,-0.2,0.01,-25.25,-37.73,-36.81,-35.83,4.7,7.08,5.26,82.5,11,838,1913,5100,,,,,,
55,346,81.59,3.93,-0.2,-0.02,-25.11,-37.8,-36.8,-35.75,4.8,8.92,5,85.5,11.5,580,1913,5109,,,,,,
56,350,88.28,4.06,-0.2,0.01,-24.99,-37.8,-36.81,-35.7,4.8,9.84,5,87.5,12,578,1913,5116,,,,,,
57,355,93.65,4.24,-0.18,0.01,-24.83,-37.79,-36.8,-35.63,4.8,11.3,4.98,91.5,13,563,1913,5127,,,,,,
58,359,93.98,4.35,-0.19,0.01,-24.71,-37.81,-36.81,-35.58,4.82,12.38,4.98,94.5,13,555,1913,5135,,,,,,
59,362,99.5,4.45,-0.25,0.01,-24.59,-37.79,-36.81,-35.54,4.8,13.46,4.98,97.5,13.5,548,1913,5144,,,,,,
60,364,99.5,4.67,-0.3,0,-24.49,-37.79,-36.8,-35.48,4.8,14.66,5,100.5,14,535,1913,5153,,,,,,
61,329,99.5,4.88,-0.3,0.01,-24.48,-37.87,-36.84,-35.45,4.82,15.56,5,100.5,13.5,473,1913,5511,,,,,,
62,352,99.52,4.94,-0.29,0.01,-24.39,-37.87,-36.83,-35.42,4.82,16.46,5,104,14,505,1913,5521,,,,,,
63,353,99.51,4.99,-0.31,-0.02,-24.28,-37.87,-36.83,-35.36,4.86,17.52,4.96,107,14.5,488,1913,5529,,,,,,
64,352,99.51,5.21,-0.3,-0.02,-24.13,-37.89,-36.85,-35.28,4.84,19.02,4.9,111,16,463,1913,5540,,,,,,
65,352,99.51,5.4,-0.29,0.01,-23.98,-37.87,-36.84,-35.22,4.84,20.54,4.9,114.5,16,443,1913,5552,,,,,,
66,352,99.52,5.52,-0.29,0.01,-23.86,-37.87,-36.82,-35.16,4.84,22.78,4.9,117,16.5,430,1913,5601,,,,,,
67,352,99.51,5.73,-0.29,0.02,-23.77,-37.87,-36.83,-35.09,4.84,23.84,4.88,119,16,410,1913,5609,,,,,,
68,354,99.5,5.94,-0.3,0.01,-23.61,-37.95,-36.85,-35,4.78,30.84,4.88,124,16,388,1913,5623,,,,,,
69,353,99.51,6.26,-0.3,-0.01,-23.43,-37.97,-36.85,-34.9,4.66,67.06,4.88,129.5,16,365,1913,5639,,,,,,
70,359,99.5,6.53,-0.3,0.01,-23.25,-38.03,-36.87,-34.81,4.6,67.06,4.88,135,17,348,1913,5654,,,,,,
71,362,99.51,6.79,-0.3,0.01,-23.03,-38.06,-36.86,-34.71,4.62,67.12,4.92,139.5,17.5,325,1913,5710,,,,,,
72,373,99.51,7.11,-0.39,0.01,-22.81,-38.12,-36.87,-34.62,4.66,67.04,4.88,146,18.5,318,1913,5726,,,,,,
73,384,99.51,7.43,-0.41,0,-22.59,-38.2,-36.87,-34.53,4.74,67.12,4.92,150.5,19,315,1913,5741,,,,,,
74,386,99.51,7.54,-0.4,0.01,-22.48,-38.2,-36.87,-34.48,4.78,67.1,4.88,152.5,19.5,310,1913,5749,,,,,,
75,393,99.5,7.75,-0.42,0,-22.34,-38.25,-36.87,-34.41,4.82,67.1,4.9,157,19.5,305,1913,5801,,,,,,
76,401,99.49,7.93,-0.4,0.01,-22.2,-38.26,-36.85,-34.35,4.9,67.1,4.92,160,21,298,1913,5810,,,,,,
77,373,99.48,8.21,-0.4,0.01,-22.18,-38.45,-36.86,-34.33,4.9,0,4.94,161,21.5,273,1914,48,,,,,,
78,371,99.5,8.28,-0.41,0.01,-22.19,-38.45,-36.88,-34.33,4.9,0,4.94,161,22,278,1914,138,,,,,,
