ステップ,荷重0,変位計1,変位計2,変位計3,変位計4,変位計5,変位計6,変位計7,変位計8,変位計9,変位計10,変位計11,変位計12,変位計13,荷重14,日時,分秒,,,γ1-2,3BS1C1,,変位計1
219,517,60.1,1.9,-1.25,0.01,0.61,-0.84,-0.35,-0.14,0.58,1.4,9.16,60.5,7.5,1203,2610,5041,,0.02617284,0.024,524,,60.1
220,521,60.99,2,-1.36,0.01,0.62,-0.86,-0.36,-0.16,0.62,1.46,9.2,62,7.5,1205,2610,5043,,0.02691358,0.024325773,528,,60.99
221,521,61.86,1.99,-1.37,0,0.62,-0.87,-0.36,-0.21,0.66,1.54,9.22,62,8,1220,2610,5045,,0.026666667,0.02468866,528,,61.86
222,530,62.73,1.99,-1.37,0.01,0.64,-0.88,-0.37,-0.23,0.7,1.64,9.26,63,7.5,1228,2610,5046,,0.027407407,0.025047423,537,,62.73
223,536,63.43,2.09,-1.47,0.01,0.66,-0.88,-0.37,-0.23,0.76,1.74,9.28,63.5,8,1235,2610,5047,,0.027407407,0.025294845,543,,63.43
224,539,64.32,2.12,-1.48,0,0.68,-0.93,-0.4,-0.24,0.78,1.92,9.32,64,8.5,1238,2610,5049,,0.027407407,0.025649485,546,,64.32
225,550,65.1,2.1,-1.46,0,0.69,-0.93,-0.39,-0.25,0.82,2.02,9.36,65,9,1250,2610,5051,,0.027654321,0.025979381,557,,65.1
226,556,65.88,2.11,-1.51,0.01,0.71,-0.94,-0.39,-0.24,0.84,2.12,9.38,66.5,9.5,1258,2610,5052,,0.028148148,0.026296907,563,,65.88
227,556,66.76,2.2,-1.58,0.01,0.73,-0.93,-0.4,-0.25,0.92,2.24,9.4,66.5,9,1270,2610,5054,,0.028395062,0.02662268,563,,66.76
228,560,67.65,2.21,-1.58,0.01,0.75,-0.94,-0.4,-0.26,0.98,2.34,9.44,68,8.5,1278,2610,5055,,0.029382716,0.026985567,567,,67.65
229,568,68.45,2.21,-1.58,0,0.75,-0.93,-0.4,-0.26,1.02,2.42,9.48,69,8.5,1285,2610,5057,,0.029876543,0.027315464,575,,68.45
230,574,69.23,2.34,-1.68,0.01,0.78,-0.94,-0.4,-0.27,1.06,2.54,9.5,69.5,9,1295,2610,5058,,0.029876543,0.027583505,581,,69.23
231,579,70,2.33,-1.67,0.01,0.79,-0.94,-0.41,-0.28,1.12,2.64,9.52,70,9,1300,2610,5100,,0.030123457,0.027905155,586,,70
232,584,70.8,2.32,-1.68,0.01,0.81,-0.95,-0.41,-0.29,1.16,2.72,9.56,70.5,9.5,1313,2610,5101,,0.030123457,0.028239175,591,,70.8
233,591,71.59,2.37,-1.78,0.01,0.83,-0.97,-0.41,-0.29,1.24,2.84,9.58,72,9.5,1320,2610,5103,,0.030864198,0.02854433,598,,71.59
234,596,72.37,2.42,-1.78,0.01,0.86,-0.98,-0.43,-0.29,1.28,2.92,9.6,72.5,10,1328,2610,5104,,0.030864198,0.028845361,603,,72.37
235,607,73.15,2.44,-1.78,0.02,0.88,-0.99,-0.42,-0.29,1.36,3.02,9.62,73,10.5,1338,2610,5106,,0.030864198,0.029158763,614,,73.15
236,604,73.94,2.43,-1.82,0.01,0.89,-0.99,-0.41,-0.31,1.38,3.12,9.66,74.5,11,1343,2610,5107,,0.031358025,0.02948866,611,,73.94
237,612,74.72,2.51,-1.88,0.02,0.92,-0.99,-0.42,-0.32,1.44,3.22,9.68,74.5,11.5,1350,2610,5109,,0.031111111,0.02977732,619,,74.72
238,616,75.43,2.53,-1.88,0.01,0.93,-1,-0.42,-0.32,1.48,3.32,9.7,75.5,12,1358,2610,5110,,0.031358025,0.030061856,623,,75.43
239,624,76.22,2.53,-1.88,0.01,0.95,-1.01,-0.42,-0.33,1.54,3.42,9.74,76,12,1368,2610,5111,,0.031604938,0.030387629,631,,76.22
240,628,77,2.52,-1.99,0.01,0.96,-1.02,-0.42,-0.34,1.6,3.5,9.76,76.5,12.5,1375,2610,5113,,0.031604938,0.030713402,635,,77
241,635,77.79,2.62,-2,0,0.98,-1.03,-0.43,-0.35,1.66,3.6,9.78,78.5,12.5,1383,2610,5114,,0.032592593,0.030997938,642,,77.79
242,634,78.67,2.63,-1.99,0.01,1,-1.03,-0.42,-0.36,1.72,3.7,9.8,78.5,13,1390,2610,5116,,0.032345679,0.031356701,641,,78.67
243,641,79.46,2.67,-2.1,0.02,1.01,-1.04,-0.42,-0.37,1.76,3.78,9.84,79,13,1398,2610,5117,,0.032592593,0.031665979,648,,79.46
244,650,80.26,2.63,-2.1,0.02,1.04,-1.06,-0.43,-0.37,1.86,3.9,9.84,80,13,1403,2610,5119,,0.03308642,0.032012371,657,,80.26
245,649,81.04,2.73,-2.1,0.01,1.04,-1.04,-0.43,-0.38,1.88,3.96,9.88,80.5,13.5,1410,2610,5120,,0.03308642,0.032292784,656,,81.04
246,649,81.84,2.74,-2.13,0,1.05,-1.05,-0.43,-0.39,1.94,4.06,9.9,81.5,13.5,1415,2610,5122,,0.033580247,0.032618557,656,,81.84
247,657,82.63,2.74,-2.19,0.01,1.08,-1.05,-0.43,-0.4,2.02,4.16,9.92,82,13,1420,2610,5123,,0.034074074,0.03294433,664,,82.63
248,663,83.43,2.85,-2.19,0.01,1.09,-1.06,-0.43,-0.41,2.08,4.26,9.94,83.5,14,1428,2610,5125,,0.034320988,0.033228866,670,,83.43
249,667,84.12,2.85,-2.19,0.02,1.11,-1.06,-0.44,-0.42,2.14,4.34,9.98,84,13,1433,2610,5126,,0.035061728,0.033513402,674,,84.12
250,668,84.92,2.87,-2.3,0.02,1.12,-1.06,-0.44,-0.44,2.2,4.44,9.96,85.5,12.5,1433,2610,5128,,0.036049383,0.033835052,675,,84.92
251,665,85.8,2.42,-2.31,0.01,1.12,-1.07,-0.44,-0.44,2.26,4.5,9.98,85.5,12.5,1440,2610,5129,,0.036049383,0.034383505,672,,85.8
252,672,86.5,2.33,-2.31,0.02,1.14,-1.08,-0.44,-0.45,2.3,4.58,10,86,11.5,1453,2610,5131,,0.036790123,0.034709278,679,,86.5
253,680,87.3,2.33,-2.31,0.01,1.14,-1.09,-0.45,-0.46,2.38,4.68,10.02,87,11,1455,2610,5132,,0.037530864,0.035039175,687,,87.3
254,688,88.09,2.35,-2.41,0,1.17,-1.08,-0.45,-0.48,2.46,4.78,10.04,87.5,10.5,1463,2610,5134,,0.038024691,0.035356701,695,,88.09
255,688,88.88,2.42,-2.4,0.02,1.18,-1.09,-0.46,-0.48,2.52,4.9,10.04,88.5,12,1468,2610,5135,,0.037777778,0.035653608,695,,88.88
256,694,89.68,2.42,-2.4,0.01,1.19,-1.09,-0.46,-0.48,2.6,5,10.1,90,12.5,1475,2610,5137,,0.038271605,0.035983505,701,,89.68
257,701,90.46,2.52,-2.51,0.03,1.2,-1.1,-0.46,-0.53,2.66,5.1,10.12,90,12.5,1480,2610,5138,,0.038271605,0.036263918,708,,90.46
258,704,91.16,2.42,-2.51,0.01,1.21,-1.1,-0.47,-0.54,2.74,5.2,10.12,91,12,1483,2610,5140,,0.039012346,0.036593814,711,,91.16
259,710,91.94,2.46,-2.51,0,1.22,-1.12,-0.48,-0.54,2.78,5.3,10.14,91.5,12,1488,2610,5141,,0.039259259,0.036898969,717,,91.94
260,716,92.65,2.53,-2.62,0.01,1.24,-1.11,-0.49,-0.54,2.84,5.4,10.14,92,12,1493,2610,5142,,0.039506173,0.037162887,723,,92.65
261,717,93.44,2.53,-2.62,0,1.25,-1.12,-0.49,-0.55,2.92,5.5,10.14,93.5,12,1495,2610,5144,,0.040246914,0.03748866,724,,93.44
262,723,94.24,2.52,-2.63,0,1.25,-1.12,-0.51,-0.57,2.96,5.6,10.16,94,12,1503,2610,5145,,0.040493827,0.03782268,730,,94.24
263,727,95.03,2.61,-2.72,0,1.26,-1.14,-0.51,-0.56,3.04,5.72,10.18,95,12.5,1510,2610,5147,,0.040740741,0.03811134,734,,95.03
264,736,95.84,2.63,-2.72,0.03,1.31,-1.14,-0.52,-0.58,3.08,5.84,10.22,95,13,1515,2610,5148,,0.040493827,0.038437113,743,,95.84
265,739,96.54,2.62,-2.73,0.02,1.32,-1.15,-0.53,-0.57,3.18,5.96,10.24,96.5,12.5,1518,2610,5150,,0.041481481,0.038729897,746,,96.54
266,742,97.34,2.62,-2.83,0.01,1.32,-1.16,-0.53,-0.58,3.24,6.06,10.24,96.5,13,1525,2610,5151,,0.041234568,0.039059794,749,,97.34
267,749,98.14,2.73,-2.84,0.01,1.35,-1.16,-0.54,-0.58,3.3,6.18,10.26,96.5,13,1530,2610,5153,,0.041234568,0.03934433,756,,98.14
268,751,98.93,2.73,-2.82,0.02,1.36,-1.16,-0.56,-0.59,3.36,6.3,10.28,98.5,13.5,1535,2610,5154,,0.041975309,0.039670103,758,,98.93
269,755,99.73,2.74,-2.86,0.02,1.36,-1.17,-0.55,-0.59,3.44,6.42,10.3,99,14,1540,2610,5156,,0.041975309,0.039995876,762,,99.73
270,764,100.68,2.62,-2.94,0.02,1.39,-1.16,-0.55,-0.59,3.5,6.56,10.32,100,14,1545,2610,5157,,0.042469136,0.040437113,771,,100.68
271,773,101.44,2.62,-2.94,0.02,1.41,-1.18,-0.55,-0.6,3.56,6.7,10.34,100.5,14,1548,2610,5159,,0.042716049,0.040750515,780,,101.44
272,776,101.44,2.63,-2.94,0.02,1.44,-1.17,-0.57,-0.61,3.62,6.84,10.34,102,15,1553,2610,5200,,0.042962963,0.040746392,783,,101.44
273,780,101.44,2.63,-3.04,0.02,1.46,-1.18,-0.56,-0.6,3.68,6.98,10.36,102,15,1560,2610,5202,,0.042962963,0.040746392,787,,101.44
274,780,101.43,2.63,-3.04,0.02,1.47,-1.18,-0.57,-0.61,3.76,7.12,10.38,103.5,15,1560,2610,5203,,0.043703704,0.040742268,787,,101.43
275,783,101.43,2.63,-3.04,0.03,1.51,-1.17,-0.59,-0.61,3.8,7.3,10.38,103.5,16.5,1565,2610,5205,,0.042962963,0.040742268,790,,101.43
276,790,101.43,2.73,-3.12,0.02,1.54,-1.18,-0.59,-0.61,3.86,7.42,10.36,104.5,15.5,1568,2610,5206,,0.043950617,0.040701031,797,,101.43
277,797,101.44,2.73,-3.14,0.02,1.56,-1.16,-0.61,-0.64,3.92,7.58,10.42,105,15.5,1573,2610,5208,,0.044197531,0.040705155,804,,101.44
278,795,101.44,2.73,-3.15,0.12,1.58,-1.17,-0.61,-0.63,3.96,7.7,10.42,106,16,1575,2610,5209,,0.044444444,0.040705155,802,,101.44
279,795,101.43,2.84,-3.25,0.11,1.59,-1.17,-0.63,-0.64,4.02,7.82,10.42,107.5,16.5,1580,2610,5211,,0.044938272,0.04065567,802,,101.43
280,798,101.43,2.85,-3.25,0.1,1.6,-1.18,-0.64,-0.64,4.06,7.94,10.44,107.5,15,1585,2610,5212,,0.045679012,0.040651546,805,,101.43
281,803,101.45,2.84,-3.25,0.11,1.62,-1.17,-0.64,-0.63,4.08,8.08,10.46,108,15,1588,2610,5214,,0.045925926,0.040663918,810,,101.45
282,811,101.44,2.84,-3.36,0.11,1.64,-1.17,-0.66,-0.64,4.14,8.22,10.46,109,14.5,1590,2610,5215,,0.046666667,0.040659794,818,,101.44
283,811,101.43,2.94,-3.37,0.11,1.66,-1.17,-0.67,-0.64,4.2,8.36,10.48,110,15.5,1595,2610,5217,,0.046666667,0.040614433,818,,101.43
284,810,101.44,2.94,-3.36,0.12,1.67,-1.17,-0.67,-0.65,4.24,8.48,10.48,110.5,15,1600,2610,5218,,0.047160494,0.040618557,817,,101.44
285,818,101.44,2.95,-3.36,0.12,1.68,-1.17,-0.68,-0.65,4.28,8.6,10.5,111.5,15,1603,2610,5219,,0.047654321,0.040614433,825,,101.44
286,821,101.44,3.02,-3.46,0.11,1.71,-1.16,-0.69,-0.66,4.34,8.76,10.5,112,15.5,1598,2610,5221,,0.047654321,0.040585567,828,,101.44
287,820,101.43,3.04,-3.46,0.11,1.72,-1.16,-0.7,-0.67,4.4,8.92,10.52,113,16.5,1603,2610,5222,,0.047654321,0.040573196,827,,101.43
288,826,101.43,3.05,-3.46,0.12,1.74,-1.16,-0.7,-0.67,4.46,9.06,10.52,113.5,16.5,1608,2610,5224,,0.047901235,0.040569072,833,,101.43
289,831,101.45,3.06,-3.56,0.12,1.76,-1.16,-0.71,-0.67,4.5,9.18,10.52,115,16,1608,2610,5225,,0.048888889,0.040573196,838,,101.45
290,835,101.43,3.15,-3.56,0.11,1.78,-1.16,-0.71,-0.67,4.56,9.32,10.54,115,15.5,1610,2610,5226,,0.049135802,0.040527835,842,,101.43
291,842,101.43,3.16,-3.55,0.12,1.81,-1.17,-0.72,-0.68,4.58,9.48,10.56,115.5,15.5,1615,2610,5228,,0.049382716,0.040523711,849,,101.43
292,844,101.43,3.16,-3.66,0.12,1.83,-1.16,-0.72,-0.68,4.64,9.62,10.56,116.5,15,1615,2610,5229,,0.050123457,0.040523711,851,,101.43
293,850,101.43,3.26,-3.66,0.12,1.86,-1.17,-0.72,-0.7,4.68,9.8,10.56,117.5,15,1610,2610,5231,,0.050617284,0.040482474,857,,101.43
294,850,101.43,3.15,-3.66,0.12,1.89,-1.17,-0.73,-0.7,4.72,10,10.56,118,15,1608,2610,5232,,0.050864198,0.040527835,857,,101.43
295,854,101.43,3.04,-3.76,0.12,1.9,-1.16,-0.72,-0.7,4.74,10.18,10.56,118.5,16,1605,2610,5234,,0.050617284,0.040573196,861,,101.43
296,855,101.43,3.05,-3.76,0.13,1.94,-1.16,-0.72,-0.7,4.8,10.36,10.56,119,15,1605,2610,5235,,0.051358025,0.040569072,862,,101.43
297,855,101.44,3.06,-3.77,0.12,1.96,-1.16,-0.73,-0.71,4.82,10.54,10.58,120,16,1600,2610,5236,,0.051358025,0.040569072,862,,101.44
298,853,101.44,3.15,-3.77,0.12,1.98,-1.16,-0.73,-0.71,4.84,10.8,10.58,120.5,16.5,1595,2610,5238,,0.051358025,0.040531959,860,,101.44
299,852,101.44,3.16,-3.76,0.12,2.03,-1.13,-0.73,-0.71,4.88,11.06,10.58,121,17,1585,2610,5239,,0.051358025,0.040527835,859,,101.44
300,850,101.43,3.16,-3.77,0.12,2.05,-1.1,-0.73,-0.71,4.88,11.34,10.58,122,17.5,1578,2610,5241,,0.051604938,0.040523711,857,,101.43
301,847,101.43,3.15,-3.84,0.12,2.1,-1.08,-0.72,-0.7,4.92,11.62,10.6,123,17,1573,2610,5242,,0.052345679,0.040527835,854,,101.43
302,841,101.43,3.27,-3.87,0.13,2.14,-1.04,-0.72,-0.71,4.92,11.86,10.58,123.5,17,1563,2610,5243,,0.052592593,0.040478351,848,,101.43
303,836,101.44,3.27,-3.87,0.12,2.19,-1.03,-0.73,-0.7,4.96,12.12,10.58,124.5,17,1565,2610,5245,,0.05308642,0.040482474,843,,101.44
304,838,101.43,3.26,-3.88,0.13,2.2,-1.03,-0.73,-0.71,4.96,12.34,10.58,125,17,1568,2610,5246,,0.053333333,0.040482474,845,,101.43
305,839,101.44,3.28,-3.87,0.12,2.24,-1.01,-0.72,-0.71,4.98,12.56,10.56,125.5,17,1550,2610,5248,,0.053580247,0.040478351,846,,101.44
306,831,101.44,3.36,-3.87,0.12,2.31,-0.98,-0.75,-0.72,5.02,12.84,10.58,126.5,17,1548,2610,5249,,0.054074074,0.040445361,838,,101.44
307,834,101.44,3.36,-3.86,0.12,2.35,-0.98,-0.74,-0.72,5.04,13.08,10.58,127,17,1548,2610,5250,,0.054320988,0.040445361,841,,101.44
308,836,101.43,3.35,-3.88,0.12,2.39,-0.98,-0.74,-0.72,5.04,13.36,10.58,128.5,17,1548,2610,5252,,0.055061728,0.040445361,843,,101.43
309,838,101.44,3.46,-3.98,0.11,2.43,-0.98,-0.74,-0.73,5.06,13.58,10.58,129,18,1550,2610,5254,,0.054814815,0.040404124,845,,101.44
310,841,101.43,3.45,-3.98,0.12,2.47,-0.97,-0.75,-0.72,5.08,13.78,10.56,129.5,17.5,1550,2610,5255,,0.055308642,0.040404124,848,,101.43
311,841,101.43,3.46,-3.98,0.11,2.49,-0.97,-0.74,-0.72,5.08,14,10.6,131,17,1553,2610,5256,,0.056296296,0.0404,848,,101.43
312,846,101.44,3.46,-3.98,0.1,2.53,-0.97,-0.75,-0.72,5.12,14.22,10.58,131,17.5,1550,2610,5258,,0.056049383,0.040404124,853,,101.44
313,849,101.44,3.55,-4.08,0.12,2.57,-0.95,-0.74,-0.72,5.12,14.48,10.58,131,17.5,1548,2610,5259,,0.056049383,0.04036701,856,,101.44
314,847,101.44,3.57,-4.09,0.11,2.62,-0.92,-0.74,-0.72,5.14,14.74,10.58,132.5,17,1545,2610,5301,,0.057037037,0.040358763,854,,101.44
315,852,101.43,3.56,-4.09,0.1,2.63,-0.92,-0.74,-0.72,5.16,14.98,10.58,133,17.5,1548,2610,5302,,0.057037037,0.040358763,859,,101.43
316,851,101.44,3.59,-4.1,0.11,2.68,-0.9,-0.73,-0.72,5.18,15.18,10.56,133.5,17.5,1545,2610,5303,,0.057283951,0.040350515,858,,101.44
317,852,101.43,3.66,-4.11,0.1,2.7,-0.91,-0.73,-0.72,5.18,15.42,10.56,135,17,1543,2610,5305,,0.058271605,0.040317526,859,,101.43
318,857,101.43,3.66,-4.11,0.1,2.75,-0.89,-0.73,-0.72,5.2,15.68,10.58,135.5,17.5,1545,2610,5306,,0.058271605,0.040317526,864,,101.43
319,856,101.44,3.66,-4.09,0.1,2.79,-0.87,-0.73,-0.72,5.2,15.9,10.58,135.5,17.5,1543,2610,5308,,0.058271605,0.040321649,863,,101.44
320,862,101.44,3.76,-4.19,0.11,2.81,-0.87,-0.73,-0.72,5.24,16.1,10.58,137.5,19,1543,2610,5309,,0.058518519,0.040280412,869,,101.44
321,862,101.44,3.76,-4.2,0.11,2.85,-0.86,-0.72,-0.72,5.24,16.38,10.6,137.5,18,1540,2610,5310,,0.059012346,0.040280412,869,,101.44
322,858,101.43,3.77,-4.19,0.11,2.93,-0.81,-0.71,-0.72,5.28,16.9,10.6,138,18,1500,2610,5312,,0.059259259,0.040272165,865,,101.43
323,839,101.44,3.88,-4.19,0.12,2.94,-0.8,-0.7,-0.72,5.3,17.38,10.6,139,18,1478,2610,5313,,0.059753086,0.040230928,846,,101.44
324,835,101.43,3.88,-4.2,0.13,3,-0.81,-0.69,-0.72,5.3,17.66,10.58,139.5,19,1470,2610,5315,,0.059506173,0.040226804,842,,101.43
325,833,101.43,3.88,-4.18,0.12,3.05,-0.81,-0.69,-0.72,5.32,18.02,10.6,141,18,1473,2610,5316,,0.060740741,0.040226804,840,,101.43
326,836,101.43,3.98,-4.19,0.12,3.08,-0.8,-0.68,-0.72,5.32,18.42,10.6,141.5,19.5,1473,2610,5318,,0.060246914,0.040185567,843,,101.43
327,833,101.44,3.99,-4.18,0.11,3.13,-0.8,-0.67,-0.72,5.34,19.14,10.58,141.5,19,1465,2610,5319,,0.060493827,0.040185567,840,,101.44
328,830,101.43,3.89,-4.18,0.12,3.17,-0.78,-0.66,-0.71,5.36,19.42,10.58,143,18,1458,2610,5320,,0.061728395,0.04022268,837,,101.43
329,786,101.44,3.88,-4.19,0.11,3.22,-0.76,-0.63,-0.7,5.48,20.58,10.46,143,19,1225,2610,5322,,0.061234568,0.040230928,793,,101.44
330,692,101.44,3.98,-4.19,0.11,3.27,-0.75,-0.61,-0.67,5.54,21.28,10.42,144,19,1160,2610,5323,,0.061728395,0.040189691,699,,101.44
331,668,101.44,4.07,-4.19,0.11,3.32,-0.74,-0.59,-0.65,5.56,21.66,10.4,145,19,1150,2610,5325,,0.062222222,0.040152577,675,,101.44
332,662,101.44,4.08,-4.19,0.1,3.38,-0.74,-0.59,-0.65,5.6,21.98,10.4,146.5,19.5,1145,2610,5326,,0.062716049,0.040148454,669,,101.44
333,659,101.44,4.08,-4.18,0.1,3.43,-0.73,-0.57,-0.64,5.6,22.28,10.4,146.5,20,1140,2610,5328,,0.062469136,0.040148454,666,,101.44
334,655,101.43,4.19,-4.19,0.11,3.49,-0.74,-0.55,-0.62,5.6,22.6,10.4,147.5,20.5,1138,2610,5329,,0.062716049,0.040098969,662,,101.43
335,652,101.43,4.2,-4.19,0.1,3.53,-0.73,-0.54,-0.62,5.62,22.9,10.4,148,21.5,1133,2610,5330,,0.062469136,0.040094845,659,,101.43
336,651,101.43,4.19,-4.19,0.11,3.59,-0.74,-0.53,-0.61,5.62,23.2,10.38,149.5,21,1130,2610,5332,,0.06345679,0.040098969,658,,101.43
337,651,101.44,4.26,-4.19,0.11,3.64,-0.73,-0.51,-0.6,5.62,23.5,10.4,150,21.5,1130,2610,5333,,0.06345679,0.040074227,658,,101.44
338,652,101.44,4.29,-4.19,0.11,3.69,-0.71,-0.5,-0.6,5.64,23.76,10.38,150.5,21,1130,2610,5335,,0.063950617,0.040061856,659,,101.44
339,651,101.44,4.29,-4.19,0.11,3.74,-0.7,-0.49,-0.59,5.66,24.06,10.38,152,21.5,1125,2610,5336,,0.064444444,0.040061856,658,,101.44
340,651,101.43,4.29,-4.18,0.1,3.78,-0.71,-0.48,-0.58,5.66,24.32,10.38,152,21.5,1128,2610,5337,,0.064444444,0.040057732,658,,101.43
341,649,101.44,4.4,-4.2,0.12,3.83,-0.7,-0.47,-0.56,5.68,24.6,10.4,153,22,1128,2610,5339,,0.064691358,0.040016495,656,,101.44
342,650,101.43,4.4,-4.19,0.11,3.89,-0.7,-0.46,-0.57,5.68,32.58,10.4,153.5,21.5,1130,2610,5340,,0.065185185,0.040012371,657,,101.43
343,652,101.43,4.4,-4.18,0.12,3.94,-0.69,-0.44,-0.56,5.7,32.88,10.4,155,22.5,1125,2610,5342,,0.065432099,0.040012371,659,,101.43
344,654,101.44,4.41,-4.19,0.11,4,-0.7,-0.43,-0.55,5.72,33.18,10.4,155,20.5,1123,2610,5343,,0.066419753,0.040012371,661,,101.44
345,650,101.43,4.52,-4.19,0.11,4.04,-0.7,-0.41,-0.55,5.74,33.46,10.38,156,21,1115,2610,5345,,0.066666667,0.039962887,657,,101.43
346,649,101.44,4.5,-4.18,0.12,4.09,-0.69,-0.41,-0.53,5.74,33.8,10.38,157.5,21,1105,2610,5346,,0.067407407,0.039975258,656,,101.44
347,643,101.43,4.5,-4.2,0.11,4.14,-0.66,-0.39,-0.52,5.78,34.18,10.36,158,21,1078,2610,5347,,0.067654321,0.039971134,650,,101.43
348,323,101.42,5.32,-4.1,0.11,4.5,-0.62,-0.11,-0.2,6.58,35.84,8.94,159,21.5,400,2610,5349,,0.067901235,0.039628866,330,,101.42
349,321,101.41,5.34,-4.09,0.13,4.5,-0.63,-0.09,-0.2,6.5,35.86,8.92,160.5,22,408,2610,5350,,0.068395062,0.039616495,328,,101.41
350,325,101.43,5.44,-4.09,0.11,4.53,-0.64,-0.07,-0.19,6.5,35.88,8.94,161,21.5,410,2610,5352,,0.068888889,0.039583505,332,,101.43
351,328,101.42,5.43,-4.1,0.1,4.58,-0.63,-0.06,-0.18,6.5,35.88,8.92,162,21.5,410,2610,5354,,0.069382716,0.039583505,335,,101.42
352,332,101.43,5.47,-4.09,0.11,4.61,-0.64,-0.04,-0.16,6.5,35.9,8.92,162,21.5,410,2610,5355,,0.069382716,0.039571134,339,,101.43
353,332,101.42,5.54,-4.1,0.1,4.68,-0.64,-0.03,-0.13,6.58,35.9,8.8,163,21.5,345,2610,5356,,0.069876543,0.039538144,339,,101.42
354,304,101.42,5.64,-4.09,0.11,4.74,-0.64,0,-0.09,6.68,35.92,8.72,164.5,22,310,2610,5358,,0.07037037,0.039496907,311,,101.42
355,299,101.42,5.64,-4.1,0.12,4.81,-0.65,0.01,-0.06,6.7,35.92,8.68,165.5,22.5,303,2610,5359,,0.070617284,0.039496907,306,,101.42
356,301,101.42,5.75,-4.1,0.12,4.87,-0.65,0.03,-0.04,6.7,35.94,8.68,165.5,24,300,2610,5401,,0.069876543,0.039451546,308,,101.42
357,301,101.43,5.77,-4.1,0.11,4.93,-0.65,0.04,-0.02,6.72,35.94,8.66,166.5,25,300,2610,5402,,0.069876543,0.039447423,308,,101.43
358,306,101.42,5.78,-4.08,0.12,4.98,-0.65,0.06,-0.01,6.7,35.94,8.66,167.5,24.5,300,2610,5403,,0.070617284,0.039439175,313,,101.42
359,308,101.43,5.87,-4.1,0.12,5.04,-0.65,0.08,0.01,6.74,35.98,8.66,168,25,298,2610,5405,,0.070617284,0.039406186,315,,101.43
360,307,101.42,5.87,-4.08,0.12,5.1,-0.65,0.09,0.02,6.74,35.94,8.66,169,25.5,300,2610,5406,,0.070864198,0.039402062,314,,101.42
361,309,101.44,5.88,-4.09,0.12,5.15,-0.65,0.1,0.05,6.78,35.98,8.64,169.5,25.5,298,2610,5408,,0.071111111,0.039406186,316,,101.44
362,308,101.42,5.97,-4.09,0.13,5.21,-0.65,0.12,0.05,6.8,35.98,8.62,170.5,25.5,293,2610,5409,,0.071604938,0.039360825,315,,101.42
363,305,101.42,5.97,-4.08,0.12,5.26,-0.65,0.13,0.08,6.8,36.18,8.6,171,25,288,2610,5410,,0.072098765,0.039360825,312,,101.42
364,301,101.4,6.08,-4.08,0.12,5.32,-0.65,0.16,0.11,6.82,36.52,8.56,172,24,270,2610,5412,,0.07308642,0.039307216,308,,101.4
365,280,101.43,6.16,-4.07,0.09,5.38,-0.71,0.22,0.15,6.98,37,8.32,171.5,21.5,243,2610,5602,,0.074074074,0.039286598,287,,101.43
366,268,101.42,6.18,-4.07,0.13,5.37,-0.71,0.21,0.16,7.04,37.08,8.22,171,23.5,210,2610,5620,,0.072839506,0.039274227,275,,101.42
367,250,101.43,6.19,-4.07,0.13,5.4,-0.7,0.25,0.18,7.18,37.16,8,170,24.5,180,2610,5622,,0.071851852,0.039274227,257,,101.43
368,237,101.43,6.19,-4.07,0.12,5.39,-0.71,0.24,0.2,7.28,37.26,7.78,169,24.5,153,2610,5623,,0.071358025,0.039274227,244,,101.43
369,227,101.42,6.19,-4.08,0.12,5.4,-0.72,0.23,0.21,7.38,37.34,7.5,168,24.5,135,2610,5624,,0.070864198,0.039270103,234,,101.42
370,217,101.42,6.19,-4.08,0.13,5.39,-0.71,0.23,0.21,7.52,37.42,7.12,167.5,24,113,2610,5626,,0.070864198,0.039270103,224,,101.42
371,208,101.42,6.19,-4.03,0.1,5.38,-0.71,0.23,0.22,7.62,37.5,6.72,166,24.5,103,2610,5627,,0.069876543,0.039270103,215,,101.42
372,201,101.43,6.18,-3.97,0.11,5.38,-0.72,0.23,0.23,7.72,37.6,6.22,165,24.5,98,2610,5629,,0.069382716,0.039278351,208,,101.43
373,197,101.43,6.12,-3.98,0.12,5.36,-0.71,0.23,0.22,7.84,37.7,5.8,165.5,24.5,90,2610,5630,,0.06962963,0.039303093,204,,101.43
374,192,101.43,6.08,-3.97,0.12,5.35,-0.71,0.23,0.23,7.94,37.76,5.32,164,24,80,2610,5632,,0.069135802,0.039319588,199,,101.43
375,187,101.43,6.09,-3.97,0.12,5.35,-0.7,0.24,0.24,8.06,37.88,4.92,163.5,24,73,2610,5633,,0.068888889,0.039315464,194,,101.43
376,182,101.42,6.09,-3.99,0.13,5.33,-0.71,0.24,0.23,8.16,37.94,4.46,162.5,24.5,68,2610,5635,,0.068148148,0.03931134,189,,101.42
377,178,101.42,6.08,-3.98,0.13,5.31,-0.71,0.24,0.24,8.28,38.02,4.02,162.5,24,63,2610,5636,,0.068395062,0.039315464,185,,101.42
378,172,101.42,6.08,-3.99,0.12,5.29,-0.71,0.23,0.24,8.38,38.1,3.58,161,22.5,55,2610,5637,,0.068395062,0.039315464,179,,101.42
379,169,101.42,5.98,-3.97,0.12,5.26,-0.71,0.23,0.24,8.48,38.16,3.2,160.5,23,50,2610,5639,,0.067901235,0.039356701,176,,101.42
