ステップ,荷重0,変位計1,変位計2,変位計3,変位計4,変位計5,変位計6,変位計7,変位計8,変位計9,変位計10,変位計11,変位計12,変位計13,荷重14,日時,分秒,,,γ1-2,PS1C1,,,AS1C1,,変位計1
305,36.4,12.57,0.43,0,-0.04,0.21,-0.03,-0.13,0.04,0,0,0,12,1.5,0,1816,5840,,0.005185185,0.005006186,36.4,,0.036049383,454,,12.57
306,38.2,13.45,0.43,0,-0.04,0.24,-0.04,-0.13,0.05,0,0,0,12.5,1.5,0,1816,5841,,0.005432099,0.005369072,38.2,,0.03654321,460,,13.45
307,40.2,14.21,0.43,0,-0.04,0.27,-0.03,-0.14,0.05,0,0,0,14.5,1.5,0,1816,5842,,0.006419753,0.005682474,40.2,,0.037530864,470,,14.21
308,41.8,15.08,0.52,0,-0.05,0.3,-0.04,-0.14,0.06,0,0,0,15,1.5,0,1816,5844,,0.006666667,0.006004124,41.8,,0.038518519,473,,15.08
309,43.4,15.9,0.52,0.02,-0.04,0.33,-0.03,-0.14,0.07,0,0,0,16,2,0,1816,5845,,0.00691358,0.006342268,43.4,,0.038024691,431,,15.9
310,45.8,16.71,0.53,0.01,-0.06,0.37,-0.03,-0.14,0.08,0,0,0,17,2,0,1816,5846,,0.007407407,0.006672165,45.8,,0.038765432,464,,16.71
311,47,17.09,0.53,0,-0.06,0.39,-0.03,-0.15,0.09,0,0,0,17,2,0,1816,5848,,0.007407407,0.006828866,47,,0.039012346,480,,17.09
312,48.2,17.87,0.52,0,-0.06,0.41,-0.03,-0.15,0.1,0,0,0,18,2,0,1816,5849,,0.007901235,0.007154639,48.2,,0.04,492,,17.87
313,49.8,18.63,0.53,0,-0.05,0.46,-0.04,-0.15,0.11,0,0,0,19,2.5,0,1816,5850,,0.008148148,0.007463918,49.8,,0.040740741,503,,18.63
314,50.2,19.41,0.55,0,-0.06,0.52,-0.03,-0.14,0.14,0,0,0,19.5,2.5,0,1816,5852,,0.008395062,0.00777732,50.2,,0.04,476,,19.41
315,51.2,20.27,0.6,-0.01,-0.06,0.56,-0.03,-0.15,0.14,0,0,0,20.5,2.5,0,1816,5853,,0.008888889,0.00811134,51.2,,0.040987654,491,,20.27
316,53.2,21.04,0.63,-0.01,-0.05,0.6,-0.03,-0.14,0.16,0,0,0,20.5,2.5,0,1816,5854,,0.008888889,0.008416495,53.2,,0.040987654,501,,21.04
317,54.8,21.91,0.62,0,-0.05,0.64,-0.03,-0.14,0.17,0,0,0,22,2.5,0,1816,5856,,0.00962963,0.008779381,54.8,,0.041975309,517,,21.91
318,56,22.77,0.63,-0.01,-0.05,0.69,-0.03,-0.14,0.21,0,0,0,22.5,3,0,1816,5857,,0.00962963,0.009129897,56,,0.042222222,521,,22.77
319,58,23.64,0.72,0,-0.05,0.74,-0.03,-0.15,0.21,0,0,0,23.5,3,0,1816,5859,,0.010123457,0.009451546,58,,0.04345679,524,,23.64
320,58.2,24.41,0.73,0,-0.05,0.79,-0.03,-0.15,0.22,0,0,0,23.5,3,0,1816,5900,,0.010123457,0.009764948,58.2,,0.043209877,530,,24.41
321,59.2,25.28,0.72,0,-0.05,0.83,-0.03,-0.15,0.23,0,0,0,25,3,0,1816,5901,,0.010864198,0.010127835,59.2,,0.044197531,538,,25.28
322,62,26.16,0.73,-0.01,0.13,0.86,-0.04,-0.15,0.26,0,0,0,25.5,3.5,0,1816,5903,,0.010864198,0.010486598,62,,0.044444444,541,,26.16
323,59.8,26.44,0.86,0.01,-0.04,0.88,-0.02,-0.14,0.26,0,0,0,25.5,5.5,0,1816,5929,,0.009876543,0.010548454,59.8,,0.045679012,549,,26.44
324,56.4,26.06,0.82,0,-0.06,0.87,-0.03,-0.15,0.26,0,0,0,24.5,2.5,0,1816,5931,,0.010864198,0.010408247,56.4,,0.047407407,560,,26.06
325,53,25.19,0.83,-0.01,-0.05,0.88,-0.03,-0.15,0.26,0,0,0,23.5,2,0,1816,5932,,0.010617284,0.010045361,53,,0.048395062,574,,25.19
326,50.4,24.41,0.84,0.01,-0.06,0.87,-0.03,-0.14,0.24,0,0,0,23,1.5,0,1816,5933,,0.010617284,0.009719588,50.4,,0.049382716,582,,24.41
327,48.4,23.64,0.75,0,-0.04,0.87,-0.03,-0.15,0.23,0,0,0,22.5,2,0,1816,5934,,0.010123457,0.009439175,48.4,,0.050617284,590,,23.64
328,45.6,22.77,0.73,0,-0.04,0.85,-0.02,-0.14,0.21,0,0,0,21,2,0,1816,5936,,0.009382716,0.00908866,45.6,,0.052345679,600,,22.77
329,44,22.01,0.76,0,-0.05,0.81,-0.04,-0.14,0.19,0,0,0,20.5,2,0,1816,5937,,0.009135802,0.008762887,44,,0.052592593,576,,22.01
330,42.4,21.23,0.72,0,-0.04,0.77,-0.03,-0.14,0.18,0,0,0,20,2,0,1816,5938,,0.008888889,0.008457732,42.4,,0.053580247,600,,21.23
331,40,20.36,0.75,0.01,-0.05,0.72,-0.04,-0.14,0.16,0,0,0,19,2,0,1816,5940,,0.008395062,0.008086598,40,,0.054567901,611,,20.36
332,37.8,19.6,0.76,0.02,-0.04,0.67,-0.04,-0.14,0.14,0,0,0,18,1.5,0,1816,5941,,0.008148148,0.007769072,37.8,,0.055061728,617,,19.6
333,37.6,18.82,0.64,0,-0.04,0.63,-0.04,-0.14,0.13,0,0,0,17,1.5,0,1816,5942,,0.007654321,0.007496907,37.6,,0.054814815,618,,18.82
334,35.8,17.95,0.62,0,-0.04,0.58,-0.04,-0.16,0.1,0,0,0,16.5,1,0,1816,5944,,0.007654321,0.007146392,35.8,,0.055802469,612,,17.95
335,34.4,17.09,0.65,0.01,-0.05,0.54,-0.04,-0.14,0.09,0,0,0,15.5,1.5,0,1816,5945,,0.00691358,0.006779381,34.4,,0.056296296,615,,17.09
336,32.8,16.32,0.62,0,-0.05,0.48,-0.05,-0.14,0.08,0,0,0,15,1,0,1816,5946,,0.00691358,0.006474227,32.8,,0.057283951,619,,16.32
337,30.6,15.46,0.61,0,-0.05,0.43,-0.05,-0.13,0.07,0,0,0,14.5,0.5,0,1816,5948,,0.00691358,0.006123711,30.6,,0.057283951,620,,15.46
338,29.4,14.6,0.62,-0.01,-0.05,0.39,-0.06,-0.13,0.05,0,0,0,13.5,0.5,0,1816,5949,,0.006419753,0.005764948,29.4,,0.057777778,623,,14.6
339,27.6,13.73,0.57,0,-0.05,0.33,-0.06,-0.12,0.04,0,0,0,13,0.5,0,1816,5951,,0.00617284,0.005426804,27.6,,0.059506173,624,,13.73
340,25.4,12.88,0.51,-0.01,-0.04,0.28,-0.07,-0.13,0.03,0,0,0,11.5,0.5,0,1816,5952,,0.005432099,0.005101031,25.4,,0.060740741,629,,12.88
341,23.4,12.01,0.51,-0.01,-0.05,0.25,-0.08,-0.13,0.02,0,0,0,11.5,1,0,1816,5953,,0.005185185,0.004742268,23.4,,0.061975309,629,,12.01
342,21.6,11.14,0.52,-0.01,-0.04,0.22,-0.07,-0.12,0,0,0,0,10,1,0,1816,5955,,0.004444444,0.004379381,21.6,,0.062716049,592,,11.14
343,19.8,10.18,0.54,0,-0.04,0.19,-0.08,-0.11,0.01,0,0,0,9.5,0,0,1816,5956,,0.004691358,0.003975258,19.8,,0.063703704,558,,10.18
344,18,9.41,0.54,0.02,-0.04,0.16,-0.07,-0.09,0.01,0,0,0,9,0,0,1816,5958,,0.004444444,0.003657732,18,,0.06345679,554,,9.41
345,16.4,8.54,0.45,0.02,-0.03,0.14,-0.07,-0.1,0.01,0,0,0,8,-0.5,0,1816,5959,,0.004197531,0.003336082,16.4,,0.06345679,554,,8.54
346,14,7.68,0.42,0.01,-0.03,0.14,-0.07,-0.08,0,0,0,0,7,-0.5,0,1817,0,,0.003703704,0.002993814,14,,0.063703704,548,,7.68
347,11.4,6.91,0.41,-0.01,-0.04,0.11,-0.07,-0.08,-0.02,0,0,0,6,0,0,1817,2,,0.002962963,0.002680412,11.4,,0.064691358,549,,6.91
348,9.4,6.04,0.42,0,-0.03,0.11,-0.08,-0.07,-0.02,0,0,0,5.5,0,0,1817,3,,0.002716049,0.002317526,9.4,,0.065432099,547,,6.04
349,7.4,5.17,0.44,0,-0.04,0.11,-0.08,-0.05,-0.01,0,0,0,5,0,0,1817,4,,0.002469136,0.001950515,7.4,,0.06617284,495,,5.17
350,5,4.32,0.32,0,-0.04,0.11,-0.07,-0.05,-0.02,0,0,0,4,-0.5,0,1817,6,,0.002222222,0.001649485,5,,0.066666667,532,,4.32
351,2.4,3.55,0.31,0,-0.04,0.1,-0.08,-0.04,-0.02,0,0,0,3.5,-0.5,0,1817,7,,0.001975309,0.001336082,2.4,,0.069382716,535,,3.55
352,-0.8,2.68,0.31,0,-0.04,0.1,-0.07,-0.01,-0.02,0,0,0,2,-0.5,0,1817,9,,0.001234568,0.00097732,-0.8,,0.07037037,531,,2.68
353,-2.2,2.2,0.32,0,-0.05,0.09,-0.09,-0.03,-0.02,0,0,0,2.5,-0.5,0,1817,10,,0.001481481,0.000775258,-2.2,,0.071604938,525,,2.2
354,-1.2,2.21,0.31,0,-0.04,0.1,-0.09,-0.03,-0.02,0,0,0,2.5,-0.5,0,1817,36,,0.001481481,0.000783505,-1.2,,0.072345679,508,,2.21
355,1.4,2.4,0.3,0,-0.05,0.09,-0.08,-0.03,-0.02,0,0,0,3.5,0.5,0,1817,37,,0.001481481,0.000865979,1.4,,0.07382716,317,,2.4
356,5.2,3.26,0.31,-0.01,-0.05,0.1,-0.08,-0.05,-0.03,0,0,0,4,0,0,1817,39,,0.001975309,0.001216495,5.2,,0.07382716,305,,3.26
357,8.6,4.13,0.31,0,-0.04,0.09,-0.09,-0.06,-0.02,0,0,0,5,0,0,1817,40,,0.002469136,0.001575258,8.6,,0.07308642,258,,4.13
358,11.6,5,0.31,0,-0.04,0.08,-0.08,-0.07,-0.02,0,0,0,5,0.5,0,1817,41,,0.002222222,0.001934021,11.6,,0.072839506,249,,5
359,13.6,5.75,0.35,-0.01,-0.03,0.09,-0.08,-0.07,-0.01,0,0,0,6.5,0.5,0,1817,43,,0.002962963,0.002226804,13.6,,0.071604938,219,,5.75
360,16.2,6.62,0.41,0.01,-0.05,0.08,-0.08,-0.08,-0.02,0,0,0,6.5,0.5,0,1817,44,,0.002962963,0.002560825,16.2,,0.070617284,199,,6.62
361,18.4,7.39,0.41,0,-0.04,0.09,-0.08,-0.09,-0.02,0,0,0,8,0,0,1817,45,,0.003950617,0.002878351,18.4,,0.070123457,179,,7.39
362,21.6,8.26,0.41,0.01,-0.05,0.09,-0.08,-0.1,-0.01,0,0,0,8.5,1,0,1817,47,,0.003703704,0.003237113,21.6,,0.068148148,150,,8.26
363,23.2,9.12,0.41,0,-0.04,0.09,-0.08,-0.11,0,0,0,0,9,1,0,1817,48,,0.003950617,0.003591753,23.2,,0.065185185,131,,9.12
364,26,9.9,0.52,0.01,-0.05,0.11,-0.08,-0.11,0.01,0,0,0,10,1,0,1817,49,,0.004444444,0.003868041,26,,0.062716049,111,,9.9
365,27.4,10.76,0.51,0,-0.05,0.13,-0.09,-0.11,0.01,0,0,0,11,1,0,1817,51,,0.004938272,0.004226804,27.4,,0.061481481,104,,10.76
366,29,11.62,0.52,0,-0.05,0.16,-0.08,-0.13,0.02,0,0,0,13,1.5,0,1817,52,,0.005679012,0.00457732,29,,0.056049383,85,,11.62
367,30.8,12.39,0.55,0.02,-0.04,0.18,-0.08,-0.11,0.04,0,0,0,12.5,1,0,1817,53,,0.005679012,0.004882474,30.8,,0.053333333,61,,12.39
368,33,13.26,0.55,0.01,-0.03,0.2,-0.08,-0.13,0.04,0,0,0,13.5,1.5,0,1817,55,,0.005925926,0.005241237,33,,0.050123457,48,,13.26
369,35.4,14.12,0.63,0.01,-0.05,0.23,-0.08,-0.13,0.04,0,0,0,14,1,0,1817,56,,0.006419753,0.005562887,35.4,,0.049135802,40,,14.12
370,37.6,14.98,0.62,0,-0.05,0.27,-0.08,-0.14,0.06,0,0,0,15,2,0,1817,58,,0.006419753,0.005921649,37.6,,0.045432099,29,,14.98
371,38.4,15.84,0.62,0,-0.05,0.3,-0.08,-0.13,0.06,0,0,0,15.5,1.5,0,1817,59,,0.00691358,0.006276289,38.4,,0.040987654,19,,15.84
372,40.4,16.61,0.62,0,-0.05,0.34,-0.08,-0.14,0.08,0,0,0,17,2.5,0,1817,100,,0.007160494,0.006593814,40.4,,0.036790123,11,,16.61
373,42.4,17.47,0.62,-0.01,-0.06,0.38,-0.08,-0.14,0.09,0,0,0,17,2,0,1817,102,,0.007407407,0.006948454,42.4,,0.032839506,0,,17.47
374,44.4,18.25,0.68,0.01,-0.06,0.43,-0.09,-0.14,0.11,0,0,0,19,2,0,1817,103,,0.008395062,0.007245361,44.4,,0.032839506,9,,18.25
375,45.8,19.11,0.72,-0.01,-0.06,0.47,-0.08,-0.14,0.11,0,0,0,19,2.5,0,1817,104,,0.008148148,0.007583505,45.8,,0.032839506,10,,19.11
376,47.2,19.99,0.72,0,-0.06,0.52,-0.08,-0.14,0.13,0,0,0,20,2.5,0,1817,106,,0.008641975,0.007946392,47.2,,,,,19.99
377,47.8,20.76,0.72,-0.01,-0.05,0.56,-0.08,-0.14,0.15,0,0,0,20,2.5,0,1817,107,,0.008641975,0.008263918,47.8,,,,,20.76
378,50.6,21.62,0.72,0,-0.05,0.62,-0.08,-0.15,0.16,0,0,0,21.5,2.5,0,1817,108,,0.009382716,0.008618557,50.6,,,,,21.62
379,52.2,22.49,0.72,-0.01,-0.06,0.66,-0.07,-0.14,0.18,0,0,0,22,3,0,1817,110,,0.009382716,0.00897732,52.2,,,,,22.49
380,53.4,23.26,0.72,0,-0.06,0.71,-0.07,-0.15,0.2,0,0,0,23,3.5,0,1817,111,,0.00962963,0.009294845,53.4,,,,,23.26
381,55.6,24.13,0.82,-0.01,-0.05,0.76,-0.07,-0.15,0.21,0,0,0,24,3,0,1817,113,,0.01037037,0.009612371,55.6,,,,,24.13
382,57.4,24.99,0.82,-0.01,-0.05,0.8,-0.06,-0.14,0.23,0,0,0,24.5,3.5,0,1817,114,,0.01037037,0.00996701,57.4,,,,,24.99
383,58.8,25.86,0.82,0,-0.05,0.85,-0.06,-0.15,0.24,0,0,0,25,3.5,0,1817,115,,0.010617284,0.010325773,58.8,,,,,25.86
384,60.4,26.73,0.83,-0.01,-0.05,0.9,-0.06,-0.15,0.26,0,0,0,26,3.5,0,1817,117,,0.011111111,0.010680412,60.4,,,,,26.73
385,61.6,27.59,0.85,0.01,-0.05,0.94,-0.06,-0.15,0.28,0,0,0,27,3,0,1817,118,,0.011851852,0.011026804,61.6,,,,,27.59
386,63,28.47,0.87,0.01,-0.05,0.99,-0.07,-0.14,0.29,0,0,0,28,4,0,1817,120,,0.011851852,0.011381443,63,,,,,28.47
387,64.8,29.33,0.96,0.01,-0.05,1.03,-0.05,-0.14,0.31,0,0,0,29,3.5,0,1817,121,,0.012592593,0.011698969,64.8,,,,,29.33
388,65.8,30.2,0.96,0.02,-0.04,1.08,-0.06,-0.14,0.33,0,0,0,30,4,0,1817,122,,0.012839506,0.012057732,65.8,,,,,30.2
389,67.8,31.07,0.98,0.01,-0.04,1.12,-0.05,-0.15,0.34,0,0,0,30.5,3.5,0,1817,124,,0.013333333,0.012408247,67.8,,,,,31.07
390,68.6,31.88,0.96,0.01,-0.05,1.17,-0.05,-0.13,0.35,0,0,0,32,5,0,1817,125,,0.013333333,0.012750515,68.6,,,,,31.88
391,70.6,32.71,1.65,0.01,-0.42,1.21,-0.06,-0.15,0.37,0,0,0,32,4.5,0,1817,127,,0.013580247,0.012808247,70.6,,,,,32.71
392,70,33.09,1.07,0.02,-0.04,1.21,-0.07,-0.15,0.37,0,0,0,32,4.5,0,1817,128,,0.013580247,0.013204124,70,,,,,33.09
393,67.6,33.09,1.09,0.01,-0.04,1.22,-0.07,-0.15,0.37,0,0,0,31.5,4,0,1817,211,,0.013580247,0.013195876,67.6,,,,,33.09
394,64.6,32.8,1.07,0.01,-0.03,1.22,-0.06,-0.15,0.37,0,0,0,31,3,0,1817,212,,0.01382716,0.013084536,64.6,,,,,32.8
395,61.6,31.94,1.05,0,-0.03,1.21,-0.06,-0.16,0.38,0,0,0,30.5,2.5,0,1817,213,,0.01382716,0.012738144,61.6,,,,,31.94
396,59.6,31.17,1.07,0.01,-0.05,1.21,-0.06,-0.16,0.37,0,0,0,29.5,3,0,1817,215,,0.01308642,0.012412371,59.6,,,,,31.17
397,56.4,30.3,1.06,0.01,-0.04,1.22,-0.06,-0.16,0.34,0,0,0,28.5,3,0,1817,216,,0.012592593,0.012057732,56.4,,,,,30.3
398,55,29.54,1.08,0,-0.05,1.18,-0.07,-0.16,0.32,0,0,0,28,3,0,1817,217,,0.012345679,0.011736082,55,,,,,29.54
399,52.6,28.66,0.94,0,-0.04,1.14,-0.06,-0.17,0.31,0,0,0,27.5,3.5,0,1817,219,,0.011851852,0.011430928,52.6,,,,,28.66
400,51,27.86,0.96,0.02,-0.04,1.1,-0.07,-0.16,0.29,0,0,0,26.5,3,0,1817,220,,0.011604938,0.011092784,51,,,,,27.86
401,48.4,27.02,0.94,-0.01,-0.05,1.06,-0.07,-0.17,0.27,0,0,0,25.5,3,0,1817,221,,0.011111111,0.010754639,48.4,,,,,27.02
402,48.2,26.25,0.95,0.01,-0.06,1.01,-0.07,-0.16,0.26,0,0,0,25,2.5,0,1817,223,,0.011111111,0.01043299,48.2,,,,,26.25
403,46,25.37,0.96,0.01,-0.05,0.97,-0.07,-0.15,0.24,0,0,0,24,2.5,0,1817,224,,0.010617284,0.010065979,46,,,,,25.37
404,44.4,24.61,0.96,0,-0.05,0.92,-0.08,-0.16,0.23,0,0,0,23.5,2,0,1817,225,,0.010617284,0.009752577,44.4,,,,,24.61
405,43.4,23.84,0.92,0.01,-0.05,0.88,-0.07,-0.15,0.21,0,0,0,23,2.5,0,1817,227,,0.010123457,0.009451546,43.4,,,,,23.84
406,41.2,22.97,0.85,0.02,-0.04,0.82,-0.07,-0.15,0.19,0,0,0,21.5,2.5,0,1817,228,,0.009382716,0.009121649,41.2,,,,,22.97
407,39.4,22.19,0.85,0.01,-0.05,0.78,-0.07,-0.14,0.17,0,0,0,21,2.5,0,1817,229,,0.009135802,0.0088,39.4,,,,,22.19
408,38.2,21.42,0.82,0,-0.04,0.72,-0.08,-0.15,0.16,0,0,0,20.5,2,0,1817,231,,0.009135802,0.008494845,38.2,,,,,21.42
409,36.4,20.56,0.87,0.01,-0.05,0.68,-0.08,-0.15,0.15,0,0,0,19.5,1.5,0,1817,232,,0.008888889,0.008119588,36.4,,,,,20.56
410,34.4,19.79,0.86,0.01,-0.05,0.63,-0.08,-0.15,0.13,0,0,0,19,2,0,1817,233,,0.008395062,0.007806186,34.4,,,,,19.79
411,33.8,18.91,0.83,0,-0.05,0.58,-0.09,-0.14,0.11,0,0,0,18,2,0,1817,235,,0.007901235,0.00745567,33.8,,,,,18.91
412,32.8,18.06,0.74,0.01,-0.06,0.52,-0.1,-0.15,0.09,0,0,0,17,1.5,0,1817,236,,0.007654321,0.007142268,32.8,,,,,18.06
413,30.8,17.29,0.74,0,-0.05,0.47,-0.1,-0.15,0.09,0,0,0,16.5,1.5,0,1817,237,,0.007407407,0.006824742,30.8,,,,,17.29
414,28.6,16.13,0.74,0.01,-0.04,0.41,-0.09,-0.14,0.06,0,0,0,15,1,0,1817,239,,0.00691358,0.006346392,28.6,,,,,16.13
415,26.8,15.37,0.75,0.02,-0.04,0.36,-0.11,-0.15,0.05,0,0,0,15,1,0,1817,241,,0.00691358,0.006028866,26.8,,,,,15.37
416,25,14.5,0.74,0.01,-0.04,0.32,-0.11,-0.14,0.05,0,0,0,13.5,0.5,0,1817,242,,0.006419753,0.005674227,25,,,,,14.5
417,23.6,13.54,0.65,0.02,-0.05,0.27,-0.11,-0.14,0.03,0,0,0,12.5,0.5,0,1817,243,,0.005925926,0.005315464,23.6,,,,,13.54
418,21.6,12.68,0.64,0.01,-0.03,0.23,-0.12,-0.13,0.02,0,0,0,12,0.5,0,1817,245,,0.005679012,0.004964948,21.6,,,,,12.68
419,19.8,11.81,0.64,0.01,-0.03,0.2,-0.11,-0.13,0.01,0,0,0,11.5,0.5,0,1817,246,,0.005432099,0.004606186,19.8,,,,,11.81
420,18.2,11.04,0.66,0.02,-0.02,0.2,-0.11,-0.12,0.01,0,0,0,10.5,0,0,1817,247,,0.005185185,0.004280412,18.2,,,,,11.04
421,16.4,10.26,0.61,0,-0.04,0.17,-0.12,-0.1,0.01,0,0,0,9.5,0.5,0,1817,249,,0.004444444,0.003979381,16.4,,,,,10.26
422,14.8,9.39,0.64,0.01,-0.03,0.14,-0.12,-0.1,0,0,0,0,9,0,0,1817,250,,0.004444444,0.003608247,14.8,,,,,9.39
423,13,8.55,0.55,0.01,-0.06,0.14,-0.12,-0.1,-0.01,0,0,0,8,-0.5,0,1817,251,,0.004197531,0.003298969,13,,,,,8.55
424,11.2,7.78,0.51,0,-0.04,0.12,-0.12,-0.1,-0.02,0,0,0,7.5,0,0,1817,253,,0.003703704,0.002997938,11.2,,,,,7.78
425,8.8,6.91,0.54,0.02,-0.05,0.11,-0.11,-0.07,-0.01,0,0,0,6.5,0,0,1817,254,,0.003209877,0.002626804,8.8,,,,,6.91
426,6.2,6.05,0.55,0.01,-0.05,0.11,-0.12,-0.06,-0.01,0,0,0,5.5,0,0,1817,255,,0.002716049,0.002268041,6.2,,,,,6.05
427,4.4,5.28,0.45,0.02,-0.04,0.12,-0.11,-0.05,-0.01,0,0,0,4.5,0,0,1817,257,,0.002222222,0.001991753,4.4,,,,,5.28
428,1.8,4.42,0.44,0.02,-0.04,0.1,-0.13,-0.04,-0.02,0,0,0,4,0,0,1817,258,,0.001975309,0.001641237,1.8,,,,,4.42
429,-0.6,3.54,0.41,-0.04,-0.03,0.1,-0.12,-0.02,-0.02,0,0,0,3.5,-0.5,0,1817,300,,0.001975309,0.001290722,-0.6,,,,,3.54
430,-1.6,3.26,0.45,0.02,-0.03,0.1,-0.12,-0.03,-0.01,0,0,0,3.5,-0.5,0,1817,301,,0.001975309,0.001158763,-1.6,,,,,3.26
431,-0.8,3.27,0.44,0.01,-0.03,0.1,-0.12,-0.04,-0.03,0,0,0,3.5,-0.5,0,1817,316,,0.001975309,0.00116701,-0.8,,,,,3.27
432,2.6,3.55,0.44,0.01,-0.04,0.1,-0.12,-0.04,-0.02,0,0,0,4,0.5,0,1817,318,,0.001728395,0.001282474,2.6,,,,,3.55
433,5.8,4.42,0.43,0.01,-0.05,0.08,-0.12,-0.05,-0.02,0,0,0,4.5,0.5,0,1817,319,,0.001975309,0.001645361,5.8,,,,,4.42
434,9,5.27,0.4,0.01,-0.04,0.09,-0.12,-0.06,-0.02,0,0,0,6,0.5,0,1817,320,,0.002716049,0.002008247,9,,,,,5.27
435,11.4,6.04,0.44,0.02,-0.05,0.09,-0.12,-0.07,-0.04,0,0,0,6.5,0.5,0,1817,322,,0.002962963,0.002309278,11.4,,,,,6.04
436,13.6,6.82,0.5,0,-0.04,0.09,-0.12,-0.08,-0.03,0,0,0,7.5,1,0,1817,323,,0.003209877,0.002606186,13.6,,,,,6.82
437,16.2,7.69,0.53,0,-0.05,0.1,-0.12,-0.09,-0.02,0,0,0,8.5,0.5,0,1817,324,,0.003950617,0.002952577,16.2,,,,,7.69
438,19.4,8.55,0.53,0.01,-0.06,0.09,-0.12,-0.09,-0.02,0,0,0,9,1,0,1817,326,,0.003950617,0.003307216,19.4,,,,,8.55
439,22,9.41,0.5,-0.01,-0.05,0.09,-0.13,-0.11,-0.02,0,0,0,10,1.5,0,1817,327,,0.004197531,0.003674227,22,,,,,9.41
440,23,10.19,0.6,-0.01,-0.06,0.1,-0.12,-0.11,-0.02,0,0,0,10.5,1.5,0,1817,328,,0.004444444,0.003954639,23,,,,,10.19
441,24.8,11.04,0.6,-0.01,-0.05,0.11,-0.12,-0.11,0,0,0,0,11.5,1.5,0,1817,330,,0.004938272,0.004305155,24.8,,,,,11.04
442,26.2,11.82,0.62,0,-0.05,0.14,-0.12,-0.12,0,0,0,0,12.5,1,0,1817,331,,0.005679012,0.004618557,26.2,,,,,11.82
443,29,12.77,0.6,-0.01,-0.05,0.16,-0.13,-0.13,0.02,0,0,0,12.5,1.5,0,1817,333,,0.005432099,0.005018557,29,,,,,12.77
444,30.6,13.54,0.63,0,-0.05,0.19,-0.12,-0.13,0.03,0,0,0,14,2,0,1817,334,,0.005925926,0.005323711,30.6,,,,,13.54
445,32.4,14.4,0.74,0,-0.06,0.21,-0.12,-0.13,0.04,0,0,0,14.5,1.5,0,1817,335,,0.006419753,0.00563299,32.4,,,,,14.4
446,34,15.18,0.74,0.01,-0.05,0.25,-0.12,-0.13,0.05,0,0,0,15,1.5,0,1817,337,,0.006666667,0.005954639,34,,,,,15.18
447,35.6,15.94,0.71,-0.01,-0.06,0.27,-0.13,-0.13,0.07,0,0,0,16,1.5,0,1817,338,,0.007160494,0.006280412,35.6,,,,,15.94
448,38,17,0.73,0.01,-0.05,0.33,-0.13,-0.15,0.08,0,0,0,17,2,0,1817,340,,0.007407407,0.006709278,38,,,,,17
449,40.8,18.44,0.81,0,-0.05,0.41,-0.12,-0.14,0.09,0,0,0,18.5,2,0,1817,342,,0.008148148,0.007270103,40.8,,,,,18.44
450,42.2,19.3,0.83,0,-0.06,0.46,-0.12,-0.14,0.11,0,0,0,19.5,2.5,0,1817,343,,0.008395062,0.007616495,42.2,,,,,19.3
451,43.2,20.17,0.81,-0.01,-0.05,0.51,-0.12,-0.14,0.12,0,0,0,20,2.5,0,1817,345,,0.008641975,0.007983505,43.2,,,,,20.17
452,45,20.95,0.81,-0.01,-0.05,0.55,-0.13,-0.16,0.14,0,0,0,21,2.5,0,1817,346,,0.009135802,0.008305155,45,,,,,20.95
453,47,21.71,0.81,-0.01,-0.06,0.6,-0.12,-0.15,0.15,0,0,0,21.5,3,0,1817,347,,0.009135802,0.008618557,47,,,,,21.71
454,48.2,22.59,0.81,-0.01,-0.06,0.64,-0.11,-0.14,0.16,0,0,0,22.5,3.5,0,1817,349,,0.009382716,0.008981443,48.2,,,,,22.59
455,49.8,23.38,0.93,-0.01,-0.06,0.69,-0.11,-0.14,0.18,0,0,0,24,3.5,0,1817,350,,0.010123457,0.009257732,49.8,,,,,23.38
456,51.8,24.21,0.95,0,-0.06,0.74,-0.11,-0.14,0.2,0,0,0,25,3.5,0,1817,351,,0.010617284,0.009591753,51.8,,,,,24.21
457,52.6,25.09,0.94,0,-0.05,0.78,-0.11,-0.15,0.22,0,0,0,24.5,3.5,0,1817,353,,0.01037037,0.009958763,52.6,,,,,25.09
458,55.2,25.96,0.94,-0.01,-0.06,0.83,-0.11,-0.15,0.22,0,0,0,25.5,3.5,0,1817,354,,0.010864198,0.010317526,55.2,,,,,25.96
459,56.4,26.82,0.94,-0.01,-0.06,0.88,-0.11,-0.13,0.25,0,0,0,26,3.5,0,1817,356,,0.011111111,0.010672165,56.4,,,,,26.82
460,58.4,27.61,0.94,-0.01,-0.05,0.93,-0.11,-0.14,0.27,0,0,0,27.5,3.5,0,1817,357,,0.011851852,0.010997938,58.4,,,,,27.61
461,59.6,28.46,1.02,0,-0.05,0.97,-0.11,-0.15,0.28,0,0,0,28.5,3.5,0,1817,358,,0.012345679,0.011315464,59.6,,,,,28.46
462,61.2,29.32,1.05,0,-0.06,1.02,-0.11,-0.15,0.29,0,0,0,29.5,4,0,1817,400,,0.012592593,0.011657732,61.2,,,,,29.32
463,63,30.23,1.05,-0.01,-0.06,1.07,-0.1,-0.14,0.31,0,0,0,29.5,3.5,0,1817,401,,0.012839506,0.01203299,63,,,,,30.23
