ステップ,荷重0,変位計1,変位計2,変位計3,変位計4,変位計5,変位計6,変位計7,変位計8,変位計9,変位計10,変位計11,変位計12,変位計13,荷重14,日時,分秒,,,γ1-2,PS1C1,,,AS1C1,,変位計1
629,115.2,69.47,1.52,0.02,-0.04,2.88,-0.07,-0.38,1.06,0,0,0,68.5,8.5,0,1817,1206,,0.02962963,0.028020619,115.2,,,,,69.47
630,115.8,70.25,1.52,0.02,-0.03,2.91,-0.09,-0.4,1.07,0,0,0,68.5,9,0,1817,1207,,0.029382716,0.028342268,115.8,,,,,70.25
631,117,71.14,1.52,0.02,-0.03,2.96,-0.08,-0.4,1.08,0,0,0,70,9,0,1817,1209,,0.030123457,0.028709278,117,,,,,71.14
632,119,71.92,1.51,0.03,-0.03,2.99,-0.08,-0.4,1.1,0,0,0,70,9,0,1817,1210,,0.030123457,0.029035052,119,,,,,71.92
633,121.4,72.77,1.52,0.02,-0.04,3.04,-0.08,-0.41,1.11,0,0,0,71.5,9,0,1817,1211,,0.030864198,0.029381443,121.4,,,,,72.77
634,118.6,73.6,1.52,0.02,-0.04,3.08,-0.08,-0.42,1.13,0,0,0,72,9,0,1817,1213,,0.031111111,0.029723711,118.6,,,,,73.6
635,121.8,74.48,1.53,0.02,-0.03,3.11,-0.1,-0.43,1.14,0,0,0,73,9.5,0,1817,1214,,0.031358025,0.030082474,121.8,,,,,74.48
636,122.2,75.27,1.5,0.01,-0.04,3.15,-0.1,-0.43,1.16,0,0,0,73.5,9.5,0,1817,1216,,0.031604938,0.030420619,122.2,,,,,75.27
637,123,76.16,1.5,0.01,-0.05,3.19,-0.11,-0.45,1.17,0,0,0,74.5,9.5,0,1817,1217,,0.032098765,0.030787629,123,,,,,76.16
638,124.6,76.95,1.55,0.01,-0.05,3.23,-0.11,-0.48,1.19,0,0,0,75,9,0,1817,1218,,0.032592593,0.031092784,124.6,,,,,76.95
639,124.6,77.93,1.6,0.01,-0.04,3.27,-0.11,-0.48,1.2,0,0,0,76.5,9.5,0,1817,1220,,0.03308642,0.031476289,124.6,,,,,77.93
640,125.6,78.66,1.6,0.01,-0.04,3.31,-0.12,-0.5,1.22,0,0,0,76.5,10.5,0,1817,1221,,0.032592593,0.03177732,125.6,,,,,78.66
641,126.4,79.52,1.62,0.01,-0.04,3.34,-0.12,-0.5,1.24,0,0,0,77.5,10.5,0,1817,1223,,0.03308642,0.032123711,126.4,,,,,79.52
642,128.2,80.3,1.62,0.01,-0.04,3.39,-0.11,-0.51,1.25,0,0,0,78.5,10.5,0,1817,1224,,0.033580247,0.032445361,128.2,,,,,80.3
643,129.4,81.08,1.61,0.02,-0.05,3.42,-0.15,-0.52,1.27,0,0,0,80,10.5,0,1817,1225,,0.034320988,0.032771134,129.4,,,,,81.08
644,129.6,81.97,1.62,0.01,-0.03,3.44,-0.14,-0.52,1.28,0,0,0,80,10.5,0,1817,1227,,0.034320988,0.033134021,129.6,,,,,81.97
645,130,82.76,1.62,0.02,-0.04,3.5,-0.14,-0.52,1.3,0,0,0,81,10.5,0,1817,1228,,0.034814815,0.033459794,130,,,,,82.76,
646,132.2,83.65,1.62,0.02,-0.04,3.53,-0.14,-0.54,1.31,0,0,0,81.5,10.5,0,1817,1229,,0.035061728,0.033826804,132.2,,,,,83.65,
647,133,84.45,1.61,0.02,-0.04,3.57,-0.15,-0.55,1.34,0,0,0,83,11,0,1817,1231,,0.035555556,0.034160825,133,,,,,84.45,
648,133.4,85.23,1.62,0.01,-0.05,3.6,-0.14,-0.56,1.34,0,0,0,83.5,11.5,0,1817,1232,,0.035555556,0.034478351,133.4,,,,,85.23,
649,134.2,86.13,1.65,0.02,-0.03,3.65,-0.14,-0.56,1.35,0,0,0,84.5,12,0,1817,1234,,0.035802469,0.034837113,134.2,,,,,86.13,
650,134.8,87.21,1.74,0.02,-0.03,3.7,-0.14,-0.57,1.38,0,0,0,85.5,10.5,0,1817,1236,,0.037037037,0.035245361,134.8,,,,,87.21,
651,127.8,88.02,1.75,0.01,-0.01,3.71,-0.18,-0.64,1.39,0,0,0,85.5,10.5,0,1817,1438,,0.037037037,0.035575258,127.8,,,,,88.02,91.38
652,126.8,88.02,1.71,0.01,-0.04,3.72,-0.2,-0.67,1.36,0,0,0,85.5,11,0,1817,1519,,0.036790123,0.035591753,126.8,,,,,-3.36,88.02
653,126.2,88.02,1.72,0.01,-0.04,3.72,-0.21,-0.67,1.39,0,0,0,85.5,11.5,0,1817,1613,,0.03654321,0.035587629,126.2,,,,,-3.36,88.02
654,129,88.69,1.79,-0.01,-0.05,3.72,-0.2,-0.67,1.38,0,0,0,86.5,12,0,1817,1614,,0.036790123,0.035835052,129,,,,,-2.69,88.69
655,131.8,89.65,1.82,0,-0.05,3.77,-0.21,-0.67,1.39,0,0,0,88,12,0,1817,1616,,0.037530864,0.036218557,131.8,,,,,-1.73,89.65
656,133.6,90.6,1.8,0.01,-0.05,3.82,-0.21,-0.67,1.41,0,0,0,88.5,12,0,1817,1618,,0.037777778,0.036618557,133.6,,,,,-0.78,90.6
657,134.6,91.57,1.81,0,-0.04,3.85,-0.21,-0.68,1.44,0,0,0,89,12,0,1817,1619,,0.038024691,0.037014433,134.6,,,,,0.19,91.57
658,136.2,92.33,1.79,0,-0.04,3.9,-0.21,-0.68,1.46,0,0,0,90,12.5,0,1817,1621,,0.038271605,0.037336082,136.2,,,,,0.95,92.33
659,139.6,93.19,1.81,0.02,-0.03,3.95,-0.21,-0.68,1.47,0,0,0,90.5,12,0,1817,1622,,0.038765432,0.037682474,139.6,,,,,1.81,93.19
660,138.4,94.01,1.87,0.01,-0.05,3.99,-0.21,-0.69,1.49,0,0,0,91.5,12,0,1817,1623,,0.039259259,0.037995876,138.4,,,,,2.63,94.01
661,141.6,94.83,1.93,0,-0.04,4.03,-0.21,-0.69,1.49,0,0,0,92.5,13,0,1817,1625,,0.039259259,0.038309278,141.6,,,,,3.45,94.83
662,142.4,95.59,1.92,0.01,-0.04,4.07,-0.21,-0.7,1.52,0,0,0,93.5,12.5,0,1817,1626,,0.04,0.038626804,142.4,,,,,4.21,95.59
663,143.2,96.4,1.92,0,-0.04,4.09,-0.22,-0.71,1.54,0,0,0,94,13,0,1817,1627,,0.04,0.038960825,143.2,,,,,5.02,96.4
664,144.8,97.22,1.93,0.01,-0.05,4.14,-0.22,-0.71,1.56,0,0,0,95,13,0,1817,1629,,0.040493827,0.039294845,144.8,,,,,5.84,97.22
665,146.4,98,1.94,0.01,-0.02,4.18,-0.22,-0.71,1.57,0,0,0,95.5,13,0,1817,1630,,0.040740741,0.039612371,146.4,,,,,6.62,98
666,146,98.87,1.93,0.01,-0.03,4.21,-0.24,-0.71,1.59,0,0,0,97.5,13.5,0,1817,1631,,0.041481481,0.039975258,146,,,,,7.49,98.87
667,146.4,99.67,1.83,0.02,-0.04,4.24,-0.29,-0.74,1.6,0,0,0,97.5,14,0,1817,1633,,0.041234568,0.040346392,146.4,,,,,8.29,99.67
668,147.2,100.49,1.83,0.02,-0.04,4.27,-0.32,-0.76,1.62,0,0,0,98,14,0,1817,1634,,0.041481481,0.040684536,147.2,,,,,9.11,100.49
669,148.8,101.36,1.83,0.02,-0.04,4.31,-0.34,-0.77,1.63,0,0,0,99,13.5,0,1817,1635,,0.042222222,0.041043299,148.8,,,,,9.98,101.36
670,148,102.17,1.83,0.02,-0.04,4.35,-0.34,-0.78,1.64,0,0,0,100,13,0,1817,1637,,0.042962963,0.04137732,148,,,,,10.79,102.17
671,149.8,102.99,1.83,0.02,-0.03,4.38,-0.38,-0.79,1.67,0,0,0,100.5,13.5,0,1817,1638,,0.042962963,0.041715464,149.8,,,,,11.61,102.99
672,149.6,103.77,1.84,0.01,-0.04,4.41,-0.39,-0.8,1.68,0,0,0,101,14,0,1817,1639,,0.042962963,0.04203299,149.6,,,,,12.39,103.77
673,151.6,105.01,1.85,0,-0.04,4.46,-0.39,-0.81,1.69,0,0,0,102.5,14.5,0,1817,1641,,0.04345679,0.042540206,151.6,,,,,13.63,105.01
674,152,105.97,1.84,0.02,-0.04,4.49,-0.4,-0.82,1.72,0,0,0,103,14,0,1817,1643,,0.043950617,0.042940206,152,,,,,14.59,105.97
675,153.8,106.74,1.85,0.02,-0.03,4.53,-0.4,-0.82,1.74,0,0,0,104,14,0,1817,1644,,0.044444444,0.043253608,153.8,,,,,15.36,106.74
676,154.4,107.5,1.85,0.02,-0.01,4.56,-0.4,-0.83,1.75,0,0,0,104.5,14,0,1817,1646,,0.044691358,0.04356701,154.4,,,,,16.12,107.5
677,154.8,108.36,1.83,0.02,-0.04,4.59,-0.45,-0.86,1.76,0,0,0,106,14.5,0,1817,1647,,0.045185185,0.043929897,154.8,,,,,16.98,108.36
678,156,109.24,1.91,0.01,-0.03,4.64,-0.45,-0.88,1.77,0,0,0,106.5,14.5,0,1817,1648,,0.045432099,0.044259794,156,,,,,17.86,109.24
679,156.6,110.09,1.93,0.01,-0.03,4.67,-0.45,-0.88,1.79,0,0,0,107.5,14.5,0,1817,1650,,0.045925926,0.044602062,156.6,,,,,18.71,110.09
680,156.8,110.87,1.94,0.02,-0.04,4.71,-0.46,-0.88,1.8,0,0,0,108,15,0,1817,1651,,0.045925926,0.044919588,156.8,,,,,19.49,110.87
681,158.8,111.7,1.94,0.01,-0.03,4.75,-0.47,-0.9,1.83,0,0,0,109.5,15,0,1817,1653,,0.046666667,0.045261856,158.8,,,,,20.32,111.7
682,158.6,112.6,1.92,0.01,-0.05,4.77,-0.47,-0.91,1.84,0,0,0,109.5,15.5,0,1817,1654,,0.046419753,0.045641237,158.6,,,,,21.22,112.6
683,159.4,113.56,1.93,0.01,-0.05,4.82,-0.48,-0.92,1.85,0,0,0,110,15,0,1817,1656,,0.04691358,0.04603299,159.4,,,,,22.18,113.56
684,145.4,113.68,2.01,0,-0.05,4.82,-0.54,-0.98,1.85,0,0,0,110,15,0,1817,2129,,0.04691358,0.046049485,145.4,,,,,22.3,113.68
685,150.4,114.73,2.12,0,-0.05,4.83,-0.54,-0.98,1.85,0,0,0,111.5,15,0,1817,2132,,0.047654321,0.046437113,150.4,,,,,23.35,114.73
686,152.4,115.69,2.12,0,-0.05,4.89,-0.54,-0.99,1.85,0,0,0,112,15.5,0,1817,2133,,0.047654321,0.04683299,152.4,,,,,24.31,115.69
687,155.2,116.66,2.1,0,-0.05,4.94,-0.54,-0.99,1.88,0,0,0,113,15.5,0,1817,2135,,0.048148148,0.047241237,155.2,,,,,25.28,116.66
688,156.8,117.44,2.13,0,-0.05,4.97,-0.54,-0.99,1.92,0,0,0,114,16,0,1817,2136,,0.048395062,0.047550515,156.8,,,,,26.06,117.44
689,157.8,118.21,2.13,0.01,-0.05,5.02,-0.55,-0.99,1.93,0,0,0,114.5,16,0,1817,2137,,0.048641975,0.047868041,157.8,,,,,26.83,118.21
690,159.4,119.06,2.12,0,-0.05,5.06,-0.53,-0.99,1.94,0,0,0,115,16,0,1817,2139,,0.048888889,0.04822268,159.4,,,,,27.68,119.06
691,160.8,119.85,2.18,0,-0.05,5.1,-0.54,-1,1.96,0,0,0,116,16.5,0,1817,2140,,0.049135802,0.048523711,160.8,,,,,28.47,119.85
692,161.6,120.61,2.23,0,-0.04,5.14,-0.54,-1.01,1.97,0,0,0,116.5,16,0,1817,2141,,0.04962963,0.048816495,161.6,,,,,29.23,120.61
693,163.6,121.38,2.22,0,-0.05,5.17,-0.54,-1.01,1.98,0,0,0,118,16,0,1817,2143,,0.05037037,0.049138144,163.6,,,,,30,121.38
694,164.8,122.17,2.23,0.01,-0.05,5.2,-0.54,-1.02,2.01,0,0,0,118.5,16,0,1817,2144,,0.050617284,0.049459794,164.8,,,,,30.79,122.17
695,166.4,123.03,2.23,0,-0.05,5.23,-0.53,-1.02,2.02,0,0,0,119.5,17,0,1817,2145,,0.050617284,0.049814433,166.4,,,,,31.65,123.03
696,166.4,123.8,2.23,0.01,-0.05,5.27,-0.54,-1.05,2.03,0,0,0,120,16.5,0,1817,2147,,0.051111111,0.050131959,166.4,,,,,32.42,123.8
697,167.2,124.56,2.25,0.01,-0.05,5.3,-0.57,-1.05,2.04,0,0,0,120.5,16.5,0,1817,2148,,0.051358025,0.050437113,167.2,,,,,33.18,124.56
698,168,125.34,2.23,0,-0.04,5.33,-0.58,-1.05,2.06,0,0,0,121.5,16.5,0,1817,2149,,0.051851852,0.05076701,168,,,,,33.96,125.34
699,169.6,126.2,2.25,0.01,-0.04,5.37,-0.61,-1.06,2.09,0,0,0,122.5,17,0,1817,2151,,0.052098765,0.051113402,169.6,,,,,34.82,126.2
700,171.4,126.97,2.24,0.01,-0.04,5.4,-0.6,-1.07,2.1,0,0,0,123,16.5,0,1817,2152,,0.052592593,0.051435052,171.4,,,,,35.59,126.97
701,170.2,127.75,2.27,0.01,-0.04,5.43,-0.62,-1.09,2.11,0,0,0,123.5,16.5,0,1817,2153,,0.052839506,0.05174433,170.2,,,,,36.37,127.75
702,171.8,128.63,2.24,0,-0.05,5.46,-0.63,-1.1,2.12,0,0,0,124.5,17,0,1817,2155,,0.05308642,0.052119588,171.8,,,,,37.25,128.63
703,172.4,129.39,2.23,0.01,-0.03,5.5,-0.63,-1.11,2.13,0,0,0,125,17,0,1817,2156,,0.053333333,0.052437113,172.4,,,,,38.01,129.39
704,171.8,130.18,2.25,0.01,-0.04,5.53,-0.64,-1.12,2.15,0,0,0,126,17,0,1817,2157,,0.05382716,0.052754639,171.8,,,,,38.8,130.18
705,173.6,130.94,2.23,0,-0.04,5.55,-0.65,-1.14,2.17,0,0,0,127,17.5,0,1817,2159,,0.054074074,0.053076289,173.6,,,,,39.56,130.94
706,174,131.82,2.25,0,-0.04,5.58,-0.66,-1.14,2.18,0,0,0,127.5,17,0,1817,2200,,0.054567901,0.053430928,174,,,,,40.44,131.82
707,175.4,132.6,2.23,0.01,-0.05,5.62,-0.68,-1.17,2.2,0,0,0,129,17,0,1817,2201,,0.055308642,0.053760825,175.4,,,,,41.22,132.6
708,175.8,133.46,2.26,0.02,-0.03,5.64,-0.68,-1.17,2.22,0,0,0,129,17.5,0,1817,2203,,0.055061728,0.054103093,175.8,,,,,42.08,133.46
709,176,134.24,2.26,0.02,-0.04,5.68,-0.7,-1.19,2.22,0,0,0,129.5,17.5,0,1817,2204,,0.055308642,0.054424742,176,,,,,42.86,134.24
710,177.6,135.03,2.25,0.01,-0.04,5.7,-0.71,-1.19,2.25,0,0,0,130.5,17.5,0,1817,2205,,0.055802469,0.054754639,177.6,,,,,43.65,135.03
711,177.2,135.88,2.26,0.01,-0.04,5.73,-0.72,-1.21,2.27,0,0,0,131.5,18,0,1817,2207,,0.056049383,0.055101031,177.2,,,,,44.5,135.88
712,178.8,136.67,2.33,0,-0.05,5.76,-0.72,-1.23,2.26,0,0,0,132.5,18,0,1817,2208,,0.05654321,0.055397938,178.8,,,,,45.29,136.67
713,179.8,137.44,2.32,-0.01,-0.04,5.79,-0.74,-1.23,2.29,0,0,0,132.5,18,0,1817,2209,,0.05654321,0.055719588,179.8,,,,,46.06,137.44
714,179,138.21,2.35,0,-0.05,5.82,-0.75,-1.24,2.29,0,0,0,133.5,18.5,0,1817,2211,,0.056790123,0.056024742,179,,,,,46.83,138.21
715,180.6,139,2.32,-0.01,-0.05,5.84,-0.75,-1.26,2.3,0,0,0,134,18.5,0,1817,2212,,0.057037037,0.056362887,180.6,,,,,47.62,139
716,180.4,139.96,2.34,0.01,-0.05,5.88,-0.78,-1.28,2.32,0,0,0,135,18.5,0,1817,2214,,0.057530864,0.056750515,180.4,,,,,48.58,139.96
717,162.4,140.05,2.61,0.02,-0.02,5.88,-0.89,-1.39,2.33,0,0,0,135,17,0,1817,2945,,0.058271605,0.056676289,162.4,,,,,48.67,140.05
718,153.2,138.32,2.59,0.02,-0.02,5.8,-0.89,-1.4,2.29,0,0,0,133,17,0,1817,2949,,0.057283951,0.055971134,153.2,,,,,46.94,138.32
719,150.6,137.34,2.57,0,-0.02,5.75,-0.89,-1.38,2.27,0,0,0,131.5,17,0,1817,2951,,0.05654321,0.055575258,150.6,,,,,45.96,137.34
720,148.8,136.47,2.6,0.03,-0.01,5.71,-0.89,-1.38,2.26,0,0,0,131,17,0,1817,2952,,0.056296296,0.055204124,148.8,,,,,45.09,136.47
721,144.8,135.63,2.47,0,-0.02,5.67,-0.9,-1.38,2.24,0,0,0,130.5,17,0,1817,2954,,0.056049383,0.05491134,144.8,,,,,44.25,135.63
722,143.6,134.82,2.46,0.01,-0.01,5.64,-0.9,-1.37,2.22,0,0,0,129.5,16.5,0,1817,2955,,0.055802469,0.054581443,143.6,,,,,43.44,134.82
723,142.4,134.04,2.49,0.02,-0.03,5.59,-0.9,-1.37,2.2,0,0,0,128.5,16,0,1817,2956,,0.055555556,0.054247423,142.4,,,,,42.66,134.04
724,140.4,133.27,2.46,0.01,-0.03,5.55,-0.9,-1.37,2.18,0,0,0,128,16,0,1817,2958,,0.055308642,0.053942268,140.4,,,,,41.89,133.27
725,137.8,132.5,2.47,0.01,-0.02,5.51,-0.9,-1.37,2.17,0,0,0,127,16,0,1817,2959,,0.054814815,0.053620619,137.8,,,,,41.12,132.5
726,135.4,131.63,2.5,0.02,-0.01,5.47,-0.9,-1.36,2.15,0,0,0,126.5,16,0,1817,3000,,0.054567901,0.053249485,135.4,,,,,40.25,131.63
727,134,130.85,2.5,0.02,-0.03,5.43,-0.9,-1.35,2.14,0,0,0,125.5,16,0,1817,3002,,0.054074074,0.052927835,134,,,,,39.47,130.85
728,132.2,130.08,2.5,0.02,-0.03,5.38,-0.91,-1.35,2.12,0,0,0,125,16,0,1817,3003,,0.05382716,0.052610309,132.2,,,,,38.7,130.08
729,130.6,129.3,2.4,0.03,-0.02,5.34,-0.91,-1.35,2.1,0,0,0,124.5,16,0,1817,3004,,0.053580247,0.052329897,130.6,,,,,37.92,129.3
730,128.2,128.52,2.38,0.01,-0.02,5.31,-0.92,-1.34,2.09,0,0,0,123,16,0,1817,3006,,0.052839506,0.052016495,128.2,,,,,37.14,128.52
731,126.6,127.66,2.39,0.02,-0.01,5.27,-0.91,-1.34,2.08,0,0,0,122.5,16,0,1817,3007,,0.052592593,0.051657732,126.6,,,,,36.28,127.66
732,125.4,126.88,2.39,0.02,-0.02,5.23,-0.92,-1.33,2.06,0,0,0,122,15.5,0,1817,3008,,0.052592593,0.051336082,125.4,,,,,35.5,126.88
733,123.2,126.1,2.39,0.02,-0.01,5.18,-0.93,-1.34,2.03,0,0,0,121.5,15.5,0,1817,3010,,0.052345679,0.051014433,123.2,,,,,34.72,126.1
734,121.2,125.34,2.39,0.03,-0.01,5.15,-0.92,-1.32,2.02,0,0,0,120.5,15.5,0,1817,3011,,0.051851852,0.050701031,121.2,,,,,33.96,125.34
735,119.6,124.51,2.39,0.03,-0.02,5.1,-0.92,-1.32,2.01,0,0,0,119,15,0,1817,3012,,0.051358025,0.050358763,119.6,,,,,33.13,124.51
736,118.8,123.69,2.3,0.02,-0.01,5.06,-0.93,-1.31,1.98,0,0,0,118.5,15,0,1817,3014,,0.051111111,0.050057732,118.8,,,,,32.31,123.69
737,117.6,122.94,2.28,0.02,-0.02,5.03,-0.92,-1.3,1.98,0,0,0,118,15,0,1817,3015,,0.050864198,0.049756701,117.6,,,,,31.56,122.94
738,115.2,122.15,2.29,0.02,-0.01,4.99,-0.92,-1.3,1.95,0,0,0,116.5,15,0,1817,3016,,0.050123457,0.049426804,115.2,,,,,30.77,122.15
739,113.4,121.28,2.28,0.02,-0.03,4.96,-0.93,-1.29,1.94,0,0,0,116,15,0,1817,3018,,0.049876543,0.049072165,113.4,,,,,29.9,121.28
740,110.8,120.51,2.28,0.02,-0.02,4.91,-0.94,-1.3,1.92,0,0,0,115.5,15,0,1817,3019,,0.04962963,0.048754639,110.8,,,,,29.13,120.51
741,108.8,119.68,2.28,0.02,-0.01,4.87,-0.95,-1.29,1.91,0,0,0,114.5,14.5,0,1817,3020,,0.049382716,0.048412371,108.8,,,,,28.3,119.68
742,105.8,118.87,2.28,0.02,-0.02,4.84,-0.94,-1.29,1.88,0,0,0,113,14.5,0,1817,3021,,0.048641975,0.048078351,105.8,,,,,27.49,118.87
743,103.6,118.1,2.19,0.02,-0.05,4.79,-0.95,-1.28,1.87,0,0,0,113,14.5,0,1817,3023,,0.048641975,0.047797938,103.6,,,,,26.72,118.1
744,100.8,117.23,2.14,0.01,-0.04,4.75,-0.94,-1.28,1.85,0,0,0,112.5,14.5,0,1817,3024,,0.048395062,0.047459794,100.8,,,,,25.85,117.23
745,99.4,116.42,2.13,0.01,-0.05,4.71,-0.95,-1.27,1.83,0,0,0,111.5,14.5,0,1817,3026,,0.047901235,0.047129897,99.4,,,,,25.04,116.42
746,96.6,115.6,2.14,0.01,-0.04,4.67,-0.95,-1.25,1.81,0,0,0,110.5,14,0,1817,3027,,0.047654321,0.046787629,96.6,,,,,24.22,115.6
747,93.8,114.72,2.17,0.01,-0.02,4.64,-0.95,-1.24,1.8,0,0,0,110,14.5,0,1817,3028,,0.047160494,0.046412371,93.8,,,,,23.34,114.72
748,93.2,113.95,2.16,0.01,-0.03,4.6,-0.95,-1.24,1.78,0,0,0,109,14,0,1817,3030,,0.04691358,0.046098969,93.2,,,,,22.57,113.95
749,92.2,113.17,2.13,0,-0.02,4.56,-0.95,-1.23,1.76,0,0,0,108.5,14,0,1817,3031,,0.046666667,0.045789691,92.2,,,,,21.79,113.17
750,91.6,112.31,2.04,0.01,-0.03,4.51,-0.95,-1.24,1.74,0,0,0,107.5,14,0,1817,3032,,0.04617284,0.045472165,91.6,,,,,20.93,112.31
751,87.6,111.45,2.03,0,-0.04,4.46,-0.96,-1.23,1.73,0,0,0,106,13.5,0,1817,3034,,0.045679012,0.045121649,87.6,,,,,20.07,111.45
752,88.4,110.65,2.03,0.01,-0.04,4.43,-0.96,-1.23,1.72,0,0,0,105.5,14,0,1817,3035,,0.045185185,0.044791753,88.4,,,,,19.27,110.65
753,86.6,109.82,2.03,0,-0.03,4.37,-0.97,-1.22,1.69,0,0,0,104,13.5,0,1817,3036,,0.044691358,0.044449485,86.6,,,,,18.44,109.82
754,85.4,109.06,2.02,0,-0.04,4.34,-0.96,-1.21,1.68,0,0,0,104,13.5,0,1817,3038,,0.044691358,0.044140206,85.4,,,,,17.68,109.06
755,85,108.2,2.02,0,-0.04,4.29,-0.95,-1.2,1.66,0,0,0,103.5,13,0,1817,3039,,0.044691358,0.043785567,85,,,,,16.82,108.2
756,82.8,107.41,2.02,0.01,-0.04,4.24,-0.96,-1.19,1.65,0,0,0,103,13,0,1817,3040,,0.044444444,0.043459794,82.8,,,,,16.03,107.41
757,81.8,106.65,1.96,0.02,-0.03,4.21,-0.96,-1.19,1.64,0,0,0,100.5,13,0,1817,3042,,0.043209877,0.043171134,81.8,,,,,15.27,106.65
758,79.2,105.69,1.95,0.03,-0.02,4.17,-0.96,-1.18,1.61,0,0,0,101,13,0,1817,3043,,0.04345679,0.042779381,79.2,,,,,14.31,105.69
759,77.4,104.82,1.95,0.02,-0.04,4.13,-0.97,-1.17,1.6,0,0,0,99.5,12.5,0,1817,3045,,0.042962963,0.042420619,77.4,,,,,13.44,104.82
760,76.8,104.06,1.94,0.02,-0.02,4.09,-0.97,-1.17,1.58,0,0,0,99,12.5,0,1817,3046,,0.042716049,0.04211134,76.8,,,,,12.68,104.06
761,77.2,103.19,1.95,0.02,-0.04,4.04,-0.97,-1.16,1.56,0,0,0,98.5,12.5,0,1817,3047,,0.042469136,0.041748454,77.2,,,,,11.81,103.19
762,77.2,102.42,1.91,0.01,-0.05,4.01,-0.96,-1.15,1.54,0,0,0,97,12,0,1817,3049,,0.041975309,0.041447423,77.2,,,,,11.04,102.42
763,75.8,101.55,1.85,0.02,-0.03,3.97,-0.97,-1.15,1.53,0,0,0,96,12.5,0,1817,3050,,0.041234568,0.041113402,75.8,,,,,10.17,101.55
764,71,100.79,1.83,0.02,-0.02,3.93,-0.97,-1.14,1.51,0,0,0,95.5,11.5,0,1817,3051,,0.041481481,0.040808247,71,,,,,9.41,100.79
765,69.2,99.93,1.83,0.02,-0.04,3.89,-0.96,-1.13,1.5,0,0,0,94.5,12,0,1817,3053,,0.040740741,0.040453608,69.2,,,,,8.55,99.93
766,65.8,99.16,1.86,0.03,-0.02,3.84,-0.97,-1.13,1.48,0,0,0,94,11.5,0,1817,3054,,0.040740741,0.040123711,65.8,,,,,7.78,99.16
767,67.6,98.29,1.84,0.02,-0.02,3.81,-0.98,-1.12,1.48,0,0,0,92.5,11.5,0,1817,3055,,0.04,0.039773196,67.6,,,,,6.91,98.29
768,64.8,97.52,1.84,0.01,-0.04,3.76,-0.98,-1.12,1.44,0,0,0,92.5,11,0,1817,3056,,0.040246914,0.03945567,64.8,,,,,6.14,97.52
769,62,96.76,1.84,0.02,-0.05,3.73,-0.98,-1.12,1.42,0,0,0,91.5,11.5,0,1817,3058,,0.039506173,0.039142268,62,,,,,5.38,96.76
770,60.4,95.89,1.81,0.02,-0.03,3.69,-0.98,-1.11,1.42,0,0,0,90.5,11,0,1817,3059,,0.039259259,0.038795876,60.4,,,,,4.51,95.89
771,57.6,95.12,1.71,0.01,-0.04,3.64,-0.99,-1.11,1.4,0,0,0,90,11.5,0,1817,3100,,0.038765432,0.038519588,57.6,,,,,3.74,95.12
772,57.8,94.35,1.73,0.02,-0.04,3.6,-0.99,-1.1,1.39,0,0,0,89.5,11,0,1817,3102,,0.038765432,0.038193814,57.8,,,,,2.97,94.35
773,54.4,93.49,1.73,0.02,-0.04,3.56,-1.04,-1.09,1.37,0,0,0,88,11,0,1817,3103,,0.038024691,0.037839175,54.4,,,,,2.11,93.49
774,53.6,92.62,1.73,0.02,-0.03,3.51,-1.04,-1.08,1.35,0,0,0,87,10.5,0,1817,3105,,0.037777778,0.037480412,53.6,,,,,1.24,92.62
775,54,91.76,1.73,0.02,-0.03,3.46,-1.05,-1.08,1.33,0,0,0,86.5,11,0,1817,3106,,0.037283951,0.037125773,54,,,,,0.38,91.76
776,52,90.99,1.73,0.02,-0.04,3.42,-1.05,-1.08,1.32,0,0,0,85.5,11,0,1817,3107,,0.036790123,0.036808247,52,,,,,-0.39,90.99
777,51.8,90.13,1.73,0.02,-0.03,3.37,-1.09,-1.07,1.31,0,0,0,85,10.5,0,1817,3108,,0.036790123,0.036453608,51.8,,,,,-1.25,90.13
778,49,89.26,1.74,0.02,-0.02,3.33,-1.08,-1.07,1.29,0,0,0,84,10.5,0,1817,3110,,0.036296296,0.036090722,49,,,,,-2.12,89.26
779,46.2,88.22,1.74,0.02,-0.04,3.29,-1.09,-1.05,1.28,0,0,0,83,10,0,1817,3112,,0.036049383,0.035661856,46.2,,,,,-3.16,88.22
780,47,87.45,1.73,0.03,-0.02,3.24,-1.13,-1.05,1.26,0,0,0,82.5,9.5,0,1817,3113,,0.036049383,0.035348454,47,,,,,-3.93,87.45
781,46.8,86.59,1.66,0.02,-0.03,3.2,-1.13,-1.06,1.22,0,0,0,81.5,9.5,0,1817,3114,,0.035555556,0.03502268,46.8,,,,,-4.79,86.59
782,46.6,85.82,1.63,0.02,-0.03,3.15,-1.14,-1.04,1.21,0,0,0,81,9,0,1817,3116,,0.035555556,0.034717526,46.6,,,,,-5.56,85.82
783,47.6,84.96,1.63,0.01,-0.03,3.1,-1.15,-1.04,1.2,0,0,0,80.5,9.5,0,1817,3117,,0.035061728,0.034362887,47.6,,,,,-6.42,84.96
784,47.2,84.09,1.61,0.01,-0.04,3.05,-1.15,-1.04,1.19,0,0,0,79.5,9,0,1817,3118,,0.034814815,0.034012371,47.2,,,,,-7.29,84.09
