#CTIME	DISP1	GAMMA1	VEL1	FORCE1	FORCETRI1	FORCESLIP1	ENERGY1	DISP2	GAMMA2	VEL2	FORCE2	FORCETRI2	FORCESLIP2	ENERGY2
15.12	4.8098	0.01749	5.1622	-0.52618	-0.43885	0	418.62	3.1215	0.012486	-0.97771	-1.0781	-2.2171	0	213.84
15.14	4.9223	0.017899	5.9836	0.020729	0.94894	0	418.62	3.1266	0.012506	1.5374	-1.0629	-2.1784	0	213.84
15.16	5.0445	0.018344	6.1391	0.4353	2.0076	0	418.62	3.1837	0.012735	4.1333	-0.87531	-1.7007	0	213.84
15.18	5.1663	0.018786	6.0067	0.51233	2.2224	0	418.62	3.2873	0.013149	6.0772	-0.53307	-0.82918	0	213.84
15.2	5.2835	0.019213	5.6857	0.58656	2.4294	0	418.62	3.4202	0.013681	7.0442	-0.092865	0.2917	0	213.84
15.22	5.3922	0.019608	5.143	0.65538	2.6212	0	418.62	3.5621	0.014248	6.9711	0.37761	1.4896	0	213.84
15.24	5.487	0.019953	4.2504	0.71548	2.7887	0	418.62	3.6947	0.014779	6.276	0.48136	1.7693	0	213.84
15.26	5.5593	0.020216	2.9176	0.76138	2.9167	0	418.62	3.8127	0.015251	5.51	0.53113	1.9118	0	213.84
15.28	5.6023	0.020372	1.3671	0.78879	2.993	0	418.62	3.9145	0.015658	4.6636	0.57413	2.0349	0	213.84
15.3	5.6138	0.020414	-0.2132	0.79982	3.0227	0	418.62	3.9987	0.015995	3.7357	0.60965	2.1366	0	213.84
15.32	5.5938	0.020341	-1.7749	0.70435	2.7804	0	418.62	4.0633	0.016253	2.7044	0.63699	2.2148	0	213.89
15.34	5.5437	0.020159	-3.2058	0.46164	2.1645	0	418.62	4.1055	0.016422	1.4702	0.65487	2.266	0	213.91
15.36	5.4683	0.019885	-4.2362	0.095957	1.2365	0	418.62	4.1203	0.016481	-0.039031	0.66296	2.2885	0	213.92
15.38	5.3785	0.019558	-4.6312	-0.34052	0.12896	0	418.62	4.1022	0.016409	-1.7954	0.60413	2.1386	0	213.92
15.4	5.2869	0.019225	-4.4555	-0.78655	-1.0028	0	418.62	4.0484	0.016194	-3.5544	0.42711	1.6879	0	213.92
15.42	5.2026	0.018919	-3.9318	-1.197	-2.0443	0	418.62	3.9619	0.015848	-5.0274	0.14119	0.95981	0	213.92
15.44	5.1304	0.018656	-3.2829	-1.5489	-2.9371	0	418.62	3.8509	0.015403	-5.9739	-0.22642	0.023786	0	213.92
15.46	5.0708	0.018439	-2.709	-1.8396	-3.6749	0	418.62	3.7275	0.01491	-6.2505	-0.6355	-1.0178	0	213.92
15.48	5.0208	0.018258	-2.3245	-2.0035	-4.0936	0	418.62	3.6055	0.014422	-5.8207	-1.0401	-2.0481	0	214.02
15.5	4.9772	0.018099	-2.0119	-2.0312	-4.1708	0	418.62	3.4977	0.013991	-4.9592	-1.1084	-2.2352	0	214.14
15.52	4.9419	0.01797	-1.4772	-2.0536	-4.2333	0	418.62	3.4072	0.013629	-4.0846	-1.1465	-2.3445	0	214.24
15.54	4.9194	0.017889	-0.74579	-2.0679	-4.2731	0	418.62	3.3344	0.013338	-3.1956	-1.1773	-2.4325	0	214.32
15.56	4.9129	0.017865	0.11868	-2.0737	-4.2888	0	418.62	3.2795	0.013118	-2.2924	-1.2005	-2.499	0	214.39
15.58	4.9252	0.01791	1.1362	-2.0149	-4.1396	0	418.62	3.2429	0.012972	-1.3574	-1.216	-2.5434	0	214.43
15.6	4.959	0.018033	2.2445	-1.8517	-3.7255	0	418.62	3.2259	0.012904	-0.31673	-1.2233	-2.5641	0	214.45
15.62	5.0149	0.018236	3.3514	-1.5804	-3.037	0	418.62	3.2314	0.012926	0.89794	-1.2061	-2.5203	0	214.46
15.64	5.0931	0.01852	4.4713	-1.2013	-2.0749	0	418.62	3.2627	0.013051	2.2409	-1.1033	-2.2586	0	214.46
15.66	5.1938	0.018886	5.5889	-0.71254	-0.83475	0	418.62	3.3212	0.013285	3.6113	-0.91005	-1.7664	0	214.46
15.68	5.316	0.019331	6.6115	-0.11881	0.67184	0	418.62	3.4067	0.013627	4.9098	-0.62769	-1.0474	0	214.46
15.7	5.4565	0.019842	7.38	0.56409	2.4047	0	418.62	3.5165	0.014066	6.0408	-0.26411	-0.12167	0	214.46
15.72	5.6086	0.020395	7.7881	0.79185	3.0018	0	418.62	3.6455	0.014582	6.7132	0.16308	0.96607	0	214.46
15.74	5.7673	0.020972	8.0616	0.89223	3.2817	0	418.62	3.7791	0.015116	6.5242	0.51689	1.8711	0	214.46
15.76	5.9296	0.021562	8.1431	0.99485	3.5678	0	418.62	3.9054	0.015621	6.1066	0.57012	2.0235	0	214.46
15.78	6.0922	0.022154	8.1042	1.0978	3.8547	0	418.62	4.0235	0.016094	5.7133	0.61993	2.1661	0	214.46
15.8	6.2527	0.022737	7.9063	1.1993	4.1377	0	418.74	4.134	0.016536	5.3412	0.66652	2.2995	0	214.49
15.82	6.4072	0.023299	7.5182	1.2971	4.4104	0	418.93	4.2372	0.016949	4.982	0.71004	2.4241	0	214.56
15.84	6.5525	0.023827	6.995	1.3891	4.6669	0	419.12	4.3333	0.017333	4.627	0.75055	2.5401	0	214.63
15.86	6.6871	0.024317	6.486	1.4743	4.9044	0	419.32	4.4223	0.017689	4.2722	0.78807	2.6475	0	214.7
15.88	6.813	0.024774	6.1298	1.5539	5.1265	0	419.51	4.5043	0.018017	3.9236	0.82262	2.7464	0	214.77
15.9	6.9326	0.02521	5.8226	1.6297	5.3377	0	419.7	4.5794	0.018317	3.5902	0.85429	2.8371	0	214.83
15.92	7.0445	0.025616	5.3147	1.7005	5.5352	0	419.89	4.6479	0.018592	3.2679	0.88321	2.9199	0	214.89
15.94	7.1431	0.025975	4.4863	1.763	5.7093	0	420.06	4.7101	0.01884	2.9396	0.9094	2.9949	0	214.95
15.96	7.2218	0.026261	3.3327	1.8129	5.8486	0	420.2	4.7653	0.019061	2.5831	0.93272	3.0617	0	215
15.98	7.2748	0.026454	1.9442	1.8467	5.9426	0	420.29	4.813	0.019252	2.1771	0.95285	3.1193	0	215.04
16	7.2993	0.026543	0.51829	1.8624	5.9863	0	420.34	4.852	0.019408	1.7093	0.96932	3.1665	0	215.08
16.02	7.2961	0.026531	-0.82934	1.8421	5.935	0	420.34	4.881	0.019524	1.1767	0.98158	3.2015	0	215.11
16.04	7.2673	0.026426	-2.0121	1.7031	5.5823	0	420.34	4.8983	0.019593	0.52308	0.98891	3.2225	0	215.13
16.06	7.2179	0.026247	-2.8409	1.464	4.9756	0	420.34	4.9006	0.019603	-0.32211	0.99124	3.2287	0	215.13
16.08	7.1567	0.026024	-3.2105	1.1664	4.2204	0	420.34	4.8843	0.019537	-1.3315	0.93761	3.0921	0	215.13
16.1	7.0918	0.025789	-3.2329	0.85091	3.4198	0	420.34	4.8473	0.019389	-2.3566	0.81564	2.7815	0	215.13
16.12	7.029	0.02556	-3.0131	0.54494	2.6434	0	420.34	4.791	0.019164	-3.2381	0.62948	2.3075	0	215.13
16.14	6.9728	0.025356	-2.5675	0.2712	1.9488	0	420.34	4.7197	0.018879	-3.8316	0.3935	1.7066	0	215.13
16.16	6.9268	0.025188	-2.0527	0.046524	1.3787	0	420.34	4.6403	0.018561	-4.0313	0.13053	1.0371	0	215.13
16.18	6.8896	0.025053	-1.7014	-0.13449	0.91943	0	420.34	4.5613	0.018245	-3.8038	-0.13175	0.36925	0	215.13
16.2	6.8573	0.024936	-1.5506	-0.29162	0.52072	0	420.34	4.4907	0.017963	-3.2006	-0.36625	-0.2278	0	215.13
16.22	6.8267	0.024825	-1.5267	-0.44057	0.14278	0	420.34	4.435	0.01774	-2.3362	-0.5515	-0.69945	0	215.13
16.24	6.7958	0.024712	-1.5718	-0.59096	-0.23882	0	420.34	4.398	0.017592	-1.3592	-0.67489	-1.0136	0	215.13
16.26	6.7636	0.024595	-1.6644	-0.74786	-0.63696	0	420.34	4.3804	0.017521	-0.42451	-0.73403	-1.1641	0	215.13
16.28	6.7288	0.024469	-1.8179	-0.91658	-1.0651	0	420.34	4.3798	0.017519	0.3227	-0.73306	-1.1618	0	215.13
16.3	6.6905	0.024329	-2.0238	-0.94738	-1.1491	0	420.34	4.3918	0.017567	0.85097	-0.69351	-1.0611	0	215.13
16.32	6.6481	0.024175	-2.1959	-0.97417	-1.2238	0	420.34	4.4124	0.01765	1.176	-0.62528	-0.88737	0	215.13
16.34	6.6037	0.024013	-2.2177	-1.0023	-1.3021	0	420.34	4.4373	0.017749	1.2744	-0.54284	-0.67746	0	215.13
16.36	6.5613	0.023859	-1.9611	-1.0291	-1.377	0	420.34	4.462	0.017848	1.1646	-0.46086	-0.46873	0	215.13
16.38	6.5277	0.023737	-1.3304	-1.0504	-1.4364	0	420.34	4.4829	0.017931	0.90337	-0.39148	-0.29207	0	215.13
16.4	6.5099	0.023672	-0.42282	-1.0618	-1.4682	0	420.34	4.4976	0.017991	0.56826	-0.34226	-0.16675	0	215.13
16.42	6.5118	0.023679	0.62847	-1.046	-1.4281	0	420.34	4.5056	0.018023	0.23778	-0.31558	-0.098829	0	215.13
16.44	6.5352	0.023765	1.7101	-0.9329	-1.1412	0	420.34	4.5079	0.018032	0.023475	-0.30777	-0.078953	0	215.13
16.46	6.579	0.023924	2.6154	-0.72091	-0.60322	0	420.34	4.5081	0.018032	0.035639	-0.30726	-0.077664	0	215.13
16.48	6.6378	0.024138	3.22	-0.43521	0.12175	0	420.34	4.5112	0.018045	0.31709	-0.29723	-0.052119	0	215.13
16.5	6.7062	0.024386	3.5782	-0.10325	0.96411	0	420.34	4.5224	0.01809	0.84203	-0.26032	0.041871	0	215.13
16.52	6.7794	0.024652	3.7028	0.25305	1.8682	0	420.34	4.546	0.018184	1.5335	-0.18265	0.23968	0	215.13
16.54	6.8522	0.024917	3.5251	0.60757	2.7678	0	420.34	4.5841	0.018336	2.2739	-0.056774	0.56019	0	215.13
16.56	6.9187	0.025159	3.0931	0.93142	3.5895	0	420.34	4.6363	0.018545	2.9218	0.11599	1.0001	0	215.13
16.58	6.9753	0.025365	2.5672	1.2074	4.2899	0	420.34	4.6995	0.018798	3.3468	0.32511	1.5326	0	215.13
16.6	7.0213	0.025532	2.0284	1.4317	4.8589	0	420.39	4.7681	0.019072	3.4604	0.55265	2.1119	0	215.13
16.62	7.0561	0.025659	1.4387	1.6017	5.2902	0	420.44	4.8355	0.019342	3.2248	0.77645	2.6818	0	215.13
16.64	7.0786	0.02574	0.80003	1.7113	5.5684	0	420.48	4.8948	0.019579	2.6487	0.9734	3.1832	0	215.13
16.66	7.0883	0.025776	0.18015	1.7289	5.6142	0	420.49	4.9403	0.019761	1.8975	1.0065	3.2729	0	215.17
16.68	7.086	0.025767	-0.40686	1.716	5.5815	0	420.49	4.9707	0.019883	1.145	1.0194	3.3098	0	215.2
16.7	7.0722	0.025717	-0.95986	1.6498	5.4133	0	420.49	4.9859	0.019944	0.37015	1.0259	3.3283	0	215.22
16.72	7.0481	0.02563	-1.4322	1.5329	5.1168	0	420.49	4.9852	0.019941	-0.45471	1.0189	3.3109	0	215.22
16.74	7.0156	0.025511	-1.8009	1.3753	4.7168	0	420.49	4.9677	0.019871	-1.2906	0.96142	3.1644	0	215.22
16.76	6.9766	0.025369	-2.0957	1.1855	4.2352	0	420.49	4.9341	0.019736	-2.0481	0.85054	2.8821	0	215.22
16.78	6.9325	0.025209	-2.2947	0.97101	3.691	0	420.49	4.8868	0.019547	-2.6495	0.69411	2.4838	0	215.22
16.8	6.8859	0.02504	-2.3258	0.74458	3.1165	0	420.49	4.8295	0.019318	-3.0338	0.50456	2.0011	0	215.22
16.82	6.8407	0.024875	-2.1626	0.52456	2.5581	0	420.49	4.7672	0.019069	-3.1583	0.29779	1.4746	0	215.22
16.84	6.8003	0.024728	-1.8677	0.32752	2.0582	0	420.49	4.7051	0.01882	-3.005	0.091772	0.95009	0	215.22
16.86	6.7664	0.024605	-1.5117	0.16241	1.6392	0	420.49	4.6487	0.018595	-2.5899	-0.095392	0.47355	0	215.22
16.88	6.74	0.024509	-1.125	0.033587	1.3124	0	420.49	4.6029	0.018412	-1.961	-0.24774	0.08567	0	215.22
16.9	6.7209	0.02444	-0.81008	-0.059569	1.076	0	420.49	4.5712	0.018285	-1.1932	-0.35337	-0.18326	0	215.22
16.92	6.7059	0.024385	-0.75194	-0.1328	0.89017	0	420.49	4.5554	0.018222	-0.38991	-0.40626	-0.31792	0	215.22
16.94	6.6887	0.024322	-1.0231	-0.2164	0.67804	0	420.49	4.555	0.01822	0.31889	-0.4082	-0.32282	0	215.22
16.96	6.6636	0.024231	-1.4932	-0.33761	0.37045	0	420.49	4.5667	0.018267	0.80258	-0.36978	-0.22498	0	215.22
16.98	6.6293	0.024107	-1.9092	-0.5043	-0.052532	0	420.49	4.5849	0.01834	0.96883	-0.30925	-0.070874	0	215.22
17	6.5896	0.023962	-1.9814	-0.69744	-0.54263	0	420.49	4.6032	0.018413	0.79957	-0.24876	0.083158	0	215.22
17.02	6.5536	0.023831	-1.5154	-0.87276	-0.98746	0	420.49	4.6152	0.018461	0.3706	-0.2086	0.1854	0	215.22
17.04	6.5325	0.023754	-0.52693	-0.9768	-1.2514	0	420.49	4.6173	0.018469	-0.16069	-0.20124	0.20411	0	215.22
17.06	6.5348	0.023763	0.79997	-0.96661	-1.2255	0	420.49	4.6094	0.018438	-0.59765	-0.22716	0.13811	0	215.22
17.08	6.565	0.023873	2.2134	-0.82106	-0.85614	0	420.49	4.5952	0.018381	-0.758	-0.27395	0.018967	0	215.22
17.1	6.6225	0.024082	3.497	-0.54279	-0.14999	0	420.49	4.5817	0.018327	-0.52106	-0.3189	-0.095494	0	215.22
17.12	6.7029	0.024374	4.4835	-0.15246	0.84049	0	420.49	4.5773	0.018309	0.14493	-0.33411	-0.13419	0	215.22
17.14	6.7985	0.024722	4.9679	0.31192	2.0188	0	420.49	4.59	0.01836	1.1712	-0.29278	-0.02891	0	215.22
17.16	6.897	0.02508	4.7631	0.79163	3.2361	0	420.49	4.6254	0.018502	2.3871	-0.17601	0.26842	0	215.22
17.18	6.9843	0.025397	3.8506	1.217	4.3153	0	420.49	4.6851	0.01874	3.5444	0.020995	0.77008	0	215.22
17.2	7.047	0.025625	2.3307	1.5237	5.0935	0	420.49	4.7649	0.01906	4.366	0.28537	1.4432	0	215.22
17.22	7.0741	0.025724	0.29898	1.6574	5.4329	0	420.49	4.8558	0.019423	4.5993	0.58637	2.2097	0	215.22
17.24	7.0567	0.025661	-2.0785	1.575	5.2237	0	420.49	4.9437	0.019775	4.0585	0.87846	2.9534	0	215.22
17.26	6.9906	0.02542	-4.5239	1.2559	4.4137	0	420.49	5.0125	0.02005	2.7019	1.0368	3.3598	0	215.24
17.28	6.8766	0.025006	-6.822	0.70365	3.0124	0	420.49	5.0484	0.020193	0.79606	1.0521	3.4035	0	215.28
17.3	6.7209	0.02444	-8.6436	-0.052056	1.0948	0	420.49	5.0405	0.020162	-1.673	1.0201	3.3222	0	215.28
17.32	6.5354	0.023765	-9.7868	-0.95344	-1.1925	0	420.49	4.9788	0.019915	-4.5352	0.81733	2.8059	0	215.28
17.34	6.3323	0.023026	-10.536	-1.1728	-1.7779	0	420.51	4.8609	0.019444	-7.0959	0.42817	1.815	0	215.28
17.36	6.1138	0.022232	-11.299	-1.3109	-2.1629	0	420.78	4.7021	0.018808	-8.593	-0.097468	0.47654	0	215.28
17.38	5.8814	0.021387	-11.902	-1.4578	-2.5727	0	421.1	4.5251	0.0181	-8.9138	-0.67519	-0.99488	0	215.28
17.4	5.6416	0.020515	-11.938	-1.6095	-2.9955	0	421.47	4.3491	0.017396	-8.6894	-0.74936	-1.2073	0	215.31
17.42	5.4094	0.01967	-11.144	-1.7565	-3.4053	0	421.86	4.1776	0.016711	-8.4455	-0.82159	-1.4141	0	215.45
17.44	5.2012	0.018914	-9.5382	-1.8884	-3.773	0	422.24	4.0117	0.016047	-8.1317	-0.89152	-1.6143	0	215.59
17.46	5.0325	0.0183	-7.2322	-1.9954	-4.0714	0	422.57	3.8532	0.015413	-7.6969	-0.95834	-1.8057	0	215.74
17.48	4.9153	0.017874	-4.4261	-2.07	-4.2791	0	422.81	3.7049	0.01482	-7.0985	-1.0208	-1.9847	0	215.88
17.5	4.8576	0.017664	-1.2954	-2.1069	-4.3819	0	422.93	3.5705	0.014282	-6.3058	-1.0775	-2.1469	0	216.03
17.52	4.864	0.017687	1.9132	-2.0599	-4.2633	0	422.94	3.4541	0.013816	-5.2946	-1.1267	-2.2876	0	216.15
17.54	4.9312	0.017932	4.6824	-1.7356	-3.4403	0	422.94	3.3611	0.013444	-3.9313	-1.166	-2.4001	0	216.26
17.56	5.0451	0.018346	6.5238	-1.1834	-2.0391	0	422.94	3.3002	0.013201	-2.0682	-1.1918	-2.474	0	216.33
17.58	5.1849	0.018854	7.2781	-0.50395	-0.3149	0	422.94	3.2819	0.013128	0.32057	-1.1993	-2.4955	0	216.35
17.6	5.3297	0.019381	7.0645	0.20074	1.4732	0	422.94	3.3156	0.013262	3.0729	-1.0895	-2.2159	0	216.35
17.62	5.4624	0.019863	6.1108	0.69964	2.7447	0	422.94	3.4042	0.013617	5.7122	-0.79747	-1.4723	0	216.35
17.64	5.5723	0.020263	4.8413	0.76933	2.9389	0	422.94	3.5377	0.014151	7.4409	-0.35595	-0.34803	0	216.35
17.66	5.6551	0.020564	3.4281	0.82192	3.0855	0	422.94	3.6936	0.014774	7.942	0.16075	0.96762	0	216.35
17.68	5.7096	0.020762	2.0266	0.85659	3.1821	0	422.94	3.8474	0.015389	7.2808	0.54558	1.9532	0	216.35
17.7	5.7353	0.020856	0.5185	0.87302	3.2278	0	422.94	3.9829	0.015932	6.2595	0.60279	2.117	0	216.35
17.72	5.7308	0.020839	-0.92588	0.84547	3.1581	0	422.94	4.097	0.016388	5.1319	0.65097	2.2549	0	216.35
17.74	5.7016	0.020733	-1.8666	0.70449	2.8004	0	422.94	4.1872	0.016749	3.8618	0.68909	2.3641	0	216.41
17.76	5.6614	0.020587	-2.0116	0.5092	2.3048	0	422.94	4.2505	0.017002	2.4426	0.71587	2.4407	0	216.46
17.78	5.6261	0.020459	-1.4104	0.33683	1.8675	0	422.94	4.2844	0.017138	0.94629	0.73031	2.482	0	216.48
17.8	5.6088	0.020396	-0.24636	0.25127	1.6504	0	422.94	4.2887	0.017155	-0.50349	0.73096	2.4843	0	216.49
17.82	5.6183	0.02043	1.2239	0.29625	1.7646	0	422.94	4.266	0.017064	-1.6897	0.65672	2.2952	0	216.49
17.84	5.6577	0.020574	2.6929	0.48645	2.2473	0	422.94	4.2247	0.016899	-2.334	0.52013	1.9474	0	216.49
17.86	5.7247	0.020817	3.9606	0.81101	3.0709	0	422.94	4.1774	0.01671	-2.2715	0.36324	1.548	0	216.49
17.88	5.8144	0.021143	4.9918	0.92245	3.3658	0	422.94	4.138	0.016552	-1.6035	0.23225	1.2144	0	216.49
17.9	5.9229	0.021538	5.7967	0.99094	3.5568	0	422.94	4.1151	0.016461	-0.65549	0.15561	1.0193	0	216.49
17.92	6.0435	0.021976	6.1792	1.0672	3.7694	0	423.06	4.1125	0.01645	0.40022	0.14634	0.99576	0	216.49
17.94	6.1664	0.022423	6.017	1.145	3.9862	0	423.2	4.1306	0.016523	1.3813	0.20566	1.1468	0	216.49
17.96	6.2803	0.022838	5.2826	1.2171	4.1874	0	423.33	4.1662	0.016665	2.1219	0.32306	1.4458	0	216.49
17.98	6.3746	0.02318	4.079	1.2769	4.3541	0	423.45	4.2131	0.016852	2.5007	0.47832	1.8411	0	216.49
18	6.4416	0.023424	2.5937	1.3195	4.4728	0	423.54	4.2634	0.017054	2.4619	0.64525	2.2661	0	216.49
18.02	6.4775	0.023555	0.97998	1.3425	4.5367	0	423.59	4.309	0.017236	2.0503	0.74053	2.5113	0	216.5
18.04	6.4804	0.023565	-0.68651	1.334	4.5162	0	423.6	4.3447	0.017379	1.5124	0.75566	2.5546	0	216.53
18.06	6.4514	0.023459	-2.1583	1.1942	4.1613	0	423.6	4.3686	0.017474	0.83877	0.76575	2.5835	0	216.55
18.08	6.3969	0.023262	-3.2052	0.93034	3.4917	0	423.6	4.3768	0.017507	-0.055038	0.77064	2.597	0	216.55
18.1	6.3266	0.023006	-3.7473	0.58852	2.6244	0	423.6	4.3648	0.017459	-1.1754	0.73154	2.4974	0	216.55
18.12	6.2506	0.022729	-3.7549	0.21902	1.6867	0	423.6	4.3292	0.017317	-2.3756	0.61449	2.1993	0	216.55
18.14	6.1797	0.022472	-3.255	-0.12621	0.81076	0	423.6	4.2706	0.017082	-3.4494	0.42075	1.706	0	216.55
18.16	6.1224	0.022263	-2.4551	-0.40601	0.1008	0	423.6	4.1935	0.016774	-4.1893	0.16559	1.0563	0	216.55
18.18	6.0817	0.022115	-1.6357	-0.60503	-0.40416	0	423.6	4.1063	0.016425	-4.4432	-0.12347	0.32028	0	216.55
18.2	6.0561	0.022022	-0.95088	-0.73025	-0.72189	0	423.6	4.0194	0.016078	-4.1514	-0.41168	-0.41356	0	216.55
18.22	6.0423	0.021972	-0.46002	-0.79759	-0.89274	0	423.6	3.9436	0.015775	-3.3534	-0.66362	-1.055	0	216.55
18.24	6.0356	0.021948	-0.27435	-0.83041	-0.97602	0	423.6	3.8878	0.015551	-2.1784	-0.84944	-1.5281	0	216.57
18.26	6.0288	0.021923	-0.47398	-0.86351	-1.06	0	423.6	3.8577	0.015431	-0.83131	-0.95045	-1.7853	0	216.6
18.28	6.0149	0.021873	-0.93064	-0.93032	-1.2295	0	423.6	3.854	0.015416	0.43278	-0.9547	-1.7964	0	216.6
18.3	5.9916	0.021788	-1.3727	-1.0433	-1.5161	0	423.6	3.873	0.015492	1.4049	-0.89235	-1.6377	0	216.6
18.32	5.9617	0.021679	-1.5705	-1.1888	-1.8855	0	423.6	3.9073	0.015629	1.9502	-0.77889	-1.3488	0	216.6
18.34	5.9311	0.021568	-1.4328	-1.3379	-2.2637	0	423.6	3.9479	0.015792	2.031	-0.64444	-1.0064	0	216.6
18.36	5.9069	0.02148	-0.91827	-1.4432	-2.5315	0	423.63	3.9859	0.015944	1.7123	-0.51825	-0.68512	0	216.6
18.38	5.8969	0.021443	-0.020033	-1.4497	-2.5495	0	423.64	4.015	0.01606	1.1795	-0.42133	-0.43837	0	216.6
18.4	5.9086	0.021486	1.2456	-1.3939	-2.4079	0	423.64	4.0328	0.016131	0.60623	-0.36203	-0.28738	0	216.6
18.42	5.9481	0.021629	2.7219	-1.2031	-1.9238	0	423.64	4.0403	0.016161	0.193	-0.33669	-0.22287	0	216.6
18.44	6.0171	0.021881	4.1541	-0.86857	-1.0748	0	423.64	4.0428	0.016171	0.11881	-0.32853	-0.20212	0	216.6
18.46	6.1118	0.022225	5.2147	-0.40934	0.090555	0	423.64	4.048	0.016192	0.47745	-0.31145	-0.1586	0	216.6
18.48	6.2209	0.022621	5.552	0.12129	1.437	0	423.64	4.0646	0.016258	1.2394	-0.25693	-0.019766	0	216.6
18.5	6.3281	0.023011	5.0361	0.64354	2.7622	0	423.64	4.0992	0.016397	2.2425	-0.14283	0.27078	0	216.6
18.52	6.4185	0.02334	3.9474	1.0844	3.8807	0	423.64	4.1542	0.016617	3.2362	0.038971	0.73372	0	216.6
18.54	6.4847	0.023581	2.6639	1.3468	4.5488	0	423.64	4.2269	0.016907	3.9572	0.27934	1.3458	0	216.6
18.56	6.5253	0.023728	1.3906	1.3726	4.6208	0	423.68	4.3084	0.017234	4.0818	0.54958	2.0339	0	216.6
18.58	6.54	0.023782	0.063512	1.3821	4.6472	0	423.7	4.3858	0.017543	3.5686	0.77276	2.6037	0	216.6
18.6	6.5271	0.023735	-1.3469	1.3233	4.4979	0	423.7	4.4496	0.017798	2.7832	0.79969	2.6807	0	216.61
18.62	6.4875	0.023591	-2.5556	1.1315	4.0111	0	423.7	4.496	0.017984	1.8204	0.81932	2.7369	0	216.65
18.64	6.4283	0.023376	-3.2592	0.84433	3.2824	0	423.7	4.5208	0.018083	0.628	0.82992	2.7672	0	216.67
18.66	6.3612	0.023132	-3.35	0.51797	2.4543	0	423.7	4.5196	0.018079	-0.77709	0.81902	2.7398	0	216.67
18.68	6.2974	0.0229	-2.9748	0.20727	1.6659	0	423.7	4.4894	0.017958	-2.2299	0.71982	2.4872	0	216.67
18.7	6.2432	0.022702	-2.4512	-0.057057	0.99521	0	423.7	4.4318	0.017727	-3.4739	0.52972	2.0031	0	216.67
18.72	6.1987	0.022541	-2.0268	-0.27396	0.44483	0	423.7	4.3532	0.017413	-4.3072	0.26957	1.3407	0	216.67
18.74	6.1608	0.022403	-1.794	-0.45843	-0.023226	0	423.7	4.263	0.017052	-4.6214	-0.0293	0.57971	0	216.67
18.76	6.1254	0.022274	-1.7853	-0.63067	-0.4603	0	423.7	4.1719	0.016688	-4.4107	-0.33171	-0.19027	0	216.67
18.78	6.0882	0.022139	-1.9557	-0.81155	-0.91928	0	423.7	4.0895	0.016358	-3.7638	-0.60526	-0.88678	0	216.67
18.8	6.0473	0.02199	-2.1052	-1.0103	-1.4235	0	423.7	4.0232	0.016093	-2.8306	-0.82571	-1.448	0	216.67
18.82	6.0057	0.021839	-1.9904	-1.2129	-1.9376	0	423.7	3.9769	0.015908	-1.8239	-0.90679	-1.6578	0	216.71
18.84	5.9704	0.02171	-1.487	-1.3854	-2.3753	0	423.71	3.9489	0.015795	-1.0109	-0.91867	-1.6918	0	216.74
18.86	5.9477	0.021628	-0.76567	-1.4174	-2.4596	0	423.74	3.9357	0.015743	-0.31356	-0.9243	-1.7079	0	216.75
18.88	5.9398	0.021599	-0.033142	-1.4225	-2.4738	0	423.75	3.9362	0.015745	0.35622	-0.91877	-1.694	0	216.75
18.9	5.9464	0.021623	0.69739	-1.3913	-2.3944	0	423.75	3.9495	0.015798	0.96269	-0.87499	-1.5825	0	216.75
18.92	5.9684	0.021703	1.5273	-1.2852	-2.1252	0	423.75	3.9741	0.015896	1.4858	-0.7937	-1.3756	0	216.75
18.94	6.0082	0.021848	2.4664	-1.0922	-1.6356	0	423.75	4.0085	0.016034	1.9411	-0.68007	-1.0862	0	216.75
18.96	6.0665	0.02206	3.3341	-0.80931	-0.91763	0	423.75	4.0515	0.016206	2.3548	-0.53771	-0.72373	0	216.75
18.98	6.1397	0.022326	3.9267	-0.45378	-0.015466	0	423.75	4.1025	0.01641	2.7382	-0.36889	-0.29386	0	216.75
19	6.2211	0.022622	4.1417	-0.058222	0.98826	0	423.75	4.1607	0.016643	3.0729	-0.17603	0.19719	0	216.75
19.02	6.303	0.02292	3.9961	0.34044	1.9998	0	423.75	4.2248	0.016899	3.3136	0.036265	0.73776	0	216.75
19.04	6.3793	0.023197	3.6086	0.71213	2.943	0	423.75	4.2922	0.017169	3.4052	0.25998	1.3074	0	216.75
19.06	6.4463	0.023441	3.0713	1.0388	3.7718	0	423.75	4.3597	0.017439	3.3036	0.48368	1.877	0	216.75
19.08	6.501	0.02364	2.3653	1.3056	4.4488	0	423.75	4.4229	0.017692	2.9838	0.69365	2.4116	0	216.75
19.1	6.5398	0.023781	1.4973	1.3818	4.6465	0	423.77	4.4774	0.01791	2.4262	0.81145	2.7144	0	216.75
19.12	6.5599	0.023854	0.48286	1.3946	4.6822	0	423.8	4.5196	0.018078	1.7905	0.82929	2.7655	0	216.77
19.14	6.5583	0.023848	-0.65452	1.3797	4.6445	0	423.8	4.5488	0.018195	1.1211	0.84165	2.8008	0	216.8
19.16	6.5338	0.023759	-1.7768	1.2615	4.3447	0	423.8	4.5639	0.018255	0.36551	0.84807	2.8192	0	216.81
19.18	6.4886	0.023595	-2.6986	1.0425	3.7888	0	423.8	4.5624	0.018249	-0.54554	0.84027	2.7995	0	216.81
