CH_000	Def_Angle_1_14
15	8.42490842490843e-05
15	8.42490842490843e-05
30	9.89010989010989e-05
35	0.00015018315018315
45	0.00026007326007326
55	0.000377289377289377
60	0.000428571428571429
65	0.000545787545787546
75	0.000663003663003663
80	0.000714285714285714
85	0.000824175824175824
90	0.000882783882783883
95	0.000992673992673993
105	0.00110989010989011
105	0.00122710622710623
110	0.00128571428571429
120	0.0014029304029304
125	0.00151648351648352
125	0.00157875457875458
135	0.0016959706959707
140	0.00182051282051282
140	0.00183516483516484
115	0.00183516483516484
95	0.00183150183150183
85	0.00183516483516484
65	0.00183516483516484
50	0.00178388278388278
45	0.00173260073260073
35	0.00163003663003663
25	0.00153479853479853
20	0.00147619047619048
15	0.00136996336996337
10	0.00125641025641026
10	0.00120512820512821
-5	0.00108791208791209
-5	0.000985347985347985
-10	0.000926739926739927
-15	0.000776556776556777
-20	0.000714285714285714
-25	0.000582417582417583
-30	0.000523809523809524
-35	0.000399267399267399
-45	0.000274725274725275
-45	0.000216117216117216
-55	9.89010989010989e-05
-60	-2.56410256410256e-05
-65	-9.15750915750916e-05
-70	-0.000216117216117216
-80	-0.000333333333333333
-85	-0.000457875457875458
-85	-0.000523809523809524
-95	-0.000641025641025641
-100	-0.000765567765567766
-100	-0.000824175824175824
-105	-0.000956043956043956
-110	-0.00108791208791209
-115	-0.00114652014652015
-120	-0.00128205128205128
-125	-0.0014029304029304
-125	-0.00146153846153846
-125	-0.00150549450549451
-95	-0.00150549450549451
-85	-0.00150549450549451
-65	-0.0014981684981685
-45	-0.0013956043956044
-40	-0.00133699633699634
-30	-0.00121978021978022
-20	-0.0010952380952381
-15	-0.00103663003663004
-10	-0.00091941391941392
-5	-0.000802197802197803
0	-0.000743589743589744
5	-0.000633699633699634
10	-0.000516483516483516
15	-0.000457875457875458
15	-0.000347985347985348
20	-0.000230769230769231
20	-0.000194139194139194
25	-7.69230769230769e-05
30	4.02930402930403e-05
30	6.22710622710623e-05
35	0.000106227106227106
40	0.000216117216117216
45	0.000326007326007326
50	0.000384615384615385
55	0.000501831501831502
60	0.000611721611721612
60	0.00067032967032967
70	0.00078021978021978
75	0.00089010989010989
80	0.000941391941391941
85	0.00104395604395604
90	0.00115384615384615
95	0.00120512820512821
100	0.00131501831501831
110	0.00141758241758242
115	0.00147619047619048
125	0.00158608058608059
135	0.0017032967032967
135	0.00176923076923077
135	0.00182783882783883
110	0.00182783882783883
90	0.00182783882783883
80	0.00182783882783883
65	0.00182051282051282
55	0.00176190476190476
50	0.0017032967032967
35	0.0016007326007326
30	0.00149084249084249
25	0.00143956043956044
20	0.00132967032967033
15	0.00121978021978022
15	0.00116117216117216
10	0.00105128205128205
5	0.000941391941391941
0	0.000882783882783883
0	0.000772893772893773
-5	0.000655677655677656
-10	0.000597069597069597
-15	0.000472527472527473
