CH_000	Def_Angle_1_14
-15	7.32600732600733e-06
-15	7.32600732600733e-06
10	7.32600732600733e-06
25	7.32600732600733e-06
65	7.32600732600733e-06
85	2.93040293040293e-05
105	8.79120879120879e-05
135	0.000197802197802198
145	0.000256410256410256
165	0.000358974358974359
190	0.000461538461538462
200	0.000512820512820513
225	0.000622710622710623
245	0.000732600732600733
255	0.000791208791208791
270	0.000908424908424908
285	0.00103296703296703
290	0.00109157509157509
310	0.00121611721611722
325	0.00134065934065934
330	0.00140659340659341
341	0.00148717948717949
300	0.00149450549450549
275	0.00149450549450549
250	0.00149450549450549
215	0.00148717948717949
190	0.00142124542124542
185	0.00136996336996337
155	0.00127106227106227
130	0.00116483516483517
110	0.00112087912087912
95	0.00104029304029304
50	0.000937728937728938
45	0.000901098901098901
35	0.000857142857142857
10	0.000761904761904762
5	0.000725274725274725
-20	0.000637362637362637
-40	0.000538461538461538
-65	0.00043956043956044
-75	0.000388278388278388
-100	0.000278388278388278
-150	0.000161172161172161
-150	9.52380952380952e-05
-190	-1.46520146520147e-05
-210	-7.32600732600733e-05
-240	-0.000183150183150183
-265	-0.0003003663003663
-295	-0.000417582417582418
-305	-0.000468864468864469
-330	-0.000582417582417583
-361	-0.0006996336996337
-386	-0.000769230769230769
-411	-0.000882783882783883
-436	-0.00100732600732601
-446	-0.00106959706959707
-481	-0.00118315018315018
-526	-0.0012967032967033
-531	-0.00135164835164835
-556	-0.00148717948717949
-546	-0.00152380952380952
-526	-0.00152014652014652
-451	-0.00152014652014652
-376	-0.00152380952380952
-356	-0.00151648351648352
-300	-0.00141391941391941
-260	-0.0012967032967033
-235	-0.00124542124542125
-195	-0.00113553113553114
-160	-0.00101831501831502
-130	-0.00095970695970696
-100	-0.00084981684981685
-70	-0.00073992673992674
-50	-0.000681318681318681
-20	-0.000567765567765568
0	-0.000468864468864469
10	-0.000380952380952381
30	-0.000340659340659341
45	-0.000263736263736264
45	-0.000190476190476191
50	-0.000168498168498169
60	-0.000128205128205128
75	-4.76190476190476e-05
80	-3.66300366300366e-06
100	8.42490842490843e-05
125	0.000168498168498169
130	0.000223443223443223
155	0.000326007326007326
175	0.000424908424908425
175	0.00047985347985348
190	0.00058974358974359
205	0.0006996336996337
220	0.000754578754578755
245	0.000868131868131868
250	0.000985347985347985
255	0.0010952380952381
295	0.00115750915750916
305	0.00126739926739927
330	0.00139194139194139
336	0.00145421245421245
336	0.00152014652014652
290	0.00151282051282051
280	0.00152014652014652
230	0.00151648351648352
210	0.00148351648351648
185	0.00143223443223443
170	0.00132234432234432
140	0.00121611721611722
135	0.00117582417582418
115	0.00107326007326007
90	0.000985347985347985
75	0.000948717948717949
55	0.000875457875457875
55	0.000783882783882784
15	0.0006996336996337
15	0.000648351648351648
10	0.000567765567765568
-15	0.000487179487179487
-35	0.000428571428571429
-45	0.000326007326007326
-70	0.000223443223443223
-90	0.000164835164835165
-115	5.4945054945055e-05
-140	-6.22710622710623e-05
-145	-0.000120879120879121
-175	-0.000241758241758242
-190	-0.000347985347985348
-220	-0.00041025641025641
-230	-0.000509157509157509
-255	-0.00063003663003663
-300	-0.000750915750915751
-310	-0.000802197802197803
-356	-0.00091941391941392
-401	-0.00103663003663004
-396	-0.0010952380952381
-441	-0.00121245421245421
-481	-0.00132234432234432
-501	-0.00138095238095238
-536	-0.0014981684981685
-566	-0.00153479853479854
-496	-0.00152747252747253
-431	-0.00152747252747253
-361	-0.00152747252747253
-336	-0.0014981684981685
-295	-0.00138827838827839
-250	-0.00127106227106227
-215	-0.00121245421245421
-215	-0.00110622710622711
-145	-0.000985347985347985
-110	-0.000875457875457876
-90	-0.000816849816849817
-60	-0.000706959706959707
-30	-0.000597069597069597
10	-0.000545787545787546
10	-0.000443223443223443
10	-0.000362637362637363
20	-0.000311355311355311
35	-0.000230769230769231
50	-0.000157509157509158
45	-0.000142857142857143
75	-4.76190476190476e-05
120	0.000164835164835165
130	0.000282051282051282
165	0.000531135531135531
220	0.000794871794871795
240	0.000926739926739927
285	0.00120512820512821
260	0.00148351648351648
366	0.00162271062271062
411	0.0019010989010989
461	0.0022014652014652
506	0.00235531135531136
521	0.00265567765567766
581	0.00294871794871795
656	0.00324175824175824
696	0.00338095238095238
686	0.00346153846153846
526	0.00346153846153846
451	0.00341758241758242
346	0.00314652014652015
265	0.00286813186813187
230	0.00273626373626374
175	0.00247985347985348
125	0.00221611721611722
100	0.0020989010989011
75	0.00185714285714286
50	0.00160805860805861
35	0.00147619047619048
15	0.00121978021978022
-10	0.000978021978021978
0	0.000846153846153846
-75	0.000575091575091575
-105	0.000304029304029304
-135	1.83150183150183e-05
-170	-0.000120879120879121
-225	-0.000399267399267399
-290	-0.000677655677655678
-330	-0.000824175824175824
-416	-0.0011025641025641
-501	-0.00137362637362637
-551	-0.00152014652014652
-641	-0.0017985347985348
-706	-0.00208424908424908
-741	-0.00222344322344322
-811	-0.00250915750915751
-881	-0.00279487179487179
-896	-0.00293406593406593
-931	-0.00321978021978022
-981	-0.00341758241758242
-966	-0.00342490842490842
-806	-0.00342490842490842
-656	-0.00321245421245421
-586	-0.00307326007326007
-456	-0.00280952380952381
-341	-0.00254578754578755
-235	-0.00227472527472527
-190	-0.00214285714285714
-125	-0.00185714285714286
-80	-0.00157142857142857
-60	-0.00142490842490843
-25	-0.00112087912087912
10	-0.000879120879120879
20	-0.000761904761904762
40	-0.000542124542124542
65	-0.0003003663003663
70	-0.000212454212454212
80	-0.000153846153846154
110	8.79120879120879e-05
120	0.000212454212454212
145	0.000476190476190476
180	0.000747252747252747
195	0.000886446886446887
225	0.00117216117216117
255	0.00145787545787546
265	0.0015970695970696
310	0.00188644688644689
351	0.00217948717948718
401	0.00246886446886447
441	0.00260805860805861
506	0.0028974358974359
591	0.00318681318681319
641	0.00332600732600733
671	0.00347252747252747
546	0.00347619047619048
471	0.00347252747252747
346	0.00323443223443223
260	0.00296336996336996
230	0.00283150183150183
170	0.00257875457875458
120	0.00231135531135531
100	0.00219047619047619
70	0.00194505494505494
50	0.0017032967032967
40	0.00157142857142857
20	0.0013003663003663
5	0.00104029304029304
0	0.000908424908424908
-20	0.000626373626373626
-50	0.000355311355311355
-80	7.69230769230769e-05
-100	-5.86080586080586e-05
-140	-0.000347985347985348
-190	-0.000633699633699634
-220	-0.000772893772893773
-270	-0.00105128205128205
-336	-0.00131868131868132
-371	-0.00146886446886447
-441	-0.00175457875457875
-521	-0.00204395604395604
-566	-0.00218681318681319
-651	-0.00246886446886447
-741	-0.00275091575091575
-786	-0.00289010989010989
-876	-0.00316849816849817
-956	-0.00343223443223443
-946	-0.00344688644688645
-821	-0.00344688644688645
-666	-0.0033003663003663
-531	-0.00301098901098901
-466	-0.00287545787545788
-346	-0.0025970695970696
-240	-0.00232234432234432
-195	-0.00218681318681319
-125	-0.0019010989010989
-80	-0.00162271062271062
-60	-0.00147619047619048
-25	-0.00111721611721612
-5	-0.000978021978021978
20	-0.000750915750915751
30	-0.000633699633699634
50	-0.000399267399267399
65	-0.00017948717948718
65	-0.000172161172161172
100	0.000113553113553114
155	0.000666666666666667
215	0.00123443223443223
245	0.00152014652014652
330	0.00217216117216117
386	0.00246153846153846
526	0.00302930402930403
721	0.00358608058608059
811	0.00387179487179487
976	0.00449084249084249
1117	0.00514285714285714
1187	0.00546520146520146
1297	0.00606959706959707
1342	0.00635897435897436
1432	0.00698168498168498
1462	0.00743223443223443
1282	0.00743956043956044
1107	0.00733699633699634
801	0.00678021978021978
541	0.00622344322344322
431	0.00594505494505495
245	0.0053956043956044
130	0.00488278388278388
95	0.00462637362637363
45	0.00412454212454213
10	0.00356776556776557
0	0.00328937728937729
-15	0.0026959706959707
-25	0.00207326007326007
-30	0.00176556776556777
-45	0.00114285714285714
-85	0.000556776556776557
-105	0.000263736263736264
-165	-0.00032967032967033
-250	-0.000901098901098901
-361	-0.00146520146520147
-431	-0.00174358974358974
-581	-0.00231868131868132
-751	-0.00288278388278388
-841	-0.00316117216117216
-1012	-0.00371794871794872
-1142	-0.0042967032967033
-1197	-0.00458974358974359
-1307	-0.00518315018315018
-1412	-0.00577655677655678
-1457	-0.00606959706959707
-1547	-0.00667032967032967
-1622	-0.00727106227106227
-1587	-0.00738827838827839
-1372	-0.00738461538461538
-1047	-0.007
-906	-0.00670695970695971
-671	-0.00613919413919414
-466	-0.00555311355311355
-371	-0.00526373626373626
-215	-0.00468864468864469
-120	-0.00412087912087912
-65	-0.00355677655677656
-45	-0.00325641025641026
-30	-0.00265567765567766
-20	-0.00204761904761905
-5	-0.00174725274725275
10	-0.00117582417582418
45	-0.000663003663003663
60	-0.000391941391941392
60	-0.000208791208791209
90	0.000201465201465201
110	0.000457875457875458
145	0.00102197802197802
190	0.0016007326007326
215	0.00187912087912088
275	0.00245054945054945
351	0.00303296703296703
396	0.00332234432234432
501	0.0039047619047619
621	0.00448717948717949
686	0.00478754578754579
826	0.00536996336996337
981	0.00596336996336996
1142	0.00655677655677656
1227	0.00686080586080586
1367	0.00742490842490843
1292	0.00746886446886447
1107	0.00745421245421245
796	0.00696336996336996
536	0.00640659340659341
426	0.00612820512820513
245	0.00557875457875458
130	0.00507326007326007
90	0.00482417582417582
45	0.00431868131868132
15	0.00374725274725275
10	0.00346153846153846
-5	0.00287545787545788
-20	0.00226007326007326
-20	0.00194505494505495
-30	0.00132234432234432
