CH_000	Def_Angle_1_14
10	3.66300366300366e-06
10	3.66300366300366e-06
35	0
55	3.66300366300366e-06
90	2.1978021978022e-05
120	8.42490842490843e-05
135	0.000120879120879121
170	0.000208791208791209
190	0.00026007326007326
220	0.000355311355311355
250	0.000454212454212454
265	0.000509157509157509
290	0.000622710622710623
315	0.000743589743589743
325	0.000805860805860806
351	0.000923076923076923
371	0.00104761904761905
376	0.00111355311355311
396	0.00123443223443223
411	0.00135531135531136
421	0.00142490842490842
421	0.0014981684981685
366	0.00150549450549451
330	0.00150549450549451
275	0.00150549450549451
230	0.00146520146520147
210	0.00141758241758242
170	0.00132234432234432
135	0.00122710622710623
125	0.00119047619047619
95	0.00110989010989011
75	0.00102930402930403
65	0.000992673992673993
45	0.000919413919413919
20	0.000835164835164835
10	0.000802197802197802
-10	0.000725274725274725
-40	0.000622710622710623
-60	0.000531135531135531
-75	0.000472527472527473
-105	0.000362637362637363
-135	0.000252747252747253
-150	0.000194139194139194
-180	8.05860805860806e-05
-205	-3.2967032967033e-05
-220	-9.15750915750916e-05
-250	-0.000212454212454212
-275	-0.000333333333333333
-285	-0.000391941391941392
-310	-0.000516483516483516
-336	-0.000641025641025641
-346	-0.0006996336996337
-366	-0.00082051282051282
-386	-0.000945054945054945
-396	-0.001003663003663
-416	-0.00111721611721612
-436	-0.00124175824175824
-446	-0.0013003663003663
-461	-0.00141758241758242
-481	-0.00153479853479854
-471	-0.00156410256410256
-426	-0.00156410256410256
-366	-0.00156410256410256
-336	-0.00155677655677656
-285	-0.00147619047619048
-235	-0.00136630036630037
-215	-0.00130769230769231
-165	-0.00120512820512821
-125	-0.00108791208791209
-105	-0.00103663003663004
-70	-0.000930402930402931
-35	-0.000816849816849817
-20	-0.000758241758241758
0	-0.000663003663003663
15	-0.000582417582417583
30	-0.000494505494505494
40	-0.000457875457875458
55	-0.000380952380952381
70	-0.000289377289377289
75	-0.000245421245421245
75	-0.000194139194139194
90	-0.000142857142857143
100	-9.89010989010989e-05
115	-1.46520146520147e-05
130	7.32600732600733e-05
140	0.000128205128205128
155	0.000230769230769231
175	0.000340659340659341
185	0.000399267399267399
205	0.000501831501831502
225	0.000600732600732601
235	0.000663003663003663
260	0.000772893772893773
285	0.00089010989010989
295	0.000941391941391941
325	0.00105860805860806
351	0.00117582417582418
361	0.00124175824175824
386	0.00135897435897436
406	0.00147619047619048
401	0.00152014652014652
371	0.00152014652014652
305	0.00152014652014652
255	0.00151282051282051
230	0.00148351648351648
195	0.00138827838827839
160	0.00129304029304029
145	0.00124175824175824
115	0.00114652014652015
95	0.00106593406593407
85	0.00102197802197802
65	0.000948717948717949
50	0.000868131868131868
40	0.000824175824175824
20	0.000736263736263736
10	0.000655677655677656
0	0.000611721611721612
-15	0.000516483516483517
-35	0.000399267399267399
-50	0.000296703296703297
-60	0.000245421245421245
-80	0.000128205128205128
-100	1.83150183150183e-05
-110	-4.02930402930403e-05
-130	-0.000164835164835165
-155	-0.000274725274725275
-170	-0.000333333333333333
-195	-0.000450549450549451
-220	-0.000567765567765568
-235	-0.000633699633699634
-260	-0.000750915750915751
-285	-0.000868131868131868
-300	-0.000926739926739927
-330	-0.00104395604395604
-356	-0.00116117216117216
-371	-0.00121978021978022
-401	-0.00133699633699634
-431	-0.00145421245421245
-446	-0.00151282051282051
-451	-0.00157875457875458
-396	-0.00157875457875458
-336	-0.00157875457875458
-310	-0.00156410256410256
-260	-0.00145421245421245
-215	-0.00134432234432234
-190	-0.00128571428571429
-145	-0.00117582417582418
-105	-0.00106593406593407
-90	-0.00101465201465202
-60	-0.000897435897435898
-30	-0.000787545787545788
-20	-0.000728937728937729
0	-0.000633699633699634
15	-0.000545787545787546
20	-0.000501831501831502
35	-0.000413919413919414
45	-0.000333333333333333
55	-0.000282051282051282
70	-0.000194139194139194
65	-0.00015018315018315
85	-0.000106227106227106
115	0.000113553113553114
155	0.000355311355311355
205	0.000597069597069597
230	0.000728937728937729
290	0.001
351	0.00127838827838828
386	0.00141758241758242
446	0.0016959706959707
496	0.001996336996337
521	0.00215750915750916
566	0.00247252747252747
611	0.00277655677655678
631	0.00292673992673993
676	0.00323443223443223
696	0.00352014652014652
676	0.00353479853479853
536	0.00353479853479853
391	0.00336630036630037
336	0.00322710622710623
240	0.00295604395604396
170	0.00269230769230769
145	0.00256776556776557
100	0.00232600732600733
70	0.00208424908424908
55	0.00196703296703297
30	0.00172527472527473
10	0.00146886446886447
0	0.00134432234432234
-25	0.00106593406593407
-50	0.000794871794871795
-80	0.000516483516483516
-95	0.00036996336996337
-125	7.69230769230769e-05
-170	-0.000208791208791209
-195	-0.000355311355311355
-245	-0.000648351648351648
-305	-0.000934065934065934
-336	-0.00108058608058608
-401	-0.00136630036630037
-466	-0.00165201465201465
-496	-0.0017985347985348
-536	-0.00209157509157509
-576	-0.00237728937728938
-601	-0.00252380952380952
-641	-0.00281684981684982
-686	-0.00310989010989011
-706	-0.00325641025641026
-731	-0.00351282051282051
-661	-0.00352014652014652
-586	-0.00351282051282051
-456	-0.00327838827838828
-351	-0.00300732600732601
-260	-0.00272893772893773
-215	-0.0025970695970696
-140	-0.00233333333333333
-80	-0.00205494505494505
-60	-0.00191575091575092
-20	-0.00163736263736264
5	-0.00136630036630037
10	-0.00124908424908425
30	-0.000985347985347985
45	-0.000743589743589743
55	-0.000611721611721612
75	-0.000347985347985348
