CH_000	Def_Angle_1_14
0	0
25	0.000183150183150183
60	0.000183150183150183
80	0.000366300366300366
105	0.000366300366300366
120	0.000549450549450549
135	0.000549450549450549
155	0.000732600732600733
160	0.000732600732600733
180	0.000915750915750916
190	0.000915750915750916
200	0.0010989010989011
210	0.0010989010989011
225	0.00128205128205128
230	0.00128205128205128
245	0.00146520146520147
255	0.00146520146520147
265	0.00164835164835165
275	0.00164835164835165
285	0.00183150183150183
280	0.00183150183150183
250	0.00183150183150183
210	0.00164835164835165
190	0.00146520146520147
155	0.00146520146520147
125	0.00128205128205128
115	0.00128205128205128
90	0.0010989010989011
75	0.0010989010989011
55	0.000915750915750916
45	0.000915750915750916
35	0.000732600732600733
20	0.000732600732600733
10	0.000549450549450549
0	0.000549450549450549
-15	0.000366300366300366
-20	0.000366300366300366
-35	0.000366300366300366
-45	0.000183150183150183
-50	0.000183150183150183
-65	0
-85	0
-90	-0.000183150183150183
-105	-0.000183150183150183
-120	-0.000366300366300366
-125	-0.000366300366300366
-140	-0.000366300366300366
-155	-0.000549450549450549
-160	-0.000732600732600733
-175	-0.000549450549450549
-195	-0.000915750915750916
-200	-0.000732600732600733
-220	-0.0010989010989011
-235	-0.0010989010989011
-245	-0.00128205128205128
-260	-0.00128205128205128
-275	-0.00146520146520147
-285	-0.00146520146520147
-300	-0.00164835164835165
-290	-0.00164835164835165
-265	-0.00164835164835165
-210	-0.00146520146520147
-165	-0.00146520146520147
-150	-0.00128205128205128
-125	-0.0010989010989011
-105	-0.0010989010989011
-85	-0.000915750915750916
-75	-0.000915750915750916
-55	-0.000915750915750916
-40	-0.000732600732600733
-35	-0.000732600732600733
-20	-0.000549450549450549
-5	-0.000549450549450549
0	-0.000366300366300366
15	-0.000183150183150183
25	-0.000183150183150183
25	-0.000183150183150183
40	-0.000183150183150183
50	0
45	0
60	0.000183150183150183
75	0.000366300366300366
80	0.000366300366300366
90	0.000366300366300366
105	0.000549450549450549
110	0.000549450549450549
125	0.000732600732600733
140	0.000732600732600733
150	0.000915750915750916
155	0.000915750915750916
170	0.0010989010989011
190	0.0010989010989011
195	0.00128205128205128
210	0.00128205128205128
225	0.00146520146520147
235	0.00146520146520147
250	0.00164835164835165
270	0.00183150183150183
275	0.00183150183150183
275	0.00183150183150183
235	0.00183150183150183
210	0.00164835164835165
175	0.00146520146520147
145	0.00146520146520147
130	0.00128205128205128
110	0.00128205128205128
85	0.0010989010989011
80	0.0010989010989011
65	0.000915750915750916
45	0.000915750915750916
40	0.000732600732600733
25	0.000915750915750916
15	0.000549450549450549
5	0.000549450549450549
0	0.000549450549450549
-15	0.000366300366300366
-25	0.000366300366300366
-30	0.000183150183150183
-40	0.000183150183150183
-55	0
-60	0
-75	-0.000183150183150183
-90	-0.000183150183150183
-95	-0.000183150183150183
-105	-0.000366300366300366
-120	-0.000366300366300366
-125	-0.000732600732600733
-135	-0.000549450549450549
-150	-0.000915750915750916
-160	-0.000915750915750916
-175	-0.000915750915750916
-190	-0.0010989010989011
-200	-0.0010989010989011
-220	-0.00128205128205128
-240	-0.00146520146520147
-250	-0.00146520146520147
-270	-0.00164835164835165
-290	-0.00164835164835165
-280	-0.00164835164835165
-245	-0.00146520146520147
-195	-0.00146520146520147
-155	-0.00146520146520147
-140	-0.00128205128205128
-120	-0.0010989010989011
-100	-0.0010989010989011
-90	-0.00128205128205128
-75	-0.000915750915750916
-55	-0.000915750915750916
-45	-0.000732600732600733
-30	-0.000732600732600733
-15	-0.000549450549450549
-10	-0.000366300366300366
5	-0.000366300366300366
10	-0.000183150183150183
20	-0.000183150183150183
25	-0.000183150183150183
35	-0.000183150183150183
40	0
45	0
70	0.000366300366300366
85	0.000366300366300366
115	0.000732600732600733
145	0.000915750915750916
165	0.0010989010989011
200	0.00128205128205128
240	0.00164835164835165
285	0.00183150183150183
305	0.00201465201465201
336	0.00238095238095238
361	0.00256410256410256
371	0.00274725274725275
396	0.00311355311355311
416	0.0032967032967033
431	0.00347985347985348
446	0.00366300366300366
406	0.00366300366300366
346	0.00347985347985348
255	0.0032967032967033
190	0.00311355311355311
165	0.00293040293040293
125	0.00274725274725275
90	0.00238095238095238
75	0.0021978021978022
50	0.00183150183150183
25	0.00183150183150183
20	0.00146520146520147
0	0.00128205128205128
-20	0.0010989010989011
-30	0.000915750915750916
-45	0.000732600732600733
-70	0.000366300366300366
-90	0
-100	0
-125	-0.000183150183150183
-155	-0.000549450549450549
-165	-0.000549450549450549
-200	-0.000915750915750916
-240	-0.00128205128205128
-265	-0.00146520146520147
-310	-0.00164835164835165
-346	-0.00201465201465201
-361	-0.0021978021978022
-396	-0.00238095238095238
-421	-0.00256410256410256
-436	-0.00293040293040293
-461	-0.00311355311355311
-486	-0.0032967032967033
-486	-0.00347985347985348
-436	-0.0032967032967033
-315	-0.00311355311355311
-270	-0.00293040293040293
-205	-0.00256410256410256
-150	-0.00238095238095238
-115	-0.0021978021978022
-100	-0.00201465201465201
-70	-0.00183150183150183
-45	-0.00164835164835165
-35	-0.00146520146520147
-10	-0.0010989010989011
5	-0.000915750915750916
15	-0.000732600732600733
25	-0.000366300366300366
