CH_000	Def_Angle_1_14
-5	0
-5	7.32600732600733e-06
-5	7.32600732600733e-06
30	7.32600732600733e-06
65	8.05860805860806e-05
80	0.000124542124542125
110	0.00021978021978022
135	0.000322344322344322
150	0.000373626373626374
175	0.000468864468864469
190	0.000527472527472527
210	0.00063003663003663
230	0.000747252747252747
240	0.000805860805860806
260	0.000923076923076923
275	0.00103296703296703
285	0.00109157509157509
300	0.00121611721611722
320	0.00134065934065934
330	0.0013992673992674
351	0.00152380952380952
356	0.0015970695970696
346	0.0015970695970696
280	0.0016043956043956
230	0.0016043956043956
205	0.0016043956043956
170	0.0015970695970696
135	0.00153113553113553
120	0.00147985347985348
95	0.00137728937728938
70	0.00128205128205128
60	0.00124542124542125
40	0.00115018315018315
20	0.00105494505494506
10	0.000974358974358974
0	0.000930402930402931
-20	0.000842490842490843
-40	0.000732600732600733
-50	0.000681318681318681
-65	0.000578754578754579
-85	0.000461538461538462
-95	0.00041025641025641
-125	0.0003003663003663
-150	0.000175824175824176
-165	0.000117216117216117
-185	7.32600732600733e-06
-210	-9.52380952380952e-05
-220	-0.000153846153846154
-240	-0.000278388278388278
-260	-0.000402930402930403
-270	-0.000468864468864469
-290	-0.000586080586080586
-310	-0.000710622710622711
-320	-0.000769230769230769
-341	-0.000893772893772894
-356	-0.00101098901098901
-366	-0.00107692307692308
-381	-0.00119413919413919
-401	-0.00131135531135531
-411	-0.00137728937728938
-416	-0.00147252747252747
-376	-0.00147985347985348
-336	-0.00147985347985348
-275	-0.00147252747252747
-220	-0.00142857142857143
-200	-0.00137728937728938
-160	-0.00126007326007326
-125	-0.00115018315018315
-95	-0.00104029304029304
-85	-0.000981684981684982
-60	-0.000871794871794872
-35	-0.000754578754578755
-25	-0.000695970695970696
-5	-0.000586080586080586
5	-0.000498168498168498
15	-0.000454212454212454
25	-0.000358974358974359
35	-0.000263736263736264
40	-0.000227106227106227
55	-0.000139194139194139
60	-7.32600732600733e-05
65	-6.59340659340659e-05
80	1.46520146520147e-05
95	0.000117216117216117
105	0.000168498168498169
120	0.000278388278388278
140	0.000388278388278388
155	0.000490842490842491
165	0.000542124542124542
180	0.000644688644688645
200	0.000754578754578755
210	0.000813186813186814
230	0.000923076923076923
245	0.00104029304029304
255	0.00109157509157509
275	0.00120879120879121
295	0.00132600732600733
305	0.00138461538461538
330	0.00149450549450549
351	0.0016043956043956
361	0.00164835164835165
330	0.00165567765567766
265	0.00164835164835165
245	0.00164835164835165
205	0.00164835164835165
165	0.0016043956043956
150	0.00155311355311355
120	0.00145787545787546
95	0.00135531135531136
75	0.00126007326007326
65	0.00120879120879121
45	0.00112087912087912
25	0.00102564102564103
20	0.000981684981684982
5	0.000886446886446887
