CH_000	Def_Angle_1_14
30	2.1978021978022e-05
45	0.000131868131868132
60	0.000234432234432234
65	0.000293040293040293
80	0.000402930402930403
85	0.000461538461538462
95	0.000564102564102564
110	0.000666666666666667
115	0.000717948717948718
125	0.00082051282051282
140	0.000930402930402931
145	0.000989010989010989
155	0.00110622710622711
170	0.00122344322344322
175	0.00128205128205128
185	0.0013992673992674
200	0.00152380952380952
205	0.0015970695970696
210	0.0016996336996337
185	0.0016996336996337
160	0.00170695970695971
125	0.0016996336996337
100	0.0016996336996337
90	0.0016996336996337
70	0.00168498168498169
55	0.00162637362637363
50	0.00157509157509158
35	0.00147252747252747
20	0.00136996336996337
20	0.00131135531135531
10	0.00120879120879121
0	0.00110622710622711
-5	0.00105494505494506
-15	0.000930402930402931
-20	0.000805860805860806
-30	0.000673992673992674
-35	0.000615384615384615
-40	0.000498168498168498
-50	0.000380952380952381
-55	0.000322344322344322
-70	0.000205128205128205
-80	9.52380952380952e-05
-85	2.93040293040293e-05
-95	-8.79120879120879e-05
-105	-0.000205128205128205
-115	-0.000263736263736264
-125	-0.000388278388278388
-135	-0.000505494505494506
-140	-0.000564102564102564
-155	-0.000688644688644689
-165	-0.000805860805860806
-170	-0.000864468864468865
-180	-0.000989010989010989
-190	-0.00111355311355311
-200	-0.00123809523809524
-205	-0.0012967032967033
-210	-0.00142857142857143
-215	-0.00147985347985348
-200	-0.00148717948717949
-150	-0.00148717948717949
-115	-0.00148717948717949
-100	-0.00147252747252747
-75	-0.0013992673992674
-55	-0.00126007326007326
-45	-0.0012014652014652
-35	-0.00107692307692308
-20	-0.00095970695970696
-15	-0.000901098901098901
-5	-0.000783882783882784
5	-0.000666666666666667
5	-0.000615384615384615
15	-0.000505494505494506
20	-0.000388278388278388
20	-0.00032967032967033
25	-0.00021978021978022
30	-0.000102564102564103
30	-4.3956043956044e-05
35	4.3956043956044e-05
40	7.32600732600733e-05
40	0.000124542124542125
50	0.000227106227106227
55	0.000336996336996337
65	0.000446886446886447
65	0.000509157509157509
75	0.000615384615384615
85	0.000721611721611722
90	0.000761904761904762
100	0.000871794871794872
110	0.000970695970695971
115	0.00102564102564103
125	0.00112820512820513
135	0.00123076923076923
145	0.00128937728937729
160	0.0013992673992674
175	0.00150915750915751
180	0.00156776556776557
200	0.00167765567765568
200	0.00175091575091575
195	0.00175091575091575
150	0.00175091575091575
120	0.00175091575091575
105	0.00175091575091575
85	0.00173626373626374
65	0.00168498168498169
55	0.00158974358974359
45	0.00153846153846154
30	0.00143589743589744
20	0.00133333333333333
20	0.00127472527472527
10	0.00117216117216117
0	0.00106227106227106
0	0.00101098901098901
-10	0.000886446886446887
-15	0.000761904761904762
-20	0.000703296703296703
-25	0.000571428571428572
-30	0.000446886446886447
-35	0.000388278388278388
-40	0.000271062271062271
-50	0.000161172161172161
-50	0.000102564102564103
-60	-1.0989010989011e-05
-65	-0.000139194139194139
-75	-0.000263736263736264
-80	-0.000322344322344322
-90	-0.000446886446886447
-100	-0.000564102564102564
-105	-0.000619047619047619
-120	-0.000747252747252747
-130	-0.000864468864468865
-140	-0.000923076923076923
-150	-0.00104029304029304
-165	-0.00115750915750916
-175	-0.00121611721611722
-190	-0.00132600732600733
-200	-0.00144688644688645
-205	-0.00149450549450549
-180	-0.00149450549450549
-140	-0.00149450549450549
-120	-0.00149450549450549
-90	-0.00145054945054945
-70	-0.00133333333333333
-50	-0.00121611721611722
-45	-0.00114652014652015
-30	-0.00103296703296703
-20	-0.000915750915750916
-15	-0.000857142857142857
-5	-0.000747252747252747
5	-0.00063003663003663
10	-0.000578754578754579
15	-0.000468864468864469
20	-0.000358974358974359
20	-0.000307692307692308
20	-0.000190476190476191
25	-6.95970695970696e-05
30	-1.46520146520147e-05
35	6.95970695970696e-05
40	0.000175824175824176
45	0.000293040293040293
65	0.000556776556776557
85	0.000791208791208791
95	0.000919413919413919
120	0.00116483516483517
155	0.00142124542124542
195	0.0016996336996337
215	0.00183150183150183
245	0.00210989010989011
270	0.00241025641025641
285	0.00257142857142857
310	0.00285714285714286
336	0.00315018315018315
346	0.0033003663003663
371	0.0036043956043956
361	0.0036996336996337
305	0.00370695970695971
210	0.00369230769230769
145	0.00349450549450549
120	0.00336263736263736
85	0.00311355311355311
55	0.00286446886446886
45	0.00274725274725275
25	0.00247619047619048
10	0.0022014652014652
5	0.00206959706959707
-10	0.00178754578754579
-20	0.00148351648351648
-25	0.00133333333333333
-30	0.00102564102564103
-40	0.000728937728937729
-45	0.000578754578754579
-60	0.000285714285714286
-75	-7.32600732600733e-06
-90	-0.0003003663003663
-100	-0.000454212454212454
-125	-0.000747252747252747
-155	-0.00104029304029304
-170	-0.00117948717948718
-205	-0.00146520146520147
-230	-0.00176190476190476
-240	-0.00191208791208791
-260	-0.00221611721611722
-275	-0.00251282051282051
-285	-0.00267399267399267
-300	-0.00298168498168498
-315	-0.00328937728937729
-320	-0.00344322344322344
-310	-0.00350549450549451
-210	-0.00350549450549451
-170	-0.00340659340659341
-115	-0.00311355311355311
-80	-0.00282051282051282
-65	-0.00267765567765568
