CH_000	Def_Angle_1_14
15	0.000285714285714286
275	0.000336996336996337
411	0.000615384615384615
461	0.00116117216117216
481	0.00108424908424908
506	0.00124542124542125
526	0.00136996336996337
541	0.00139194139194139
561	0.00147985347985348
566	0.00158974358974359
526	0.00143223443223443
461	0.00147985347985348
411	0.00148717948717949
366	0.00137728937728938
315	0.00119047619047619
270	0.00121611721611722
225	0.0014029304029304
180	0.00100732600732601
140	0.000831501831501831
100	0.00110622710622711
70	0.000743589743589744
40	0.000879120879120879
10	0.000798534798534799
-15	0.000567765567765568
-45	0.000417582417582418
-80	0.00058974358974359
-110	0.000230769230769231
-150	0.000128205128205128
-190	0.000120879120879121
-230	-8.42490842490843e-05
-270	-2.93040293040293e-05
-310	-0.000120879120879121
-346	-0.000380952380952381
-381	-0.000406593406593407
-416	-0.000600732600732601
-446	-0.000776556776556777
-476	-0.000952380952380952
-506	-0.000846153846153846
-536	-0.000835164835164835
-561	-0.00122710622710623
-591	-0.00121245421245421
-616	-0.00135531135531136
-641	-0.00143589743589744
-661	-0.00126739926739927
-636	-0.00156776556776557
-541	-0.00155311355311355
-456	-0.00139194139194139
-376	-0.0013003663003663
-305	-0.00158974358974359
-245	-0.00108424908424908
-195	-0.00103296703296703
-145	-0.00109157509157509
-105	-0.000897435897435898
-70	-0.000747252747252747
-35	-0.000813186813186814
-5	-0.000523809523809524
10	-0.000776556776556777
35	-0.000336996336996337
50	-0.000347985347985348
70	-0.000197802197802198
95	-0.000128205128205128
110	7.32600732600733e-05
115	-0.000117216117216117
140	-6.22710622710623e-05
165	0.00015018315018315
195	0.000230769230769231
220	0.000417582417582418
245	0.000538461538461538
275	0.000512820512820513
300	0.00078021978021978
325	0.000304029304029304
356	0.000765567765567766
381	0.000923076923076923
406	0.00101098901098901
431	0.00105860805860806
456	0.00127106227106227
481	0.00131135531135531
511	0.00147985347985348
536	0.00172161172161172
551	0.00153479853479854
521	0.00166666666666667
456	0.00157509157509158
406	0.00163369963369963
356	0.00135897435897436
315	0.00126007326007326
270	0.00131501831501831
230	0.0011025641025641
190	0.00108058608058608
155	0.0011025641025641
120	0.000864468864468865
85	0.000659340659340659
60	0.000725274725274725
40	0.000538461538461538
15	0.000494505494505494
-5	0.000527472527472527
-25	0.00058974358974359
-50	0.000318681318681319
-75	0.00036996336996337
-100	0.000197802197802198
-130	0.000128205128205128
-160	8.79120879120879e-05
-190	-0.00021978021978022
-220	-0.000205128205128205
-250	-0.000391941391941392
-285	-0.000578754578754579
-315	-0.000549450549450549
-351	-0.000688644688644689
-386	-0.000776556776556777
-421	-0.000985347985347985
-461	-0.0010952380952381
-501	-0.00124542124542125
-541	-0.00132600732600733
-576	-0.00119413919413919
-616	-0.00156410256410256
-631	-0.00161904761904762
-571	-0.00147985347985348
-476	-0.00152380952380952
-396	-0.00145421245421245
-325	-0.00126007326007326
-260	-0.00124542124542125
-205	-0.00110622710622711
-160	-0.00104395604395604
-120	-0.000897435897435898
-80	-0.000644688644688645
-50	-0.000853479853479854
-20	-0.000626373626373626
0	-0.000538461538461538
20	-0.000666666666666667
35	-0.000263736263736264
55	-0.000227106227106227
75	-0.000274725274725275
95	0.000142857142857143
105	-9.52380952380952e-05
140	0.000164835164835165
200	0.000227106227106227
265	0.000252747252747253
325	0.00080952380952381
386	0.00116117216117216
451	0.00118315018315018
516	0.00158974358974359
581	0.0015018315018315
636	0.002003663003663
686	0.00241025641025641
726	0.00251648351648352
766	0.00286813186813187
806	0.00312454212454212
846	0.00335897435897436
846	0.0036996336996337
726	0.0033956043956044
561	0.00329304029304029
451	0.00294505494505495
356	0.00286080586080586
270	0.00251648351648352
