0.00 -1.111e-04 9.091e-05
0.00 1.111e-04 -0.000e+00
0.11 -2.222e-04 -1.818e-04
0.27 -1.111e-04 0.000e+00
0.26 -1.111e-04 0.000e+00
0.16 0.000e+00 9.091e-05
0.31 0.000e+00 9.091e-05
0.58 1.111e-04 1.818e-04
0.92 5.556e-04 1.818e-04
1.00 0.000e+00 4.545e-04
0.94 3.333e-04 4.545e-04
0.88 4.444e-04 3.636e-04
1.19 6.667e-04 4.545e-04
1.43 1.000e-03 4.545e-04
1.62 1.000e-03 8.182e-04
0.15 -1.111e-04 1.818e-04
0.50 -2.222e-04 3.636e-04
1.06 -2.222e-04 3.636e-04
1.24 -8.889e-04 4.545e-04
1.13 -7.778e-04 3.636e-04
1.24 -8.889e-04 5.455e-04
1.19 -8.889e-04 5.455e-04
1.38 -8.889e-04 5.455e-04
1.62 -7.778e-04 5.455e-04
1.67 -2.222e-04 7.273e-04
1.81 -3.333e-04 8.182e-04
2.03 0.000e+00 9.091e-04
1.80 1.111e-04 8.182e-04
2.02 0.000e+00 9.091e-04
2.21 8.889e-04 9.091e-04
2.40 4.444e-04 1.182e-03
2.61 4.444e-04 1.455e-03
2.81 1.000e-03 1.545e-03
3.02 1.444e-03 1.818e-03
2.48 1.778e-03 1.818e-03
1.98 1.778e-03 1.818e-03
1.06 1.444e-03 1.273e-03
0.46 1.000e-03 1.000e-03
0.05 4.444e-04 7.273e-04
0.49 -3.333e-04 5.455e-04
1.06 3.333e-04 9.091e-04
1.52 7.778e-04 1.091e-03
1.77 1.000e-03 1.182e-03
2.04 1.222e-03 1.364e-03
2.25 1.333e-03 1.545e-03
2.51 1.667e-03 1.545e-03
2.79 1.556e-03 1.818e-03
3.00 2.000e-03 1.818e-03
3.22 2.222e-03 2.091e-03
3.41 2.444e-03 2.273e-03
3.63 2.889e-03 2.364e-03
3.41 3.222e-03 2.727e-03
3.65 3.444e-03 2.727e-03
3.83 3.667e-03 2.818e-03
4.04 3.889e-03 3.091e-03
4.23 4.222e-03 3.182e-03
4.43 4.778e-03 3.455e-03
4.58 5.111e-03 3.818e-03
4.81 5.778e-03 4.091e-03
5.01 6.222e-03 4.545e-03
4.71 7.000e-03 4.727e-03
5.02 7.000e-03 4.818e-03
5.23 7.222e-03 5.091e-03
5.44 7.556e-03 5.545e-03
5.63 8.444e-03 5.636e-03
5.82 9.000e-03 6.182e-03
6.01 1.011e-02 6.636e-03
5.62 1.100e-02 7.000e-03
5.86 1.100e-02 7.091e-03
6.02 1.122e-02 7.364e-03
6.22 1.156e-02 7.636e-03
6.20 1.233e-02 7.727e-03
6.24 1.256e-02 7.909e-03
6.44 1.278e-02 8.182e-03
6.53 1.456e-02 8.818e-03
6.25 1.600e-02 9.273e-03
6.53 1.633e-02 9.545e-03
6.71 1.711e-02 9.545e-03
6.92 1.856e-02 1.045e-02
6.99 2.011e-02 1.082e-02
6.86 2.111e-02 1.109e-02
7.02 2.144e-02 1.155e-02
7.19 2.222e-02 1.209e-02
7.43 2.467e-02 1.300e-02
7.52 2.778e-02 1.391e-02
7.10 3.100e-02 1.536e-02
7.37 3.133e-02 1.545e-02
7.50 3.200e-02 1.582e-02
7.55 3.322e-02 1.645e-02
7.75 3.478e-02 1.691e-02
7.74 3.956e-02 1.809e-02
7.42 4.367e-02 1.945e-02
7.06 4.400e-02 1.945e-02
6.46 4.400e-02 1.927e-02
6.03 4.367e-02 1.927e-02
4.96 4.356e-02 1.873e-02
3.97 4.278e-02 1.827e-02
3.05 4.211e-02 1.764e-02
1.95 3.967e-02 1.655e-02
1.03 3.556e-02 1.464e-02
1.15 3.500e-02 1.427e-02
1.63 3.533e-02 1.436e-02
2.02 3.589e-02 1.464e-02
2.48 3.700e-02 1.491e-02
3.03 3.778e-02 1.555e-02
3.52 3.922e-02 1.582e-02
4.04 4.000e-02 1.636e-02
4.53 4.078e-02 1.700e-02
5.04 4.167e-02 1.736e-02
5.53 4.256e-02 1.782e-02
6.03 4.333e-02 1.855e-02
6.36 4.389e-02 1.882e-02
6.51 4.433e-02 1.891e-02
7.02 4.578e-02 1.936e-02
7.28 4.700e-02 2.018e-02
7.39 4.811e-02 2.045e-02
7.63 4.933e-02 2.109e-02
7.81 5.156e-02 2.200e-02
7.99 5.489e-02 2.336e-02
8.12 6.067e-02 2.491e-02
7.74 6.678e-02 2.700e-02
7.65 6.789e-02 2.736e-02
7.56 6.944e-02 2.782e-02
8.04 7.333e-02 2.918e-02
7.76 7.867e-02 3.036e-02
7.44 8.389e-02 3.127e-02
7.21 8.767e-02 3.218e-02
6.99 8.867e-02 3.236e-02
6.45 8.889e-02 3.236e-02
5.96 8.867e-02 3.227e-02
5.47 8.856e-02 3.209e-02
4.97 8.856e-02 3.173e-02
4.46 8.811e-02 3.164e-02
3.99 8.778e-02 3.145e-02
3.50 8.722e-02 3.109e-02
3.00 8.656e-02 3.055e-02
2.48 8.522e-02 3.009e-02
1.99 8.344e-02 2.964e-02
1.51 8.078e-02 2.882e-02
1.00 7.689e-02 2.773e-02
0.51 7.056e-02 2.600e-02
0.58 6.978e-02 2.573e-02
0.58 6.978e-02 2.573e-02
