0.35 2.237e-04 0.000e+00
0.78 2.237e-04 2.736e-04
1.26 6.711e-04 4.104e-04
1.11 6.711e-04 4.788e-04
1.20 4.474e-04 6.156e-04
2.24 1.902e-03 1.163e-03
3.31 3.244e-03 2.120e-03
2.92 1.007e-03 3.352e-03
3.80 3.915e-03 2.736e-03
5.25 6.152e-03 4.446e-03
4.77 6.264e-03 4.309e-03
4.15 6.040e-03 4.446e-03
2.25 5.145e-03 3.625e-03
1.69 4.698e-03 3.283e-03
1.28 4.139e-03 3.010e-03
0.73 3.468e-03 2.326e-03
0.76 2.908e-03 1.915e-03
1.28 2.908e-03 2.120e-03
2.05 3.691e-03 2.531e-03
2.15 3.803e-03 2.599e-03
3.27 4.698e-03 3.146e-03
4.28 5.817e-03 3.899e-03
5.27 6.488e-03 4.788e-03
5.77 7.159e-03 5.062e-03
6.28 7.718e-03 5.882e-03
6.76 8.725e-03 6.361e-03
7.25 9.620e-03 7.114e-03
7.00 9.732e-03 7.114e-03
7.78 1.063e-02 7.661e-03
7.41 1.096e-02 7.866e-03
8.25 1.186e-02 8.345e-03
7.86 1.197e-02 8.413e-03
8.74 1.342e-02 8.824e-03
8.40 1.286e-02 9.371e-03
9.23 1.409e-02 9.781e-03
8.91 1.398e-02 9.850e-03
9.74 1.510e-02 1.074e-02
9.32 1.544e-02 1.067e-02
10.23 1.655e-02 1.156e-02
9.92 1.689e-02 1.156e-02
10.78 1.577e-02 1.224e-02
10.71 1.902e-02 1.306e-02
10.16 1.913e-02 1.300e-02
10.13 1.879e-02 1.306e-02
8.24 1.991e-02 1.101e-02
7.20 1.823e-02 1.231e-02
6.19 1.812e-02 1.190e-02
5.16 1.723e-02 1.135e-02
4.22 1.667e-02 1.067e-02
3.33 1.566e-02 9.918e-03
2.19 1.443e-02 8.687e-03
1.21 1.242e-02 7.250e-03
0.26 9.060e-03 5.130e-03
0.27 8.166e-03 4.925e-03
0.27 8.166e-03 4.720e-03
0.27 8.054e-03 4.856e-03
1.36 8.725e-03 5.198e-03
2.25 9.732e-03 5.814e-03
3.30 8.277e-03 8.824e-03
5.23 1.532e-02 7.729e-03
7.27 1.667e-02 1.033e-02
8.38 1.767e-02 1.129e-02
8.78 1.801e-02 1.156e-02
9.24 1.834e-02 1.211e-02
9.82 1.890e-02 1.238e-02
10.25 1.924e-02 1.279e-02
10.75 1.980e-02 1.327e-02
11.26 2.136e-02 1.354e-02
11.74 2.181e-02 1.436e-02
11.36 2.204e-02 1.443e-02
11.96 2.338e-02 1.532e-02
0.22 4.027e-03 2.120e-03
0.22 3.915e-03 2.120e-03
0.21 4.251e-03 1.847e-03
0.86 4.922e-03 2.326e-03
1.19 5.369e-03 2.189e-03
1.75 6.264e-03 2.736e-03
2.17 7.606e-03 3.625e-03
2.67 8.725e-03 4.036e-03
3.23 9.955e-03 4.925e-03
3.77 1.163e-02 5.335e-03
4.26 1.286e-02 6.156e-03
4.72 1.387e-02 7.045e-03
5.22 1.477e-02 7.592e-03
4.99 1.454e-02 7.661e-03
5.76 1.588e-02 8.345e-03
5.11 1.611e-02 8.413e-03
4.69 1.577e-02 8.208e-03
4.22 1.555e-02 8.003e-03
3.71 1.532e-02 7.729e-03
3.21 1.521e-02 7.387e-03
2.67 1.477e-02 7.250e-03
2.29 1.432e-02 6.977e-03
1.72 1.376e-02 6.566e-03
1.39 1.286e-02 6.019e-03
0.72 1.107e-02 5.540e-03
0.78 1.063e-02 5.198e-03
0.77 1.051e-02 4.993e-03
1.30 1.096e-02 5.130e-03
2.27 1.186e-02 5.814e-03
3.27 1.298e-02 6.430e-03
4.27 1.409e-02 7.456e-03
5.24 1.532e-02 8.140e-03
5.76 1.600e-02 8.618e-03
6.24 1.689e-02 9.097e-03
6.75 1.767e-02 9.781e-03
7.25 1.834e-02 1.026e-02
7.79 1.913e-02 1.088e-02
8.22 1.969e-02 1.135e-02
8.73 2.047e-02 1.204e-02
9.23 2.069e-02 1.286e-02
8.95 2.136e-02 1.265e-02
9.73 2.204e-02 1.306e-02
10.25 2.282e-02 1.368e-02
10.75 2.360e-02 1.409e-02
11.23 2.427e-02 1.450e-02
11.72 2.528e-02 1.498e-02
11.31 2.517e-02 1.505e-02
12.24 2.617e-02 1.573e-02
11.82 2.651e-02 1.553e-02
12.76 2.774e-02 1.628e-02
12.48 2.819e-02 1.642e-02
12.37 2.785e-02 1.628e-02
13.23 2.886e-02 1.689e-02
12.92 2.919e-02 1.689e-02
12.82 2.897e-02 1.676e-02
13.71 3.020e-02 1.724e-02
13.20 3.076e-02 1.772e-02
13.10 3.054e-02 1.772e-02
12.90 3.087e-02 1.765e-02
14.18 3.244e-02 1.860e-02
13.18 3.266e-02 1.854e-02
13.11 3.255e-02 1.840e-02
13.00 3.266e-02 1.847e-02
12.92 3.266e-02 1.860e-02
12.20 3.255e-02 1.826e-02
11.21 3.244e-02 1.799e-02
10.17 3.210e-02 1.744e-02
9.13 3.166e-02 1.744e-02
8.18 3.110e-02 1.703e-02
7.17 3.054e-02 1.662e-02
6.18 2.998e-02 1.614e-02
5.23 2.886e-02 1.546e-02
4.23 2.796e-02 1.436e-02
3.21 2.673e-02 1.334e-02
2.22 2.483e-02 1.231e-02
1.19 2.260e-02 1.067e-02
0.72 2.092e-02 9.576e-03
0.10 1.700e-02 8.276e-03
0.00 1.667e-02 8.003e-03
0.00 1.667e-02 7.661e-03
0.00 1.667e-02 7.661e-03
