CH.000,CH.001,CH.002,CH.003,CH.004,CH.005,CH.006,CH.007,CH.008,CH.009,CH.010,CH.011,CH.012,CH.013,CH.014,CH.015,CH.@01,CH.@02,CH.@03,CH.@04,CH.@05,CH.@06,CH.@07,CH.@08,CH.@09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,GAMMA,THETA,THETA-UL,THETA-UR,THETA-DL,THETA-DR,DELTA-UL,DELTA-UR,DELTA-DL,DELTA-DR,CH.000,P/M
15,0.689999998,0,0.219999999,0,0,0,0,0,-0.079999998,0.01,0,0,-0.01,-0.01,156,0,0.0015,0.0002,1E-04,0,0,-0.039999999,0.005,-0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.00025641,0,0,-0.001454545,0.000181818,0,0,-0.039999999,0.005,-0.005,15,8.241758242
35,0.200000003,0.5,0.400000006,0,0,0,0,0,-0.079999998,0,0,0,0,-0.01,15,0,0.0015,0,0,0,0,-0.039999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,7.69231E-05,0,0,-0.001454545,0,-0.000181818,0,-0.039999999,0,0,35,19.23076923
45,1.519999981,1,0.699999988,0,0,0,0,0,-0.01,0,0,0,-0.01,-0.01,-18,0,0.0002,0,1E-04,0,0,-0.005,0,-0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.00056044,0,0,-0.000181818,0,0,0,-0.005,0,-0.005,45,24.72527473
60,1.460000038,1.5,1.159999967,0,0,0,0.050000001,0,0,0,0,0,-0.01,-0.01,-9,-0.0009,0,0,1E-04,0,0.025,0,0,-0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.000538462,0,0.000909091,0,0,0,0.025,0,0,-0.005,60,32.96703297
75,2.039999962,2,1.799999952,0,0,0,0.090000004,0,0,0,0,0,-0.01,-0.01,35,-0.0016,0,0,0.0002,0,0.045000002,0,0,-0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.000750916,0,0.001636364,0,0,0,0.045000002,0,0,-0.005,75,41.20879121
85,3.230000019,2.5,2.24000001,0,0,0.090000004,0.100000001,0,0,0.01,0,0,-0.100000001,-0.01,5,-0.0002,0,0.0002,0.0017,0,0.094999999,0,0.005,-0.047499999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.001186813,0,0.000181818,0,0.000181818,0.001636364,0.050000001,0,0.005,-0.050000001,85,46.7032967
105,3.220000029,3,3.019999981,0,0,0.090000004,0.189999998,0,0,0,0,0,-0.129999995,-0.01,65,-0.0018,0,0,0.0024,0,0.140000001,0,0,-0.064999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.00118315,0,0.001818182,0,0,0.002181818,0.094999999,0,0,-0.064999998,105,57.69230769
110,4.840000153,3.5,3.5,0,0,0.090000004,0.189999998,0,0,0.01,0,0,-0.140000001,-0.01,26,-0.0018,0,0.0002,0.0025,0,0.140000001,0,0.005,-0.067500003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.001776557,0,0.001818182,0,0.000181818,0.002363636,0.094999999,0,0.005,-0.07,110,60.43956044
120,4.369999886,4,3.819999933,0,0,0.090000004,0.189999998,0,0,0.039999999,0,0,-0.140000001,-0.01,-1,-0.0018,0,0.0007,0.0025,0,0.140000001,0,0.02,-0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.001604396,0,0.001818182,0,0.000727273,0.002363636,0.094999999,0,0.02,-0.07,120,65.93406593
125,4.880000114,4.5,4.300000191,0,0,0.090000004,0.200000003,-0.059999999,0,0.109999999,0,0,-0.140000001,-0.01,18,-0.002,-0.0011,0.002,0.0026,0,0.144999996,-0.029999999,0.055,-0.072499998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.001791209,0,0.002,0.001090909,0.002,0.002363636,0.070000002,-0.029999999,0.055,-0.07,125,68.68131868
140,5.690000057,5,4.960000038,0,0,0.090000004,0.289999992,-0.059999999,0,0.109999999,0,0,-0.159999996,-0.01,10,-0.0036,-0.0011,0.002,0.0028,0,0.189999998,-0.029999999,0.055,-0.077500001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.002087912,0,0.003636363,0.001090909,0.002,0.002727273,0.114999996,-0.029999999,0.055,-0.079999998,140,76.92307692
155,6.570000172,5.5,5.659999847,0,0,0.180000007,0.379999995,0,0,0.109999999,-0.059999999,-0.159999996,-0.360000014,-0.01,48,-0.0036,0,0.0031,0.0037,0,0.280000001,0,0.025,-0.262499988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.002410256,0,0.003636363,0,0.003090909,0.006363637,0.189999998,0,0.025,-0.260000005,155,85.16483516
160,6.900000095,6,6.079999924,0,0.01,0.189999998,0.379999995,0,0,0.109999999,-0.059999999,-0.189999998,-0.419999987,-0.01,39,-0.0035,0,0.0031,0.0042,0,0.284999996,0,0.025,-0.305000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.002531136,-4.31034E-06,0.003454545,0,0.003090909,0.007454545,0.189999998,0,0.025,-0.304999992,160,87.91208791
180,7.619999886,7,6.860000134,0,0.01,0.239999995,0.379999995,0,0,0.109999999,-0.059999999,-0.289999992,-0.540000021,-0.01,21,-0.0025,0,0.0031,0.0045,0,0.310000002,0,0.025,-0.412499994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.002794872,-4.31034E-06,0.002545455,0,0.003090909,0.009636364,0.189999998,0,0.025,-0.415000007,180,98.9010989
190,7.960000038,8,7.699999809,0,0.01,0.280000001,0.479999989,0,0,0.109999999,-0.059999999,-0.379999995,-0.610000014,-0.01,58,-0.0036,0,0.0031,0.0042,0,0.379999995,0,0.025,-0.495000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.002919414,-4.31034E-06,0.003636363,0,0.003090909,0.010909091,0.239999995,0,0.025,-0.495000005,190,104.3956044
