CH.000,CH.001,CH.002,CH.003,CH.004,CH.005,CH.006,CH.007,CH.008,CH.009,CH.010,CH.011,CH.012,CH.013,CH.014,CH.015,CH.@01,CH.@02,CH.@03,CH.@04,CH.@05,CH.@06,CH.@07,CH.@08,CH.@09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,GAMMA,THETA,THETA-UL,THETA-UR,THETA-DL,THETA-DR,DELTA-UL,DELTA-UR,DELTA-DL,DELTA-DR,CH.000,P/M
-5,-0.119999997,0,0,0,0.01,0,-0.01,0,0,0,0,0,-0.01,0,25,0.0002,0,0,0.0002,0,-0.005,0,0,-0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-4.3956E-05,-4.31034E-06,-0.000181818,0,0,0.000181818,-0.005,0,0,-0.005,-5,-2.747252747
-150,-0.239999995,-0.5,0.479999989,0.02,0.01,0,0.079999998,0,0,0.01,0,0,0.039999999,0,-63,-0.0015,0,0.0002,-0.0006,0,0.039999999,0,0.005,0.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-8.79121E-05,4.31034E-06,0.001454545,0,0.000181818,-0.000727273,0.039999999,0,0.005,0.02,-150,-82.41758242
-185,-0.589999974,-1,0.02,0,0,0,0.02,0,0,0.01,0,0,0.039999999,0,28,-0.0004,0,0.0002,-0.0007,0,0.01,0,0.005,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.000216117,0,0.000363636,0,0.000181818,-0.000727273,0.01,0,0.005,0.02,-185,-101.6483516
-240,-1.639999986,-1.5,-0.75999999,0,0,0,0,0,0,0,0,0,0.039999999,0,-21,0,0,0,-0.0008,0,0,0,0,0.022500001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.000600733,0,0,0,0,-0.000727273,0,0,0,0.02,-240,-131.8681319
-260,-1.49000001,-2,-1.100000024,0,0,0,-0.01,0,0,0,0.01,0,0.039999999,0,-24,0.0002,0,-0.0002,-0.0008,0,-0.005,0,0.005,0.022500001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.000545788,0,-0.000181818,0,-0.000181818,-0.000727273,-0.005,0,0.005,0.02,-260,-142.8571429
-290,-1.789999962,-2.5,-1.600000024,0,0.01,0,0,0,0,0.01,0.02,0,0.050000001,0,-33,0,0,-0.0002,-0.0009,0,0,0,0.015,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.000655678,-4.31034E-06,0,0,-0.000181818,-0.000909091,0,0,0.015,0.025,-290,-159.3406593
-310,-2.279999971,-3,-1.940000057,0,0.01,0,0,0.01,0,0,0.029999999,0,0.050000001,0,-23,0,0.0002,-0.0005,-0.0009,0,0,0.005,0.015,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.000835165,-4.31034E-06,0,-0.000181818,-0.000545455,-0.000909091,0.005,0.005,0.015,0.025,-310,-170.3296703
-356,-3.019999981,-4,-2.75999999,0,0.01,0,0,0.100000001,0,0.01,0.039999999,0,0.059999999,-0.01,-18,0,0.0018,-0.0005,-0.0011,0,0,0.050000001,0.025,0.029999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.001102564,-4.31034E-06,0,-0.001818182,-0.000545455,-0.001272727,0.050000001,0.050000001,0.024999999,0.029999999,-356,-195.6043956
-411,-4.550000191,-4.5,-3.75999999,0,0.01,0,-0.01,0.100000001,0,0.050000001,0.090000004,0,0.07,-0.01,5,0.0002,0.0018,-0.0007,-0.0014,0,-0.005,0.050000001,0.07,0.037500001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.001663004,-4.31034E-06,-0.000181818,-0.001818182,-0.000727273,-0.001454545,0.045000001,0.050000001,0.070000002,0.035,-411,-225.8241758
-416,-4.820000172,-5,-4.019999981,0,0.01,0,0,0.100000001,0,0.050000001,0.090000004,0,0.07,-0.01,11,0,0.0018,-0.0007,-0.0014,0,0,0.050000001,0.07,0.037500001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.001761905,-4.31034E-06,0,-0.001818182,-0.000727273,-0.001454545,0.050000001,0.050000001,0.070000002,0.035,-416,-228.5714286
-476,-5.679999828,-6,-5.360000134,0.100000001,0.01,0,-0.100000001,0.109999999,0,0.109999999,0.090000004,0,0.090000004,-0.02,3,0.0018,0.002,0.0004,-0.0016,0,-0.050000001,0.055,0.100000001,0.045000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.00207326,3.87931E-05,-0.001818182,-0.002,0.000363636,-0.002,0.004999999,0.055,0.100000001,0.045000002,-476,-261.5384615
-491,-5.800000191,-6.5,-5.78000021,0.100000001,0.01,0,-0.100000001,0.100000001,0,0.109999999,0.090000004,0,0.100000001,-0.029999999,-12,0.0018,0.0018,0.0004,-0.0018,0,-0.050000001,0.050000001,0.100000001,0.050000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.002113553,3.87931E-05,-0.001818182,-0.001818182,0.000363636,-0.002363636,0,0.050000001,0.100000001,0.050000001,-491,-269.7802198
-526,-7.409999847,-7,-6.579999924,0.100000001,0.01,0,-0.100000001,0.100000001,0,0.109999999,0.129999995,0,0.109999999,-0.029999999,-2,0.0018,0.0018,-0.0004,-0.002,0,-0.050000001,0.050000001,0.119999997,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.002703297,3.87931E-05,-0.001818182,-0.001818182,-0.000363636,-0.002545455,0,0.050000001,0.119999997,0.055,-526,-289.010989
