CH.000,CH.001,CH.002,CH.003,CH.004,CH.005,CH.006,CH.007,CH.008,CH.009,CH.010,CH.011,CH.012,CH.013,CH.014,CH.015,CH.@01,CH.@02,CH.@03,CH.@04,CH.@05,CH.@06,CH.@07,CH.@08,CH.@09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,GAMMA,THETA,THETA-UL,THETA-UR,THETA-DL,THETA-DR,DELTA-UL,DELTA-UR,DELTA-DL,DELTA-DR,CH.000,P/M
30,-1.00999999,1,0.059999999,0.01,0,0,0,0,-0.01,0,0,-0.02,-0.01,0,70,0,0.0002,0,-1E-04,0,0,-0.005,0,-0.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.000369963,4.31034E-06,0,-0.000181818,0,0.000181818,0,-0.005,0,-0.015,30,16.48351648
-40,0.239999995,0.5,1.360000014,0.01,0,0.039999999,0.079999998,0,-0.01,0,0.01,0.059999999,0.02,0,-86,-0.0007,0.0002,-0.0002,0.0007,0,0.059999999,-0.005,0.005,0.039999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,8.79121E-05,4.31034E-06,0.000727273,-0.000181818,-0.000181818,-0.000363636,0.039999999,-0.005,0.005,0.039999999,-40,-21.97802198
-70,-0.899999976,0,0.560000002,0.01,0,0,0,0,0,0,0,0.059999999,0.029999999,0,-68,0,0,0,0.0006,0,0,0,0,0.0425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.00032967,4.31034E-06,0,0,0,-0.000545455,0,0,0,0.044999999,-70,-38.46153846
-80,-0.419999987,-0.5,0.25999999,0.01,0,0,0,0,-0.01,0,0,0.059999999,0.029999999,0,-6,0,0.0002,0,0.0006,0,0,-0.005,0,0.0425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.000153846,4.31034E-06,0,-0.000181818,0,-0.000545455,0,-0.005,0,0.044999999,-80,-43.95604396
-95,-1.879999995,-1,-0.239999995,0.01,0,0,0,0,0,0,0,0.059999999,0.029999999,0,-28,0,0,0,0.0005,0,0,0,0,0.045000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.000688645,4.31034E-06,0,0,0,-0.000545455,0,0,0,0.044999999,-95,-52.1978022
-125,-2.180000067,-1.5,-1.059999943,0.01,0,0,0,0,0,0,0,0.050000001,0.039999999,0,-57,0,0,0,0.0003,0,0,0,0,0.0425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.000798535,4.31034E-06,0,0,0,-0.000727273,0,0,0,0.045,-125,-68.68131868
-135,-2.299999952,-2,-1.379999995,0.01,0,0,0,0.109999999,-0.01,0,0,0.050000001,0.039999999,0,-71,0,0.0022,0,0.0003,0,0,0.050000001,0,0.0425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.000842491,4.31034E-06,0,-0.002181818,0,-0.000727273,0.055,0.05,0,0.045,-135,-74.17582418
-155,-2.390000105,-2.5,-1.879999995,0.01,0,0,0,0.109999999,-0.01,-0.100000001,0,0.050000001,0.039999999,0,-19,0,0.0022,-0.0018,0.0002,0,0,0.050000001,-0.050000001,0.045000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.000875458,4.31034E-06,0,-0.002181818,-0.001818182,-0.000727273,0.055,0.05,-0.050000001,0.045,-155,-85.16483516
-165,-3.950000048,-3,-2.200000048,0.01,0,0,0,0.109999999,-0.01,-0.109999999,0,0.039999999,0.039999999,0,-78,0,0.0022,-0.002,-1E-04,0,0,0.050000001,-0.055,0.0425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.001446886,4.31034E-06,0,-0.002181818,-0.002,-0.000727273,0.055,0.05,-0.055,0.039999999,-165,-90.65934066
-180,-3.910000086,-3.5,-2.700000048,0.01,0,0,0,0.209999993,0.02,-0.100000001,0,0.039999999,0.050000001,0,-79,0,0.0035,-0.0018,-0.0002,0,0,0.115000002,-0.050000001,0.045000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.001432234,4.31034E-06,0,-0.003454545,-0.001818182,-0.000909091,0.104999997,0.114999996,-0.050000001,0.045,-180,-98.9010989
