CH.000,CH.001,CH.002,CH.003,CH.004,CH.005,CH.006,CH.007,CH.008,CH.009,CH.010,CH.011,CH.012,CH.013,CH.014,CH.015,CH.@01,CH.@02,CH.@03,CH.@04,CH.@05,CH.@06,CH.@07,CH.@08,CH.@09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,GAMMA,THETA,THETA-UL,THETA-UR,THETA-DL,THETA-DR,DELTA-UL,DELTA-UR,DELTA-DL,DELTA-DR,CH.000,P/M
30,-1.00999999,1,0.059999999,0.01,0,0,0,0,-0.01,0,0,-0.02,-0.01,0,70,0,0.0002,0,-1E-04,0,0,-0.005,0,-0.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.000369963,4.31034E-06,0,-0.000181818,0,0.000181818,0,-0.005,0,-0.015,30,16.48351648
60,0.660000026,1.5,0.639999986,0,0,0,0.100000001,0,0,0,0,-0.029999999,-0.039999999,0,-41,-0.0018,0,0,1E-04,0,0.050000001,0,0,-0.032499999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.000241758,0,0.001818182,0,0,0.000727273,0.050000001,0,0,-0.034999999,60,32.96703297
80,0.600000024,2,1.100000024,0.01,0,0,0.090000004,0,-0.01,0,0,-0.02,-0.039999999,0,-12,-0.0016,0.0002,0,0.0004,0,0.045000002,-0.005,0,-0.029999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.00021978,4.31034E-06,0.001636364,-0.000181818,0,0.000727273,0.045000002,-0.005,0,-0.029999999,80,43.95604396
95,0.800000012,2.5,1.539999962,0.01,0,0.01,0.090000004,-0.100000001,0,-0.01,0,-0.02,-0.039999999,0,2,-0.0015,-0.0018,-0.0002,0.0005,0,0.050000001,-0.050000001,-0.005,-0.032499999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.00029304,4.31034E-06,0.001454546,0.001818182,-0.000181818,0.000727273,-0.004999999,-0.050000001,-0.005,-0.029999999,95,52.1978022
110,1.470000029,3,1.820000052,0.01,0,0.039999999,0.090000004,-0.100000001,-0.01,0,0,-0.02,-0.050000001,0,-71,-0.0009,-0.0016,0,0.0005,0,0.064999998,-0.055,0,-0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.000538462,4.31034E-06,0.000909091,0.001636364,0,0.000909091,-0.004999999,-0.055000001,0,-0.035,110,60.43956044
125,1.700000048,3.5,2.24000001,0.01,0,0.100000001,0.100000001,-0.100000001,-0.02,0,0,-0.02,-0.059999999,0,-47,0,-0.0015,0,0.0006,0,0.100000001,-0.059999999,0,-0.037500001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.000622711,4.31034E-06,0,0.001454545,0,0.001090909,0,-0.060000001,0,-0.039999999,125,68.68131868
155,2.700000048,4,3.019999981,0.01,0,0.090000004,0.100000001,-0.100000001,-0.039999999,0,0,-0.02,-0.059999999,0,-46,-0.0002,-0.0011,0,0.0007,0,0.094999999,-0.07,0,-0.039999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.000989011,4.31034E-06,0.000181818,0.001090909,0,0.001090909,0,-0.07,0,-0.039999999,155,85.16483516
170,2.900000095,4.5,3.339999914,0.01,0,0.090000004,0.109999999,-0.100000001,-0.050000001,0.100000001,0,-0.02,-0.059999999,0,-29,-0.0004,-0.0009,0.0018,0.0007,0,0.100000001,-0.075000003,0.050000001,-0.039999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.001062271,4.31034E-06,0.000363636,0.000909091,0.001818182,0.001090909,0.004999999,-0.075000001,0.050000001,-0.039999999,170,93.40659341
185,3.190000057,5,3.819999933,0.01,0,0.100000001,0.189999998,-0.100000001,-0.07,0.100000001,0.01,-0.02,-0.059999999,0,-39,-0.0016,-0.0005,0.0016,0.0007,0,0.144999996,-0.085000001,0.055,-0.039999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.001168498,4.31034E-06,0.001636364,0.000545455,0.001636364,0.001090909,0.044999998,-0.085000001,0.055000001,-0.039999999,185,101.6483516
205,4.400000095,5.5,4.360000134,0.01,0,0.100000001,0.189999998,-0.100000001,-0.090000004,0.100000001,0.02,-0.01,-0.07,0,-54,-0.0016,-0.0002,0.0015,0.001,0,0.144999996,-0.094999999,0.059999999,-0.037500001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.001611722,4.31034E-06,0.001636364,0.000181818,0.001454545,0.001272727,0.044999998,-0.095000003,0.060000001,-0.04,205,112.6373626
