CH.000,CH.001,CH.002,CH.003,CH.004,CH.005,CH.006,CH.007,CH.008,CH.009,CH.010,CH.011,CH.012,CH.013,CH.014,CH.015,CH.@01,CH.@02,CH.@03,CH.@04,CH.@05,CH.@06,CH.@07,CH.@08,CH.@09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,GAMMA,THETA,THETA-UL,THETA-UR,THETA-DL,THETA-DR,DELTA-UL,DELTA-UR,DELTA-DL,DELTA-DR,CH.000,P/M
336,4.630000114,5,3.960000038,0,-0.059999999,0.100000001,0.090000004,3.900000095,-5.139999866,0.409999996,0.379999995,-1.149999976,-1.220000029,-0.01,-141,0.0002,0.164399996,0.0005,0.0012,0,0.094999999,-0.620000005,0.395000011,-1.182500005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.001699634,2.58621E-05,-0.000181818,-0.164363636,0.000545455,0.022000001,1.995000049,-0.619999886,0.394999996,-1.185000002,336,184.6153846
411,5.179999828,5.5,5.179999828,0,-0.059999999,0.219999999,0.189999998,3.900000095,-5.139999866,0.50999999,0.379999995,-1.549999952,-1.620000005,-0.01,-71,0.0005,0.164399996,0.0024,0.0013,0,0.204999998,-0.620000005,0.444999993,-1.585000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.001901099,2.58621E-05,-0.000545455,-0.164363636,0.002363636,0.029272727,2.045000046,-0.619999886,0.444999993,-1.584999979,411,225.8241758
461,6.269999981,6.5,6,0,-0.059999999,0.300000012,0.280000001,3.900000095,-5.139999866,0.50999999,0.379999995,-1.789999962,-1.879999995,-0.01,-122,0.0004,0.164399996,0.0024,0.0015,0,0.289999992,-0.620000005,0.444999993,-1.832499981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.002300366,2.58621E-05,-0.000363637,-0.164363636,0.002363636,0.034,2.090000048,-0.619999886,0.444999993,-1.834999979,461,253.2967033
521,7.320000172,7.5,7.239999771,0.01,-0.059999999,0.479999989,0.469999999,3.900000095,-5.139999866,0.620000005,0.469999999,-2.099999905,-2.230000019,-0.01,-121,0.0002,0.164399996,0.0027,0.0024,0,0.474999994,-0.620000005,0.545000017,-2.164999962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.002684982,3.01724E-05,-0.000181818,-0.164363636,0.002727273,0.040363637,2.185000047,-0.619999886,0.545000002,-2.164999962,521,286.2637363
581,8.31000042,8,8.039999962,0.050000001,-0.059999999,0.579999983,0.560000002,3.900000095,-5.139999866,0.629999995,0.479999989,-2.269999981,-2.390000105,-0.01,-114,0.0004,0.164399996,0.0027,0.0021,0,0.569999993,-0.620000005,0.555000007,-2.327500105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.003047619,4.74138E-05,-0.000363636,-0.164363636,0.002727273,0.043272729,2.230000049,-0.619999886,0.554999992,-2.330000043,581,319.2307692
656,9.239999771,9,8.840000153,0.100000001,-0.059999999,0.670000017,0.699999988,3.900000095,-5.139999866,0.720000029,0.519999981,-2.390000105,-2.519999981,-0.01,-123,-0.0005,0.164399996,0.0036,0.0023,1E-04,0.685000002,-0.620000005,0.620000005,-2.452500105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.003388278,6.89655E-05,0.000545454,-0.164363636,0.003636365,0.045636363,2.300000042,-0.619999886,0.620000005,-2.455000043,656,360.4395604
696,9.600000381,9.5,9.220000267,0.090000004,-0.059999999,0.74000001,0.75,3.900000095,-5.139999866,0.720000029,0.569999993,-2.390000105,-2.569999933,-0.01,-109,-0.0002,0.164399996,0.0027,0.0033,1E-04,0.745000005,-0.620000005,0.644999981,-2.480000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.003520147,6.46552E-05,0.000181818,-0.164363636,0.002727273,0.046545453,2.325000048,-0.619999886,0.645000011,-2.480000019,696,382.4175824
721,10.26000023,10,9.779999733,0.100000001,-0.059999999,1.029999971,1.059999943,3.960000038,-4.940000057,0.730000019,0.550000012,-2.579999924,-2.710000038,-0.01,-128,-0.0005,0.161799997,0.0033,0.0023,1E-04,1.044999957,-0.49000001,0.639999986,-2.642499924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.003761905,6.89655E-05,0.000545454,-0.161818184,0.003272727,0.04909091,2.50999999,-0.49000001,0.640000015,-2.644999981,721,396.1538462
811,10.92000008,10.5,10.56000042,0.090000004,-0.059999999,1.059999943,1.120000005,3.900000095,-5.03000021,0.819999993,0.569999993,-2.599999905,-2.779999971,-0.01,-116,-0.0011,0.162400007,0.0045,0.0033,1E-04,1.090000033,-0.564999998,0.694999993,-2.690000057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.004003663,6.46552E-05,0.00109091,-0.162363642,0.004545455,0.050363636,2.51000005,-0.565000057,0.694999993,-2.689999938,811,445.6043956
976,12.71000004,12.5,12.26000023,0.100000001,-0.059999999,1.169999957,1.320000052,3.900000095,-5.039999962,0.970000029,0.680000007,-2.720000029,-2.930000067,0,-111,-0.0027,0.162499994,0.0053,0.0038,1E-04,1.245000005,-0.569999993,0.824999988,-2.825000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.004655678,6.89655E-05,0.002727274,-0.162545456,0.005272728,0.053272728,2.610000074,-0.569999933,0.825000018,-2.825000048,976,536.2637363
1117,14.02999973,14,14.06000042,0.090000004,-0.059999999,1.340000033,1.460000038,3.869999886,-5.070000172,1.179999948,0.860000014,-2.839999914,-3.099999905,0.02,-101,-0.0022,0.162499994,0.0058,0.0046,1E-04,1.399999976,-0.600000024,1.019999981,-2.967499971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.005131868,6.46552E-05,0.002181818,-0.162545456,0.005818181,0.056727271,2.664999962,-0.600000143,1.019999981,-2.969999909,1117,613.7362637
1187,15.60000038,15,14.93999958,0.100000001,-0.059999999,1.389999986,1.549999952,3.799999952,-5.139999866,1.309999943,0.939999998,-2.859999895,-3.150000095,0.02,-101,-0.0029,0.162499994,0.0067,0.0053,1E-04,1.470000029,-0.670000017,1.125,-3.005000114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.00570696,6.89655E-05,0.00290909,-0.162545451,0.006727272,0.057636365,2.674999952,-0.669999957,1.12499997,-3.004999995,1187,652.1978022
1297,17.28000069,16.5,16.60000038,0.189999998,-0.059999999,1.559999943,1.74000001,3.789999962,-5.139999866,1.480000019,1.090000033,-2.960000038,-3.289999962,0.029999999,-100,-0.0033,0.162400007,0.0071,0.0059,1E-04,1.649999976,-0.675000012,1.284999967,-3.122499943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.006318682,0.000107759,0.003272728,-0.162363633,0.007090909,0.060363636,2.764999986,-0.674999952,1.285000026,-3.125,1297,712.6373626
1342,17.63999939,17.5,17.39999962,0.189999998,-0.059999999,1.649999976,1.879999995,3.75999999,-5.139999866,1.570000052,1.139999986,-2.960000038,-3.349999905,0.039999999,-90,-0.0042,0.161799997,0.0078,0.0071,1E-04,1.764999986,-0.689999998,1.355000019,-3.154999971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.006446886,0.000107759,0.004181819,-0.161818179,0.007818183,0.061636362,2.819999993,-0.689999938,1.355000019,-3.154999971,1342,737.3626374
1432,19.25,18.5,19.10000038,0.189999998,-0.059999999,1.870000005,2.119999886,3.690000057,-5.25,1.730000019,1.320000052,-3.059999943,-3.460000038,0.039999999,-112,-0.0045,0.162499994,0.0075,0.0074,1E-04,1.995000005,-0.779999971,1.524999976,-3.262500048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.00703663,0.000107759,0.004545452,-0.162545456,0.007454545,0.063636364,2.904999971,-0.779999971,1.525000036,-3.25999999,1432,786.8131868
1462,21.12999916,19.5,20.34000015,0.189999998,-0.059999999,2.00999999,2.349999905,3.690000057,-5.239999771,1.870000005,1.429999948,-3.059999943,-3.579999924,0.050000001,-90,-0.0062,0.162400007,0.008,0.0095,1E-04,2.180000067,-0.774999976,1.649999976,-3.319999933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.007721611,0.000107759,0.006181817,-0.162363633,0.008000001,0.065999999,3.019999981,-0.774999857,1.649999976,-3.319999933,1462,803.2967033
1522,22.12000084,21.5,22.36000061,0.25999999,-0.050000001,2.369999886,2.75,3.799999952,-5.110000134,1.99000001,1.529999971,-3.25,-3.730000019,0,-157,-0.0069,0.162,0.0084,0.0087,1E-04,2.559999943,-0.654999971,1.75999999,-3.49000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.008102564,0.000133621,0.006909093,-0.162000002,0.008363637,0.067818182,3.274999976,-0.655000091,1.75999999,-3.49000001,1522,836.2637363
1743,26,25,25.87999916,0.310000002,-0.050000001,2.650000095,3.150000095,3.690000057,-5.139999866,2.309999943,1.769999981,-3.25,-3.809999943,0.01,-118,-0.0091,0.160500005,0.0098,0.0103,0.0002,2.900000095,-0.725000024,2.039999962,-3.532500029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.009520147,0.000155172,0.009090909,-0.160545453,0.009818181,0.069454544,3.420000076,-0.724999905,2.039999962,-3.529999971,1743,957.6923077
1898,29.68000031,28.5,29.55999947,0.379999995,-0.050000001,3.059999943,3.670000076,3.579999924,-5.239999771,2.710000038,2.079999924,-3.25,-3.880000114,0.02,-111,-0.0111,0.160400003,0.0115,0.0114,0.0002,3.36500001,-0.829999983,2.394999981,-3.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.010864469,0.000185345,0.011090912,-0.160363631,0.011454548,0.070909093,3.625,-0.829999924,2.394999981,-3.565000057,1898,1042.857143
1958,31.53000069,30,31.36000061,0.430000007,-0.050000001,3.25,3.930000067,3.569999933,-5.300000191,2.910000086,2.25,-3.25,-3.880000114,0.029999999,-102,-0.0124,0.161300004,0.012,0.0115,0.0002,3.589999914,-0.86500001,2.579999924,-3.565000057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.011538462,0.000206897,0.012363638,-0.16127273,0.012000002,0.071090911,3.75,-0.865000129,2.580000043,-3.565000057,1958,1075.824176
2043,35.27000046,33.5,35,0.479999989,-0.050000001,3.75,4.630000114,3.470000029,-5.429999828,3.190000057,2.519999981,-3.150000095,-3.890000105,0.029999999,-84,-0.016000001,0.161799997,0.0122,0.0134,0.0002,4.190000057,-0.980000019,2.855000019,-3.517499924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.012908425,0.000228448,0.016000002,-0.161818179,0.01218182,0.071272729,4.050000072,-0.9799999,2.855000019,-3.5200001,2043,1122.527473
2108,38.65000153,37,38.58000183,0.479999989,-0.050000001,4.449999809,5.480000019,3.289999962,-5.550000191,3.460000038,2.75,-3.069999933,-3.900000095,0.039999999,-97,-0.0187,0.160699993,0.0129,0.0151,0.0002,4.965000153,-1.129999995,3.105000019,-3.484999895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.014142858,0.000228448,0.018727277,-0.160727276,0.012909092,0.071636365,4.38499999,-1.130000114,3.105000019,-3.485000014,2108,1158.241758
