CH.000,CH.001,CH.002,CH.003,CH.004,CH.005,CH.006,CH.007,CH.008,CH.009,CH.010,CH.011,CH.012,CH.013,CH.014,CH.015,CH.@01,CH.@02,CH.@03,CH.@04,CH.@05,CH.@06,CH.@07,CH.@08,CH.@09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,GAMMA,THETA,THETA-UL,THETA-UR,THETA-DL,THETA-DR,DELTA-UL,DELTA-UR,DELTA-DL,DELTA-DR,CH.000,P/M
-5,-0.119999997,0,0,0,0.01,0,-0.01,0,0,0,0,0,-0.01,0,25,0.0002,0,0,0.0002,0,-0.005,0,0,-0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-4.3956E-05,-4.31034E-06,-0.000181818,0,0,0.000181818,-0.005,0,0,-0.005,-5,-2.747252747
30,0.170000002,0.5,0.02,0,0.01,0,-0.01,0,0,0,0,0,-0.01,0,-21,0.0002,0,0,0.0002,0,-0.005,0,0,-0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,6.22711E-05,-4.31034E-06,-0.000181818,0,0,0.000181818,-0.005,0,0,-0.005,30,16.48351648
110,0.289999992,1,0.600000024,0,0.01,0,0,0,0,0,-0.01,0,-0.029999999,0,-17,0,0,0.0002,0.0005,0,0,0,-0.005,-0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.000106227,-4.31034E-06,0,0,0.000181818,0.000545455,0,0,-0.005,-0.015,110,60.43956044
150,1.25999999,1.5,1.019999981,0,0.01,0,0.090000004,0,0,0,-0.029999999,0,-0.039999999,0,-15,-0.0016,0,0.0005,0.0008,0,0.045000002,0,-0.015,-0.022500001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.000461538,-4.31034E-06,0.001636364,0,0.000545455,0.000727273,0.045000002,0,-0.015,-0.02,150,82.41758242
210,2.099999905,2,1.720000029,0,0.01,0,0.090000004,0,0,0,-0.050000001,0,-0.050000001,0,-12,-0.0016,0,0.0009,0.0009,0,0.045000002,0,-0.025,-0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.000769231,-4.31034E-06,0.001636364,0,0.000909091,0.000909091,0.045000002,0,-0.025,-0.025,210,115.3846154
240,2.539999962,2.5,2.200000048,0,0.01,0,0.090000004,0,0,0.01,-0.100000001,0,-0.059999999,0,-2,-0.0016,0,0.002,0.001,0,0.045000002,0,-0.045000002,-0.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.000930403,-4.31034E-06,0.001636364,0,0.002,0.001090909,0.045000002,0,-0.045000001,-0.029999999,240,131.8681319
275,2.99000001,3,2.819999933,0,0.01,0,0.090000004,0,0,0,-0.100000001,0,-0.059999999,0,30,-0.0016,0,0.0018,0.001,0,0.045000002,0,-0.050000001,-0.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.001095238,-4.31034E-06,0.001636364,0,0.001818182,0.001090909,0.045000002,0,-0.050000001,-0.029999999,275,151.0989011
300,3.5,3.5,3.319999933,0.01,0.01,0,0.090000004,0,0,0.01,-0.100000001,0,-0.059999999,0,13,-0.0016,0,0.002,0.001,0,0.045000002,0,-0.045000002,-0.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.001282051,0,0.001636364,0,0.002,0.001090909,0.045000002,0,-0.045000001,-0.029999999,300,164.8351648
320,4.119999886,4,3.660000086,0.02,0.01,0,0.090000004,-0.079999998,0,0.01,-0.100000001,0,-0.059999999,0,-21,-0.0016,-0.0015,0.002,0.0011,0,0.045000002,-0.039999999,-0.045000002,-0.029999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.001509157,4.31034E-06,0.001636364,0.001454545,0.002,0.001090909,0.005000003,-0.039999999,-0.045000001,-0.029999999,320,175.8241758
356,4.670000076,4.5,4.360000134,0.090000004,0.01,0,0.090000004,-0.100000001,0,-0.059999999,-0.140000001,0,-0.07,0,-6,-0.0016,-0.0018,0.0015,0.0012,0,0.045000002,-0.050000001,-0.100000001,-0.032499999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.001710623,3.44828E-05,0.001636364,0.001818182,0.001454545,0.001272727,-0.004999999,-0.050000001,-0.1,-0.035,356,195.6043956
