CH.000,CH.001,CH.002,CH.003,CH.004,CH.005,CH.006,CH.007,CH.008,CH.009,CH.010,CH.011,CH.012,CH.013,CH.014,CH.015,CH.@01,CH.@02,CH.@03,CH.@04,CH.@05,CH.@06,CH.@07,CH.@08,CH.@09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,GAMMA,THETA,THETA-UL,THETA-UR,THETA-DL,THETA-DR,DELTA-UL,DELTA-UR,DELTA-DL,DELTA-DR,CH.000,P/M
0,-0.029999999,0,0,0.01,0,0,0.039999999,0,0,0,0,0,-0.01,0,66,-0.0007,0,0,1E-04,0,0.02,0,0,-0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-1.0989E-05,4.31034E-06,0.000727273,0,0,0.000181818,0.02,0,0,-0.005,0,0
-90,-0.209999993,-0.5,-0.100000001,0.01,0.01,0.100000001,0.100000001,0,0,0.109999999,0.07,0,0.039999999,0,73,0,0,0.0007,-0.0006,0,0.100000001,0,0.090000004,0.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-7.69231E-05,0,0,0,0.000727273,-0.000727273,0.050000001,0,0.09,0.02,-90,-49.45054945
-120,-0.980000019,-1,-0.620000005,0.01,0.01,0.100000001,0.100000001,0,-0.01,0.109999999,0.07,0,0.07,0,30,0,0.0002,0.0007,-0.0012,0,0.100000001,-0.005,0.090000004,0.032499999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.000358974,0,0,-0.000181818,0.000727273,-0.001272727,0.050000001,-0.005,0.09,0.035,-120,-65.93406593
-155,-1.460000038,-1.5,-1.24000001,0.01,0.01,0.100000001,0.100000001,0.100000001,0,0.100000001,0.07,0,0.079999998,0,14,0,0.0018,0.0005,-0.0015,0,0.100000001,0.050000001,0.085000001,0.039999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.000534799,0,0,-0.001818182,0.000545455,-0.001454545,0.100000001,0.050000001,0.085000001,0.039999999,-155,-85.16483516
-160,-2,-2,-1.360000014,0.01,0,0.100000001,0.100000001,0.109999999,0,0.100000001,0.07,0,0.090000004,0,29,0,0.002,0.0005,-0.0015,0,0.100000001,0.055,0.085000001,0.0425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.000732601,4.31034E-06,0,-0.002,0.000545455,-0.001636364,0.105,0.055,0.085000001,0.045000002,-160,-87.91208791
-195,-2.089999914,-2.5,-1.960000038,0.01,0.01,0.100000001,0.100000001,0.100000001,0,0.100000001,0.07,0,0.100000001,0,95,0,0.0018,0.0005,-0.0018,0,0.100000001,0.050000001,0.085000001,0.050000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.000765568,0,0,-0.001818182,0.000545455,-0.001818182,0.100000001,0.050000001,0.085000001,0.050000001,-195,-107.1428571
-220,-2.99000001,-3,-2.460000038,0.01,0.01,0.129999995,0.100000001,0.100000001,0,0.109999999,0.07,0.02,0.129999995,0,30,0.0005,0.0018,0.0007,-0.0019,0,0.115000002,0.050000001,0.090000004,0.072499998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.001095238,0,-0.000545454,-0.001818182,0.000727273,-0.002363636,0.100000001,0.050000001,0.09,0.074999997,-220,-120.8791209
-245,-3.5,-3.5,-2.960000038,0.01,0.01,0.150000006,0.100000001,0.109999999,0,0.109999999,0.07,0.100000001,0.140000001,0,13,0.0009,0.002,0.0007,-0.0007,0,0.125,0.055,0.090000004,0.119999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.001282051,0,-0.000909091,-0.002,0.000727273,-0.002545455,0.105,0.055,0.09,0.120000001,-245,-134.6153846
-275,-4.210000038,-4,-3.640000105,0.01,0.01,0.170000002,0.100000001,0.109999999,0,0.109999999,0.07,0.100000001,0.180000007,0,63,0.0013,0.002,0.0007,-0.0014,0,0.135000005,0.055,0.090000004,0.137500003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.001542125,0,-0.001272727,-0.002,0.000727273,-0.003272727,0.105,0.055,0.09,0.140000004,-275,-151.0989011
-300,-4.489999771,-4.5,-4.159999847,0.01,0.01,0.170000002,0.100000001,0.109999999,0,0.109999999,0.07,0.100000001,0.200000003,0,1,0.0013,0.002,0.0007,-0.0018,0,0.135000005,0.055,0.090000004,0.150000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.001644689,0,-0.001272727,-0.002,0.000727273,-0.003636364,0.105,0.055,0.09,0.150000002,-300,-164.8351648
-346,-5.849999905,-5.5,-5.260000229,0.01,0.01,0.200000003,0.100000001,0.109999999,0,0.109999999,0.170000002,0.189999998,0.289999992,0,33,0.0018,0.002,-0.0011,-0.0019,0,0.150000006,0.055,0.140000001,0.242500007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.002142857,0,-0.001818182,-0.002,-0.001090909,-0.005272727,0.105,0.055,0.140000001,0.239999995,-346,-190.1098901
-361,-6.179999828,-6,-5.659999847,0.01,0.01,0.200000003,0.100000001,0.170000002,0,0.109999999,0.170000002,0.189999998,0.319999993,0,46,0.0018,0.0031,-0.0011,-0.0024,0,0.150000006,0.085000001,0.140000001,0.254999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.002263736,0,-0.001818182,-0.003090909,-0.001090909,-0.005818182,0.135000002,0.085000001,0.140000001,0.254999995,-361,-198.3516484
-396,-6.699999809,-6.5,-6.480000019,0.01,0.01,0.100000001,0.07,0.209999993,0,0.109999999,0.170000002,0.219999999,0.349999994,0,51,0.0005,0.0038,-0.0011,-0.0025,0,0.085000001,0.104999997,0.140000001,0.287499994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.002454212,0,-0.000545455,-0.003818182,-0.001090909,-0.006363636,0.139999997,0.104999997,0.140000001,0.284999996,-396,-217.5824176
-421,-7.650000095,-7,-7.300000191,0.01,0.01,0.100000001,0.01,0.209999993,0,0.109999999,0.159999996,0.289999992,0.400000006,-0.01,24,0.0016,0.0038,-0.0009,-0.0019,0,0.055,0.104999997,0.135000005,0.342500001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.002798535,0,-0.001636364,-0.003818182,-0.000909091,-0.007454546,0.109999997,0.104999997,0.134999998,0.344999999,-421,-231.3186813
-436,-7.800000191,-8,-7.71999979,0.01,0.01,0.100000001,0.01,0.209999993,0,0.109999999,0.170000002,0.280000001,0.419999987,0,68,0.0016,0.0038,-0.0011,-0.0025,0,0.055,0.104999997,0.140000001,0.347499996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.002857143,0,-0.001636364,-0.003818182,-0.001090909,-0.007636363,0.109999997,0.104999997,0.140000001,0.349999994,-436,-239.5604396
-461,-8.319999695,-8.5,-8.539999962,0.01,0.01,0.100000001,0.01,0.209999993,0,0.109999999,0.170000002,0.370000005,0.479999989,0,120,0.0016,0.0038,-0.0011,-0.0019,0,0.055,0.104999997,0.140000001,0.422500014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.003047619,0,-0.001636364,-0.003818182,-0.001090909,-0.008727273,0.109999997,0.104999997,0.140000001,0.424999997,-461,-253.2967033
-486,-10.10000038,-9,-9.399999619,0.01,0.01,0.100000001,-0.090000004,0.209999993,0,0.109999999,0.170000002,0.379999995,0.519999981,-0.01,45,0.0035,0.0038,-0.0011,-0.0025,0,0.005,0.104999997,0.140000001,0.44749999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-0.003695971,0,-0.003454546,-0.003818182,-0.001090909,-0.009636363,0.059999995,0.104999997,0.140000001,0.449999988,-486,-267.032967
