CH.000,CH.001,CH.002,CH.003,CH.004,CH.005,CH.006,CH.007,CH.008,CH.009,CH.010,CH.011,CH.012,CH.013,CH.014,CH.015,CH.020,CH.021,CH.022,CH.023,CH.024,CH.025,CH.026,CH.027,CH.028,CH.029,CH.030,CH.031,CH.032,CH.033,CH.034,CH.035,CH.036,CH.037,CH.038,CH.039,CH.040,CH.041,CH.042,CH.043,CH.044,CH.045,CH.046,CH.047,CH.048,,,,,,,,,,,,GAMMA,THETA,THETA-UL,THETA-UR,THETA-DL,THETA-DR,DELTA-UL,DELTA-UR,DELTA-DL,DELTA-DR,CH.000,P/M
736,4.210000038,5.5,5.920000076,0.01,-0.01,0.280000001,0.370000005,-0.109999999,0,0.460000008,0.340000004,-0.899999976,-1,-0.01,122,19,52,45,39,11,17,-27,-55,-5,-16,-15,11,-41,-19,-38,-46,-19,-4,8,6,-21,-25,-27,-4,6,1,5,-21,,,,,,,,,,,,,0.001545788,8.62069E-06,0.001636364,0.002,0.002181818,0.018,0.130000003,-0.055,0.400000006,-0.949999988,736,404.3956044
776,4.610000134,6,6.360000134,0.01,-0.01,0.280000001,0.400000006,-0.109999999,0,0.460000008,0.340000004,-0.930000007,-1.039999962,-0.01,9,16,67,40,18,4,13,-41,-75,-2,-19,-31,-2,-41,-29,-54,-47,-36,-24,6,0,-31,-33,-37,-27,-5,-2,-6,-33,,,,,,,,,,,,,0.001692308,8.62069E-06,0.002181818,0.002,0.002181818,0.018727272,0.145000003,-0.055,0.400000006,-0.984999985,776,426.3736264
861,5.829999924,6.5,7.21999979,0.01,-0.01,0.280000001,0.469999999,-0.109999999,0,0.560000002,0.439999998,-0.939999998,-1.100000024,-0.01,71,3,28,38,28,17,16,-41,-83,-26,-27,-24,3,-39,-25,-49,-56,-29,-21,5,15,-24,-32,-29,-20,-8,13,0,-29,,,,,,,,,,,,,0.002139194,8.62069E-06,0.003454545,0.002,0.002181818,0.019818182,0.18,-0.055,0.5,-1.020000011,861,473.0769231
936,6.550000191,8,8.079999924,0.01,-0.01,0.379999995,0.5,-0.109999999,0,0.649999976,0.449999988,-1.029999971,-1.159999967,0,33,28,24,20,28,-8,19,-22,-64,-27,-27,-40,-4,-50,-32,-50,-55,-20,-15,-8,-10,-31,-28,-30,-5,-1,-18,-12,-29,,,,,,,,,,,,,0.002399267,8.62069E-06,0.002181818,0.002,0.003636363,0.021090908,0.195,-0.055,0.549999982,-1.094999969,936,514.2857143
1047,8.050000191,8.5,9.380000114,0.01,-0.02,0.370000005,0.560000002,-0.109999999,0,0.75,0.550000012,-1.029999971,-1.220000029,-0.01,57,18,24,26,41,20,19,-26,-70,-32,-16,-11,-4,-42,-10,-34,-60,-21,-16,-13,12,-4,-22,-36,-6,-14,-12,11,-6,,,,,,,,,,,,,0.002952381,1.2931E-05,0.003454545,0.002,0.003636363,0.022000001,0.225000001,-0.055,0.650000006,-1.125,1047,575.2747253
1082,8.409999847,9,10.06000042,0.01,-0.02,0.469999999,0.649999976,-0.109999999,0,0.839999974,0.620000005,-1.029999971,-1.25,-0.01,65,13,20,16,20,-17,4,-42,-79,-40,-34,-46,-12,-59,-31,-62,-63,-22,-18,-13,-4,-36,-42,-31,-4,-10,-14,-16,-35,,,,,,,,,,,,,0.003084249,1.2931E-05,0.003272727,0.002,0.003999999,0.022545455,0.269999988,-0.055,0.729999989,-1.139999986,1082,594.5054945
1227,10.60999966,11,11.97999954,0.01,0.01,0.479999989,0.74000001,-0.109999999,0,0.99000001,0.720000029,-1.120000005,-1.330000043,-0.01,164,-3,5,3,26,-4,24,-27,-73,-28,-25,-37,-10,-59,-35,-58,-56,-18,-29,-18,-17,-36,-32,-30,-10,-16,-31,-16,-35,,,,,,,,,,,,,0.00389011,0,0.004727273,0.002,0.004909091,0.024000001,0.315000005,-0.055,0.855000019,-1.225000024,1227,674.1758242
1297,11.21000004,12,12.85999966,0.01,0.01,0.569999993,0.810000002,-0.109999999,0,1.059999943,0.779999971,-1.120000005,-1.350000024,-0.01,83,-14,23,16,43,-7,25,-35,-99,-17,-43,-51,-3,-49,-38,-51,-48,-24,-22,-7,-20,-31,-21,-33,-17,-11,-15,-6,-28,,,,,,,,,,,,,0.00410989,0,0.004363637,0.002,0.005090909,0.024363637,0.350000001,-0.055,0.919999957,-1.235000014,1297,712.6373626
1407,12.85000038,13.5,14.53999996,0.050000001,0,0.569999993,0.850000024,-0.129999995,0,1.220000029,0.910000026,-1.120000005,-1.379999995,0.059999999,131,12,72,22,43,7,41,-19,-75,-14,-36,-41,6,-44,-22,-40,-46,-19,-16,-1,-9,-29,-16,-25,-5,0,-8,4,-20,,,,,,,,,,,,,0.004684982,2.15517E-05,0.00509091,0.002363636,0.005636364,0.026181818,0.360000014,-0.064999998,1.065000027,-1.25,1407,773.0769231
1507,14.35000038,15,16.28000069,0.109999999,-0.01,0.660000026,0.949999988,-0.170000002,0,1.409999967,1.00999999,-1.120000005,-1.429999948,0.100000001,143,2,34,21,40,-8,24,-30,-85,-25,-36,-44,-8,-62,-35,-52,-62,-25,-24,-15,-12,-35,-31,-38,-17,-14,-21,-13,-29,,,,,,,,,,,,,0.00521978,5.17241E-05,0.005272727,0.003090909,0.007272727,0.027818181,0.389999993,-0.085000001,1.209999979,-1.274999976,1507,828.021978
1552,15.25,16,17.20000076,0.109999999,-0.01,0.709999979,1.039999962,-0.180000007,0,1.5,1.100000024,-1.120000005,-1.440000057,0.100000001,106,9,31,39,55,12,23,-19,-73,4,-20,-15,14,-35,-16,-40,-46,-23,-12,13,10,-22,-18,-31,-9,4,5,7,-22,,,,,,,,,,,,,0.005549451,5.17241E-05,0.006,0.003272727,0.007272727,0.028000001,0.429999977,-0.090000004,1.300000012,-1.280000031,1552,852.7472527
1642,16.68000031,17.5,18.94000053,0.129999995,-0.01,0.769999981,1.129999995,-0.189999998,0,1.690000057,1.200000048,-1.120000005,-1.460000038,0.100000001,94,14,50,27,46,-4,10,-31,-94,-25,-39,-40,2,-55,-25,-55,-61,-25,-25,-1,-7,-28,-28,-39,-11,-2,-7,1,-28,,,,,,,,,,,,,0.00607326,6.03448E-05,0.006545455,0.003454545,0.008909091,0.028363637,0.469999999,-0.094999999,1.445000052,-1.290000021,1642,902.1978022
1728,18.64999962,19,20.70000076,0.200000003,-0.059999999,0.850000024,1.220000029,-0.200000003,0,1.850000024,1.330000043,-1.120000005,-1.5,0.100000001,237,10,67,38,50,17,48,-12,-81,-2,-32,-34,15,-36,-20,-39,-47,-3,-6,14,-6,-22,-14,-22,-4,12,-1,8,-15,,,,,,,,,,,,,0.006794872,0.000112069,0.006727273,0.003636364,0.009454545,0.029090909,0.510000013,-0.100000001,1.590000033,-1.310000002,1728,949.4505495
1803,21.82999992,22.5,24.05999947,0.270000011,0.109999999,1.090000033,1.559999943,-0.109999999,0.100000001,1.99000001,1.399999976,-1.059999943,-1.519999981,0.200000003,144,-6,57,14,47,-3,30,-19,-65,-3,-19,-24,-2,-62,-33,-63,-60,-27,-27,-16,-13,-42,-38,-44,-18,-10,-25,-15,-37,,,,,,,,,,,,,0.007923077,6.89655E-05,0.008545453,0.003818182,0.010727273,0.031272727,0.724999972,-0.004999999,1.694999993,-1.289999962,1803,990.6593407
1983,25.69000053,26,27.68000031,0.379999995,0.109999999,1.299999952,1.860000014,-0.109999999,0.100000001,2.349999905,1.690000057,-1.029999971,-1.549999952,0.200000003,151,6,62,27,49,18,49,-10,-68,2,-37,-20,2,-47,-15,-41,-56,-22,-23,-4,-12,-29,-19,-30,-11,-12,-17,0,-17,,,,,,,,,,,,,0.009336997,0.000116379,0.010181819,0.003818182,0.011999997,0.031818181,0.875000007,-0.004999999,2.019999981,-1.289999962,1983,1089.56044
2063,27.26000023,28,29.68000031,0.400000006,0.109999999,1.419999957,2.029999971,-0.109999999,0.100000001,2.589999914,1.850000024,-1.019999981,-1.600000024,0.200000003,106,5,45,24,56,21,50,-7,-48,-8,-42,-19,11,-38,-18,-40,-44,-9,-14,-5,-27,-25,-7,-22,-1,-3,-9,-1,-20,,,,,,,,,,,,,0.009912088,0.000125,0.011090909,0.003818182,0.013454543,0.032727273,0.959999986,-0.004999999,2.219999969,-1.310000002,2063,1133.516484
2188,30.57999992,31,33.34000015,0.49000001,0.109999999,1.649999976,2.329999924,-0.109999999,0.170000002,3.019999981,2.190000057,-1.029999971,-1.679999948,0.200000003,143,8,54,24,51,1,36,-18,-59,5,-30,-31,6,-48,-20,-49,-46,-12,-13,-8,-22,-32,-19,-27,-2,-1,-15,-8,-27,,,,,,,,,,,,,0.011128205,0.000163793,0.012363635,0.005090909,0.015090908,0.034181817,1.109999962,0.030000001,2.605000019,-1.354999959,2188,1202.197802
2298,34.56000137,34,37.02000046,0.5,0.109999999,1.879999995,2.660000086,-0.109999999,0.209999993,3.480000019,2.559999943,-1.029999971,-1.700000048,0.200000003,156,-4,50,20,52,6,32,-22,-73,2,-22,-25,-1,-56,-17,-55,-57,-19,-29,-12,-2,-34,-23,-38,-24,-18,-18,-8,-25,,,,,,,,,,,,,0.012586081,0.000168103,0.01418182,0.005818182,0.016727274,0.034545455,1.275000043,0.049999997,3.019999981,-1.36500001,2298,1262.637363
2349,36.22999954,36,38.90000153,0.569999993,0.109999999,2.019999981,2.799999952,-0.109999999,0.209999993,3.75999999,2.75,-1.029999971,-1.700000048,0.200000003,119,1,60,31,55,13,32,-23,-85,1,-42,-25,6,-43,-11,-44,-55,-15,-17,-1,-3,-28,-21,-32,-15,-6,-4,6,-17,,,,,,,,,,,,,0.013197802,0.000198276,0.014181818,0.005818182,0.018363636,0.034545455,1.344999976,0.049999997,3.254999995,-1.36500001,2349,1290.659341
2429,40.25999832,39.5,42.54000092,0.589999974,0.109999999,2.299999952,3.200000048,-0.109999999,0.209999993,4.289999962,3.180000067,-0.970000029,-1.74000001,0.200000003,163,-3,61,36,59,16,52,-20,-86,2,-25,-28,13,-36,-21,-35,-48,-25,-24,5,4,-19,-15,-28,-10,-14,-5,5,-12,,,,,,,,,,,,,0.014673992,0.000206897,0.016363638,0.005818182,0.020181816,0.035272728,1.545000024,0.049999997,3.735000014,-1.355000019,2429,1334.615385
2509,54.40000153,53,56.54000092,0.769999981,0.400000006,2.400000095,3.74000001,-0.219999999,0.209999993,5.059999943,3.75999999,-0.74000001,-1.830000043,0.100000001,151,-41,-2,5,55,11,29,-28,-111,-44,-55,-44,3,-54,-22,-54,-76,-26,-29,-2,-10,-34,-28,-44,-13,-11,-16,-1,-22,,,,,,,,,,,,,0.01989011,0.000159483,0.024363635,0.007818182,0.023636363,0.03509091,1.760000005,-0.005000003,4.409999967,-1.285000026,2509,1378.571429
2639,61.88999939,59.5,64.13999939,0.879999995,0.400000006,2.799999952,4.400000095,-0.219999999,0.209999993,5.989999771,4.489999771,-0.660000026,-1.870000005,0.100000001,169,-27,14,10,40,-30,0,-47,-128,-34,-47,-62,-5,-63,-40,-63,-73,-30,-29,-9,-14,-40,-35,-48,-14,-8,-9,-11,-40,,,,,,,,,,,,,0.022633699,0.000206897,0.029090912,0.007818182,0.027272727,0.035818182,2.090000048,-0.005000003,5.239999771,-1.265000015,2639,1450
2659,65.12000275,63,67.86000061,0.930000007,0.400000006,3.109999895,4.849999905,-0.219999999,0.25,6.389999866,4.840000153,-0.639999986,-1.870000005,0.100000001,161,-29,15,8,36,-29,14,-39,-127,-35,-47,-67,0,-57,-28,-60,-70,-22,-27,-1,-10,-33,-31,-50,-13,-5,-12,0,-30,,,,,,,,,,,,,0.023816851,0.000228448,0.031636364,0.008545455,0.028181813,0.035818182,2.314999953,0.015000001,5.61500001,-1.254999995,2659,1460.989011
